industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,last_verified,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Finance & Banking,FINA-003,FINMA guidance (05/2026) directing Swiss financial institutions to build a cryptographic inventory and migration roadmap against harvest-now-decrypt-later risk from quantum computing.,High,Financial institution data and communications vulnerable to harvest-now-decrypt-later,Quantum-safe encryption transition; crypto-agility,FINMA Guidance 05/2026 on quantum computing,https://www.finma.ch/en/~/media/finma/dokumente/dokumentencenter/myfinma/4dokumentation/finma-aufsichtsmitteilungen/20260709-finma-aufsichtsmitteilung-05-2026.pdf?sc_lang=en&hash=0C6FDB12F5427E073560E67D88CCEB96,,compliance-strategy|migration-program|pqc-risk-management,finma-swiss-financial-market-s,threats/FINMA-Guidance-05-2026-Quantum-Computing.pdf,yes,FINMA (Swiss Financial Market Supervisory Authority),,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed. | 2026-08-16: Cached file was the FINMA press-release page; replaced with the actual FINMA Guidance 05/2026 PDF document itself.",75,2026-08-16,financial-services;banking,active,,,
Critical Infrastructure,CRIT-001,Singapore's Cyber Security Agency released a Quantum-Safe Handbook and Quantum Readiness Index (in public consultation through end-2025) to guide Critical Information Infrastructure owners and government agencies toward quantum-safe migration.,High,Critical Information Infrastructure cryptographic systems,Quantum-Safe Handbook guidance + Quantum Readiness Index self-assessment,CSA Releases A Quantum-Safe Handbook And Quantum Readiness Index,https://www.csa.gov.sg/news-events/press-releases/csa-releases-a-quantum-safe-handbook-and-quantum-readiness-index/,,compliance-strategy|pqc-governance|migration-program,csa-singapore,threats/CRIT-001.html,partial,Cyber Security Agency of Singapore,,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed.",65,2026-07-30,critical-infrastructure,active,,,
Finance & Banking,FINA-004,"OSFI's overview of digital and crypto risks for Canadian financial institutions, including quantum computing's threat to encryption and store-now-decrypt-later exposure, alongside a joint OSFI/FCAC quantum-readiness questionnaire.",Medium,"Encryption protecting Canadian financial-sector data, vulnerable to store-now-decrypt-later",Migration planning per OSFI/FCAC quantum-readiness questionnaire,OSFI Digital and crypto risks,https://www.osfi-bsif.gc.ca/en/risks/risks-arising-digital-innovations-canadian-financial-industry,,quantum-threats|pqc-risk-management|compliance-strategy,osfi,threats/FINA-004.html,yes,Office of the Superintendent of Financial Institutions (OSFI),,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed.",65,2026-07-30,financial-services;banking,active,,,
Finance & Banking,FINA-005,"Japan's FSA Study Group report on post-quantum cryptography, formulated through mid-2024 stakeholder discussions, providing recommendations for deposit-taking institutions transitioning to PQC.",High,Deposit-taking institution cryptographic systems,PQC transition per FSA Study Group recommendations,FSA Report of the Study Group on Deposit-Taking Institutions Response to Post-Quantum Cryptography,https://www.fsa.go.jp/singi/pqc/houkokusyo.pdf,,compliance-strategy|migration-program|pqc-governance,japan-financial-services-agenc,threats/FSA-PQC-Study-Group-Report.pdf,yes,Financial Services Agency (Japan),,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed. | 2026-08-16: Cached file was the FSA's Japanese-language announcement page; replaced with the actual Study Group report PDF (2,915 lines, Japanese; dated 26 Nov 2024, matches row description).",75,2026-08-16,financial-services;banking,active,,,
Cross-Industry,CROS-006,"CCN-TEC 009 (Spain's National Cryptologic Centre) recommendations for a safe post-quantum transition, covering CRYSTALS-Kyber, CRYSTALS-Dilithium, Falcon, SPHINCS+, BIKE, HQC, Classic McEliece and SIKE, driven by Shor's/Grover's algorithm risk and harvest-now-decrypt-later.",High,"RSA, ElGamal, elliptic-curve cryptosystems vulnerable to Shor's algorithm; symmetric key lengths need doubling against Grover's algorithm","CRYSTALS-Kyber, CRYSTALS-Dilithium, Falcon, SPHINCS+ (NIST-selected); BIKE, HQC, Classic McEliece as alternates; hybrid solutions recommended for transition",CCN-TEC 009 Recommendations for a safe post-quantum transition,https://www.ccn.cni.es/gl/docman/documentos-publicos/boletines-pytec/499-ccn-tec-009-recomendaciones-transicion-postcuantica-segura-english/file,,pqc-101|standards-bodies|compliance-strategy|hybrid-crypto,ccn-spain,threats/CROS-006.pdf,yes,Centro Criptológico Nacional (CCN),,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | 2026-07-28: cached evidence was raw unparsed PDF binary saved with a .html extension/content-type (fetch pipeline bug, found alongside TELE-001). Enrichment ran against garbage bytes and correctly returned mostly ""None detected"" (no fabrication found on manual review) rather than guessing -- but the fields are therefore not a real assessment of this document. Re-downloaded the real PDF and corrected local_file + manifest; a future /update-threats pass against the real file is needed to actually assess it. | 2026-07-28: re-enriched against the real PDF -- real field content now populated (13-28/43 dimensions, verified TELE-001 hand-corrected for one still-title-sourced field). | Completed 2026-07-30: substance fields drafted from existing MLX enrichment output (threats_doc_enrichments_07302026.md), hand-verified against evidence.",80,2026-07-30,cross-industry,active,,,
Finance & Banking,FINA-006,MAS advisory (TCRS/2024/01) outlining cybersecurity risks from quantum computing developments and expected mitigating measures for Singapore financial institutions.,High,Financial institution cryptographic systems (MAS-regulated),Mitigating measures per MAS advisory,MAS/TCRS/2024/01 Advisory on Addressing the Cybersecurity Risks Associated with Quantum,https://www.mas.gov.sg/-/media/mas-media-library/regulation/circulars/trpd/mas-quantum-advisory/mas-quantum-advisory.pdf,,compliance-strategy|pqc-risk-management|migration-program,mas-singapore,threats/MAS-TCRS-2024-01-Quantum-Advisory.pdf,yes,Monetary Authority of Singapore (MAS),,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed. | 2026-08-16: Cached file was the MAS circular landing page only; replaced with the actual linked advisory PDF.",75,2026-08-16,financial-services;banking,active,,,
Telecommunications,TELE-001,"ANSSI-FT-117 technical guide for IPsec's post-quantum transition — hybridizing IKEv2 key exchange and signature authentication, noting significant message-size increases from PQC key/ciphertext/signature sizes.",High,Diffie-Hellman key exchange and classical signature authentication within IKEv2/IPsec,Hybrid PQC key exchange and hybrid PQC signature authentication within IKEv2 (per ANSSI guidance; specific algorithms not named in extracted text),ANSSI-FT-117 Transition post-quantique d'IPsec,https://messervices.cyber.gouv.fr/documents-guides/transition_post_quantique_ipsec.pdf,,vpn-ssh-pqc|hybrid-crypto|network-security-pqc,anssi,threats/TELE-001.pdf,yes,ANSSI,,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | 2026-07-28: cached evidence was raw unparsed PDF binary saved with a .html extension/content-type (fetch pipeline bug) -- the enrichment pass fabricated ""IKE/IPsec"" protocol-coverage evidence from the document TITLE alone (caught by the accuracy verify step: quoted evidence not found verbatim in source). Re-downloaded the real PDF (confirmed real ANSSI-FT-117 IPsec/IKEv2 PQC transition guide, genuinely covers IKEv2/AH/ESP and ANSSI-recommended hybrid KEM key exchange) and corrected local_file + manifest. | 2026-07-28: re-enriched against the real PDF -- real field content now populated (13-28/43 dimensions, verified TELE-001 hand-corrected for one still-title-sourced field). | Completed 2026-07-30: substance fields drafted from existing MLX enrichment output (threats_doc_enrichments_07302026.md), hand-verified against evidence.",82,2026-07-30,telecommunications,active,,,
Finance & Banking,FINA-007,"ASC X9 report giving financial-industry managers high-level guidance on quantum-enabled cyberattack risk, cryptographic asset inventory, and PQC migration prioritization.",High,"Financial industry cryptographic infrastructure, incl. X9 Financial PKI",Crypto-agility strategy; PQC migration per X9 needs assessment,X9 Post Quantum Cryptography Financial Readiness Needs Assessment,https://x9.org/new-x9-report-migrating-to-post-quantum-cryptography/,,pqc-risk-management|migration-program|pki-workshop,ascx9,threats/FINA-007.html,yes,Accredited Standards Committee X9 (ASC X9),,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed.",78,2026-07-30,financial-services;banking,active,,,
Critical Infrastructure,CRIT-002,"BISI analysis of quantum risk to critical-infrastructure OT: legacy RSA usage and Shor's-algorithm exposure make harvest-now-decrypt-later a strategic risk, compounded by OT's long equipment lifespans and real-time performance constraints on PQC integration.",Critical,Legacy RSA encryption in critical infrastructure OT systems,"PQC integration for OT, constrained by real-time performance requirements",Assessing Quantum's Risk on Critical Infrastructure - BISI,https://bisi.org.uk/reports/assessing-quantums-risk-on-critical-infrastructure,,iot-ot-pqc|quantum-threats|crypto-agility,,threats/CRIT-002.html,no,,,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed.",50,2026-07-30,critical-infrastructure;operational-technology,active,,,
Critical Infrastructure,CRIT-003,"R Street Institute policy study arguing PQC migration for US critical infrastructure should be treated as a present-day risk-management priority, not a distant milestone, citing a 2035 US migration horizon (2029 per some private-sector views) and recommending risk-based system prioritization.",High,RSA/ECC-based cryptography across US critical infrastructure and legacy OT/IT systems,Risk-prioritized PQC migration per R Street policy recommendations,Post-Quantum Cryptography Migration in the United States - R Street Institute,https://www.rstreet.org/research/post-quantum-cryptography-migration-in-the-united-states-managing-risk-and-advancing-cyber-readiness-in-critical-infrastructure/,,pqc-risk-management|migration-program|pqc-governance,,threats/CRIT-003.html,partial,R Street Institute,,,"Added via intake queue Phase 2 (add_row.py). Human note: (none) | Enriched 2026-07-30: MLX enrich-docs.py extraction + evidence read, fields hand-completed.",55,2026-07-30,critical-infrastructure,active,,,
Insurance,INSU-001,"Insurance-sector quantum exposure: Munich Re's Cyber Insurance: Risks and Trends 2025 report (quantum computing security section) notes NIST finalized its PQC algorithms in August 2024, that RSA will in future be vulnerable to quantum-based decryption (sufficient protection through at least 2030), and that attackers are already stealing data today to decrypt later — direct harvest-now-decrypt-later exposure for long-retention policyholder data and cyber-underwriting accumulation risk.",High,"RSA/ECDSA/ECDH protecting policyholder data stores, claims platforms, and insureds’ systems underwritten by cyber policies","ML-KEM for transport/data-at-rest key establishment, ML-DSA for signatures (NIST August 2024 standards)",Munich Re — Cyber Insurance: Risks and Trends 2025 (Quantum computing security section),https://www.munichre.com/en/insights/cyber/cyber-insurance-risks-and-trends-2025.html,,quantum-threats|pqc-risk-management|pqc-business-case|data-asset-sensitivity,munich-re,threats/INSU-001.html,no,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Insurance re-grounding for industry-landscape batch 1: previous INS-001..005 were audit-rejected 2026-07-16; Geneva Association/IAIS/EIOPA verified 2026-07-29 to have no quantum publication; Munich Re annual cyber-trends report has a dedicated quantum/PQC section. | Completed 2026-07-30: substance fields drafted from existing MLX enrichment output (threats_doc_enrichments_07302026.md), hand-verified against evidence.",0.75,2026-07-30,insurance,active,,,
