id,Source_Name,Source_Type,Region,Primary_URL,Description,Leaders_CSV,Library_CSV,Algorithm_CSV,Threats_CSV,Timeline_CSV,Compliance_CSV,Migrate_CSV,Patents_CSV,Last_Verified_Date,primary_url_quality
netsfere-infinite-convergence-solutions,NetSfere (Infinite Convergence Solutions),Vendor,Americas,https://netsfere.com,"NetSfere (Infinite Convergence Solutions) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cellcrypt-limited,Cellcrypt Limited,Vendor,EMEA,https://www.cellcrypt.com,"Cellcrypt Limited — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
kiteworks-inc,Kiteworks Inc.,Vendor,Americas,https://kiteworks.com,"Kiteworks Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
xwiki-sas-cryptpad,XWiki SAS (CryptPad),Vendor,EMEA,https://cryptpad.org,"XWiki SAS (CryptPad) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
technology-innovation-institute-tii,Technology Innovation Institute (TII),Vendor,EMEA,https://www.tii.ae,"Technology Innovation Institute (TII) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
quranium,Quranium,Vendor,EMEA,https://www.quranium.org,"Quranium — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
enquantum-ltd,Enquantum Ltd.,Vendor,EMEA,https://www.enquantum.com,"Enquantum Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
sa-quti-consortium,SA QuTI Consortium,Vendor,EMEA,https://saquti.org,"SA QuTI Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
africa-quantum-consortium,Africa Quantum Consortium,Vendor,Global,https://africaquantum.org,"Africa Quantum Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
kryotech-software,Kryotech Software,Vendor,,https://vox-messenger.app,"Kryotech Software — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
kryptus-solu-es-em-ti-ltda,Kryptus Soluções em TI Ltda.,Vendor,Americas,https://kryptus.com,"Kryptus Soluções em TI Ltda. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
fenasbac-federation-of-brazilian-banks,FENASBAC (Federation of Brazilian Banks),Vendor,Americas,https://fenasbac.com.br,"FENASBAC (Federation of Brazilian Banks) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
sequre-quantum-sa,Sequre Quantum S.A.,Vendor,Americas,https://sequrequantum.com,"Sequre Quantum S.A. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
government-of-chile,Government of Chile,Vendor,Americas,https://www.gob.cl,"Government of Chile — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
telefonica-sa,Telefonica S.A.,Vendor,EMEA,https://www.telefonica.com,"Telefonica S.A. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
saudi-telecom-company-stc,Saudi Telecom Company (STC),Vendor,EMEA,https://www.stc.com.sa,"Saudi Telecom Company (STC) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
emirates-telecommunications-group-company-e,Emirates Telecommunications Group Company (e&),Vendor,EMEA,https://eand.com,"Emirates Telecommunications Group Company (e&) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
tubitak-bilgem-turkey,TUBITAK BILGEM (Turkey),Vendor,EMEA,https://en.bilgem.tubitak.gov.tr,"TUBITAK BILGEM (Turkey) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
turkcell-iletisim-hizmetleri-as,Turkcell Iletisim Hizmetleri A.S.,Vendor,EMEA,https://www.turkcell.com.tr,"Turkcell Iletisim Hizmetleri A.S. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
hamad-bin-khalifa-university-hbku,Hamad Bin Khalifa University (HBKU),Vendor,EMEA,https://www.hbku.edu.qa,"Hamad Bin Khalifa University (HBKU) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
african-institute-for-mathematical-sciences-aims,African Institute for Mathematical Sciences (AIMS),Vendor,EMEA,https://qla.aimsric.org,"African Institute for Mathematical Sciences (AIMS) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
quantumctek-co-ltd,QuantumCTek Co. Ltd.,Vendor,APAC,https://www.quantumctec.com,"QuantumCTek Co. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
china-telecom-corporation-limited,China Telecom Corporation Limited,Vendor,APAC,https://www.chinatelecom-h.com,"China Telecom Corporation Limited — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
iccs-china-national-standards,ICCS China National Standards,Vendor,APAC,https://www.sac.gov.cn,"ICCS China National Standards — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
toppan-inc,Toppan Inc.,Vendor,APAC,https://www.holdings.toppan.com,"Toppan Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
fujitsu-limited,Fujitsu Limited,Vendor,APAC,https://www.fujitsu.com,"Fujitsu Limited — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
nedo-new-energy-and-industrial-technology-development-organization,NEDO (New Energy and Industrial Technology Development Organization),Vendor,APAC,https://www.nedo.go.jp,"NEDO (New Energy and Industrial Technology Development Organization) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
chelpis-quantum-corp,Chelpis Quantum Corp.,Vendor,APAC,https://www.chelpis.com,"Chelpis Quantum Corp. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
secqai-inc,SECQAI Inc.,Vendor,APAC,https://www.secqai.com,"SECQAI Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
taiwan-qsmc-migration-center,Taiwan QSMC Migration Center,Vendor,APAC,https://www.qsmc.org,"Taiwan QSMC Migration Center — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
nacsa-national-cyber-security-agency-malaysia,"NACSA (National Cyber Security Agency, Malaysia)",Vendor,APAC,https://www.cybersecurity.my,"NACSA (National Cyber Security Agency, Malaysia) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
bssn-bsn-indonesia,BSSN / BSN (Indonesia),Vendor,APAC,https://bssn.go.id,"BSSN / BSN (Indonesia) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
cybernetica-as,Cybernetica AS,Vendor,EMEA,https://cyber.ee,"Cybernetica AS — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cybersecurityhubcz-czech-republic,CyberSecurityHub.cz (Czech Republic),Vendor,EMEA,https://www.cybersecurityhub.cz,"CyberSecurityHub.cz (Czech Republic) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
psnc-poznan-supercomputing-and-networking-center,PSNC (Poznan Supercomputing and Networking Center),Vendor,EMEA,https://www.psnc.pl,"PSNC (Poznan Supercomputing and Networking Center) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
government-of-spain,Government of Spain,Vendor,EMEA,https://www.lamoncloa.gob.es,"Government of Spain — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
imdea-networks-institute,IMDEA Networks Institute,Vendor,EMEA,https://networks.imdea.org,"IMDEA Networks Institute — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
qapp-russia,QApp (Russia),Vendor,EMEA,https://qapp.ru,"QApp (Russia) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
ics-holding-kryptonite-russia,ICS Holding / Kryptonite (Russia),Vendor,EMEA,https://postquantum.com,"ICS Holding / Kryptonite (Russia) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
bradesco-sa-banco-bradesco,Bradesco S.A. (Banco Bradesco),Vendor,Americas,https://banco.bradesco,"Bradesco S.A. (Banco Bradesco) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
asustor-inc,ASUSTOR Inc.,Vendor,APAC,https://www.asustor.com,"ASUSTOR Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
akamai-technologies-inc,"Akamai Technologies, Inc.",Vendor,Americas,https://www.akamai.com,"Akamai Technologies, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
applivery,Applivery,Vendor,EMEA,https://www.applivery.com,"Applivery — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
fraunhofer-institute-for-secure-information-technology-dyber-project,Fraunhofer Institute for Secure Information Technology (Dyber Project),Vendor,EMEA,https://www.sit.fraunhofer.de,"Fraunhofer Institute for Secure Information Technology (Dyber Project) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
etas-gmbh-robert-bosch-subsidiary,ETAS GmbH (Robert Bosch subsidiary),Vendor,EMEA,https://www.etas.com,"ETAS GmbH (Robert Bosch subsidiary) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
fastly-inc,"Fastly, Inc.",Vendor,Americas,https://www.fastly.com,"Fastly, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
forward-networks-inc,"Forward Networks, Inc.",Vendor,Americas,https://www.forwardnetworks.com,"Forward Networks, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
internxt-sl,Internxt SL,Vendor,EMEA,https://internxt.com,"Internxt SL — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
ironcore-labs-inc,"IronCore Labs, Inc.",Vendor,Americas,https://ironcorelabs.com,"IronCore Labs, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
netskope-inc,"Netskope, Inc.",Vendor,Americas,https://www.netskope.com,"Netskope, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
ovh-groupe-sa,OVH Groupe SA,Vendor,EMEA,https://www.ovhcloud.com,"OVH Groupe SA — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
opera-limited,Opera Limited,Vendor,EMEA,https://www.opera.com,"Opera Limited — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
pqsecure-technologies-inc,"PQSecure Technologies, Inc.",Vendor,Americas,https://pqsecurity.com,"PQSecure Technologies, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
postfix-project,Postfix Project,Vendor,Global,https://www.postfix.org,"Postfix Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
prestige-systems,Prestige Systems,Vendor,Global,https://prestigesystems.com,"Prestige Systems — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
qanplatform,QANplatform,Vendor,EMEA,https://qanplatform.com,"QANplatform — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
qnu-labs-pvt-ltd,QNu Labs Pvt. Ltd.,Vendor,APAC,https://www.qnulabs.com,"QNu Labs Pvt. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
quantropi-inc,Quantropi Inc.,Vendor,Americas,https://www.quantropi.com,"Quantropi Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
rambus-inc,Rambus Inc.,Vendor,Americas,https://www.rambus.com,"Rambus Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
session-technology-foundation,Session Technology Foundation,Vendor,Global,https://session.foundation,"Session Technology Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
signquantum,SignQuantum,Vendor,Global,https://signquantum.com,"SignQuantum — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
simplex-chat-ltd,SimpleX Chat Ltd,Vendor,EMEA,https://simplex.chat,"SimpleX Chat Ltd — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
spherity-gmbh,Spherity GmbH,Vendor,EMEA,https://spherity.com,"Spherity GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
tailscale-inc,Tailscale Inc.,Vendor,Americas,https://tailscale.com,"Tailscale Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
trustcloud-inc,"TrustCloud, Inc.",Vendor,Americas,https://www.trustcloud.ai,"TrustCloud, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
versa-networks-inc,"Versa Networks, Inc.",Vendor,Americas,https://versa-networks.com,"Versa Networks, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
winscp-project-martin-prikryl,WinSCP Project (Martin Prikryl),Vendor,EMEA,https://winscp.net,"WinSCP Project (Martin Prikryl) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
zerotier-inc,"ZeroTier, Inc.",Vendor,Americas,https://www.zerotier.com,"ZeroTier, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
backbone-hq,Backbone HQ,Vendor,Global,https://backbone.hq,"Backbone HQ — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
6wind-sa,6WIND SA,Vendor,EMEA,https://www.6wind.com,"6WIND SA — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
advanced-technology-research-council,Advanced Technology Research Council,Vendor,EMEA,https://www.atrc.ae,"Advanced Technology Research Council — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
bytedance-ltd,ByteDance Ltd.,Vendor,APAC,https://www.bytedance.com,"ByteDance Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
inturai,Inturai,Vendor,Global,https://inturai.com,"Inturai — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
landis-gyr-group-ag,Landis+Gyr Group AG,Vendor,EMEA,https://www.landisgyr.com,"Landis+Gyr Group AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mtg-ag,MTG AG,Vendor,EMEA,https://www.mtg.de,"MTG AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mastercard-incorporated,Mastercard Incorporated,Vendor,Americas,https://www.mastercard.com,"Mastercard Incorporated — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mozilla-corporation,Mozilla Corporation,Industry_Workgroup,,https://www.mozilla.org,"Mozilla Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
national-institute-of-information-and-communications-technology,National Institute of Information and Communications Technology,Vendor,APAC,https://www.nict.go.jp,"National Institute of Information and Communications Technology — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
packetlight-networks-ltd,PacketLight Networks Ltd.,Vendor,EMEA,https://www.packetlight.com,"PacketLight Networks Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
post-quantum-ltd,Post-Quantum Ltd,Vendor,EMEA,https://www.post-quantum.com,"Post-Quantum Ltd — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
renesas-electronics-corporation,Renesas Electronics Corporation,Vendor,APAC,https://www.renesas.com,"Renesas Electronics Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
sk-telecom-co-ltd,"SK Telecom Co., Ltd.",Vendor,APAC,https://www.sktelecom.com,"SK Telecom Co., Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
srd-wireless-pte-ltd,SRD Wireless Pte Ltd,Vendor,APAC,https://srdwireless.com,"SRD Wireless Pte Ltd — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
stv-group-as,STV Group a.s.,Vendor,EMEA,https://www.stvgroup.cz,"STV Group a.s. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
toppan-digital-inc,TOPPAN Digital Inc.,Vendor,APAC,https://www.toppan.com,"TOPPAN Digital Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
threema-gmbh,Threema GmbH,Vendor,EMEA,https://threema.ch,"Threema GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
tiktok-pte-ltd,TikTok Pte. Ltd.,Vendor,APAC,https://www.tiktok.com,"TikTok Pte. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
trezor-company-sro,Trezor Company s.r.o.,Vendor,EMEA,https://trezor.io,"Trezor Company s.r.o. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
veridify-security-inc,Veridify Security Inc.,Vendor,Americas,https://www.veridify.com,"Veridify Security Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
adguard,AdGuard,Vendor,EMEA,https://adguard-dns.io,"AdGuard — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
alibaba-cloud,Alibaba Cloud,Vendor,APAC,https://www.alibabacloud.com,"Alibaba Cloud — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
american-binary,American Binary,Vendor,Americas,https://www.americanbinary.com,"American Binary — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
barracuda-networks,Barracuda Networks,Vendor,Americas,https://www.barracuda.com,"Barracuda Networks — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
bitvise,Bitvise,Vendor,Americas,https://www.bitvise.com,"Bitvise — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
brave-software,Brave Software,Vendor,Americas,https://brave.com,"Brave Software — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
broadcom,Broadcom,Vendor,Americas,https://www.broadcom.com,"Broadcom — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
cato-networks,Cato Networks,Vendor,EMEA,https://www.catonetworks.com,"Cato Networks — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
caddy-project,Caddy Project,Vendor,Americas,https://caddyserver.com,"Caddy Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
checkmarx,Checkmarx,Vendor,EMEA,https://checkmarx.com,"Checkmarx — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
cohesity,Cohesity,Vendor,Americas,https://www.cohesity.com,"Cohesity — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
commvault,Commvault,Vendor,Americas,https://www.commvault.com,"Commvault — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
dashlane,Dashlane,Vendor,Americas,https://www.dashlane.com,"Dashlane — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
docker,Docker,Vendor,Americas,https://www.docker.com,"Docker — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
red-hat-dogtag,Red Hat (Dogtag),Vendor,Americas,https://www.dogtagpki.org,"Red Hat (Dogtag) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
druva,Druva,Vendor,Americas,https://www.druva.com,"Druva — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
duckduckgo,DuckDuckGo,Vendor,Americas,https://duckduckgo.com,"DuckDuckGo — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
f5,F5,Vendor,,https://www.f5.com,"F5 — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
fis,FIS,Vendor,Americas,https://www.fisglobal.com,"FIS — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
forcepoint,Forcepoint,Vendor,Americas,https://www.forcepoint.com,"Forcepoint — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
general-dynamics-mission-systems,General Dynamics Mission Systems,Vendor,Americas,https://gdmissionsystems.com,"General Dynamics Mission Systems — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
hhs-ocr,HHS / OCR,Vendor,Americas,https://www.hhs.gov/hipaa,"HHS / OCR — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
hewlett-packard-enterprise,Hewlett Packard Enterprise,Vendor,Americas,https://www.hpe.com,"Hewlett Packard Enterprise — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
hyland,Hyland,Vendor,Americas,https://www.hyland.com,"Hyland — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
ivanti,Ivanti,Vendor,Americas,https://www.ivanti.com,"Ivanti — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
jamf,Jamf,Vendor,Americas,https://www.jamf.com,"Jamf — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
jetbrains,JetBrains,Vendor,EMEA,https://www.jetbrains.com,"JetBrains — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
keeper-security,Keeper Security,Vendor,Americas,https://www.keepersecurity.com,"Keeper Security — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
lattice-semiconductor,Lattice Semiconductor,Vendor,Americas,https://www.latticesemi.com,"Lattice Semiconductor — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
mimecast,Mimecast,Vendor,EMEA,https://www.mimecast.com,"Mimecast — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
minio,MinIO,Vendor,Americas,https://min.io,"MinIO — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
mozilla,Mozilla,Vendor,Americas,https://www.mozilla.org,"Mozilla — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
netapp,NetApp,Vendor,Americas,https://www.netapp.com,"NetApp — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
nord-security,Nord Security,Vendor,EMEA,https://nordvpn.com,"Nord Security — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
nutanix,Nutanix,Vendor,Americas,https://www.nutanix.com,"Nutanix — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
openmls-project,OpenMLS Project,Vendor,,https://openmls.tech,"OpenMLS Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
