software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules
F5 BIG-IP,CSC-033,Network Security Software,Network,Yes (ML-KEM TLS Hybrid),Enterprise TLS termination and load balancing. BIG-IP 17.5+ and BIG-IP Next 20.3+ support hybrid PQC (X25519MLKEM768) for client-side and server-side connections.,Commercial,Commercial,17.5.x,2025,Yes (FIPS 140-2),Critical,Hardware Virtual Edition Cloud,Enterprise Government Finance,https://www.f5.com,,Enterprise application delivery controller. Production support for ML-KEM hybrid key exchange to protect data in transit.,Trusted Vendor,Verified,2026-02-21,"test,migrate",vpn-ssh-pqc
HAProxy,CSC-038,Application Servers,Application,Yes (via OpenSSL/liboqs),High-performance load balancer and reverse proxy. Can be compiled with OpenSSL 3.5+ or liboqs to support ML-KEM hybrid TLS connections (X25519MLKEM768). Critical for offloading PQC from legacy applications via proxy architectures.,Open Source,GPLv2/Commercial,3.1.x,2025,No,Critical,Linux Windows,All industries,https://www.haproxy.org,https://github.com/haproxy/haproxy,Open source load balancer and reverse proxy. PQC available via underlying crypto libraries.,Open Source Foundation,Verified,2026-02-21,"migrate,launch",tls-basics
Okta Integration Network,CSC-015,API Security and JWT Libraries,Application,Planned,Enterprise identity provider using SAML and OIDC. PQC token signing is blocked awaiting IETF JOSE standards for PQC algorithms. TLS transport layer agility via cloud endpoints.,Commercial,Commercial (SaaS),Current,2026,Yes (FedRAMP),Critical,Cloud SaaS,All industries,https://www.okta.com,,Leading enterprise IAM. PQC token signatures awaiting IETF standard finalization.,Trusted Vendor,Verified,2026-02-21,"migrate,launch",api-security-jwt
Kong API Gateway,CSC-015,API Security and JWT Libraries,Application,Planned (Gateway API proposals),Microservice API gateway built on NGINX/OpenSSL. PQC TLS transport achievable via NGINX compiled with OpenSSL 3.5+ (ML-KEM hybrid support). Kong JWT plugin validates tokens using classical ECDSA/RSA. PQC JWT signing blocked pending IETF draft-ietf-jose-pqc-algorithms finalization.,Open Source,Apache-2.0/Commercial,3.9.x,2025-06,No,Critical,Linux Kubernetes Cloud,All industries,https://konghq.com,https://github.com/Kong/kong,API gateway built on NGINX. PQC mTLS available via underlying crypto library updates.,Open Source Foundation,Verified,2026-02-21,"migrate,launch",api-security-jwt
AWS Application Load Balancer (ALB),CSC-028,Cloud Encryption Gateways,Cloud,Yes (Hybrid ML-KEM TLS),Managed load balancing service. AWS rolled out hybrid ML-KEM TLS support to ALB and NLB endpoints enabling enterprises to achieve quantum-safe data-in-transit without modifying application code.,Commercial,Commercial (AWS),Current,2025,Yes (AWS-LC FIPS 140-3),Critical,AWS Cloud,All industries,https://aws.amazon.com/elasticloadbalancing/application-load-balancer,,Managed cloud load balancer providing instant PQC TLS transition for enterprise workflows.,Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",tls-basics
Cloudflare Edge Network,CSC-028,Cloud Encryption Gateways,Cloud,Yes (X25519MLKEM768 enabled by default),Global content delivery and security network. Terminating PQC TLS (ML-KEM) by default for millions of web properties protecting against HNDL attacks. Powered by internal CIRCL and BoringSSL deployments.,Commercial,Commercial,Current,2025,Yes (Edge platform),Critical,Cloud Edge,All industries,https://www.cloudflare.com/,,Edge network pioneer deploying PQC TLS at internet scale. ML-KEM active by default.,Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",tls-basics
Venafi,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (Experimental ML-DSA and SLH-DSA),Venafi TLS Protect and CodeSign Protect support experimental ML-DSA and SLH-DSA algorithms for issuing PQC certificates.,Commercial,Commercial,24.1+,2024,No,Critical,Cloud SaaS,All industries,https://venafi.com,,Platform for machine identity management integrating quantum-safe algorithms.,Trusted Vendor,Verified,2026-02-21,"migrate,launch",pki-workshop;merkle-tree-certs
JFrog Artifactory,CSC-040,CI/CD & Artifact Management,Application,Planned,Universal artifact repository manager. Relies on external KMS and signing tools for artifact signatures. PQC support for artifact verification depends on ecosystem adoption of ML-DSA signatures.,Commercial,Commercial,Current,2026,Yes (FIPS mode),Critical,Cloud On-Premise,All industries,https://jfrog.com/artifactory/,,Artifact manager crucial for software supply chain security. PQC signing verification planned.,Trusted Vendor,Pending Verification,2026-02-21,migrate,code-signing
Sonatype Nexus,CSC-040,CI/CD & Artifact Management,Application,Planned,Software component registry and repository manager. Requires PQC upgrades to underlying Java/OS environment for verifying ML-DSA signed SBOMs and artifacts.,Commercial,Commercial,Current,2026,No,High,Cloud On-Premise,All industries,https://www.sonatype.com/products/nexus-repository,,Component registry. PQC verification depends on broader ecosystem adoption.,Trusted Vendor,Pending Verification,2026-02-21,migrate,code-signing
CyberArk Conjur,CSC-003,Secrets Management,Security Stack,Planned,Secrets management solution. Relies on standard cryptographic algorithms like AES and RSA. PQC integration into core secrets features is planned.,Commercial,Commercial,Current,2026,Yes (FIPS mode),High,Linux Cloud,Enterprise,https://www.cyberark.com/,,Enterprise secrets manager. PQC adoption awaits broader standardization.,Trusted Vendor,Pending Verification,2026-02-21,"migrate,launch,rampup",key-management
Keyfactor Command,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (Hybrid PQC certificates),Full certificate lifecycle automation supporting hybrid PQC certificates (classical + ML-DSA or ML-KEM). Crypto-agility workflows enable bulk re-issuance of certificates with post-quantum algorithms. Integrates with Keyfactor EJBCA for PQC CA issuance.,Commercial,Commercial,24.x,2024,Yes (FIPS 140-2),Critical,Cloud On-premises Windows Linux,Finance Healthcare Government Enterprise,https://www.keyfactor.com/products/command/,,Enterprise CLM platform with native PQC hybrid certificate issuance and crypto-agility workflows for mass migration.,Trusted Vendor,Verified,2026-02-21,"assess,migrate",compliance-strategy;merkle-tree-certs;pki-workshop;pqc-governance;vendor-risk
Venafi TLS Protect,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (Experimental ML-DSA SLH-DSA),"Machine Identity Management platform supporting experimental issuance and lifecycle management of PQC certificates (ML-DSA, SLH-DSA). Enables discovery and inventory of classical certificates for PQC migration planning. TLS Protect Cloud includes quantum-readiness dashboards.",Commercial,Commercial,24.1+,2024,No,Critical,Cloud SaaS Windows Linux,Finance Healthcare Government Enterprise,https://venafi.com/solutions/post-quantum-cryptography/,,Machine identity management with PQC certificate lifecycle support. Provides quantum-readiness discovery and mass migration workflows.,Trusted Vendor,Verified,2026-02-21,"assess,migrate",compliance-strategy;merkle-tree-certs;migration-program;pki-workshop;pqc-business-case;vendor-risk
AppViewX CERT+,CSC-041,Certificate Lifecycle Management,Security Stack,Planned,"Automated certificate lifecycle management platform. PQC certificate issuance planned via integration with DigiCert, Entrust, and Sectigo CAs supporting ML-DSA. Crypto-agility engine targets automated bulk migration from RSA/ECDSA to PQC certificates.",Commercial,Commercial,Current,2025,No,High,Cloud SaaS On-premises,Finance Healthcare Telecom Enterprise,https://www.appviewx.com/post-quantum-readiness/,,Automated CLM with PQC roadmap through CA partner integrations. Targets bulk certificate migration workflows.,Trusted Vendor,Pending Verification,2026-02-21,"assess,migrate",pki-workshop;merkle-tree-certs
Okta Workforce Identity,CSC-042,Identity & Access Management (IAM),Security Stack,Planned,Enterprise IAM and SSO platform. PQC-protected TLS transport in progress via underlying cloud infrastructure. OIDC token signatures (JOSE/JWT) awaiting IETF PQC algorithm standardization (draft-ietf-cose-dilithium). Okta has published quantum-safe roadmap for authentication protocols.,Commercial,Commercial (SaaS),Current,2026,Yes (FedRAMP High),Critical,Cloud SaaS,All industries,https://www.okta.com/resources/whitepaper/okta-and-post-quantum-cryptography/,,Leading enterprise IAM. PQC TLS transport in progress; OIDC/SAML PQC token signatures awaiting IETF JOSE/COSE standard finalization.,Trusted Vendor,Verified,2026-02-21,"migrate,launch",digital-id
Keycloak,CSC-042,Identity & Access Management (IAM),Security Stack,Planned,Open source identity and access management. Community exploring hybrid PQC signature support (RSA + ML-DSA) for SAML assertions and OIDC tokens. Full PQC token signatures dependent on Java ecosystem (Bouncy Castle) and IETF JOSE/COSE standards. PQC TLS possible via JVM configuration.,Open Source,Apache-2.0,26.x,2026,No,Critical,Docker Kubernetes Java Linux,All industries,https://www.keycloak.org/,https://github.com/keycloak/keycloak,Open source IAM standard. PQC token signature support planned via Java/Bouncy Castle ecosystem and IETF JOSE PQC algorithm adoption.,Open Source Foundation,Verified,2026-02-21,"migrate,launch",digital-id;api-security-jwt
Ping Identity PingFederate,CSC-042,Identity & Access Management (IAM),Security Stack,Planned,Enterprise federation and SSO server. Ping Identity (merged with ForgeRock under Thales) has published PQC migration guidance. Hybrid authentication with PQC digital signatures planned for SAML and OIDC flows. TLS quantum safety addressable via JVM crypto providers.,Commercial,Commercial,12.x,2025,Yes (FIPS 140-2),High,Linux Windows Docker,Finance Healthcare Government Telecom,https://www.pingidentity.com/,,Enterprise federation server with PQC roadmap for hybrid authentication signatures across SAML and OIDC protocols.,Trusted Vendor,Pending Verification,2026-02-21,"migrate,launch",digital-id
Thales CipherTrust Data Security Platform,CSC-043,Data Security & Protection,Security Stack,Yes (ML-KEM ML-DSA via Luna HSM),"Unified data security platform combining CipherTrust Manager, transparent encryption (CTE), tokenization, and key management. Integrates with Thales Luna HSMs (firmware 7.9+) supporting ML-KEM and ML-DSA. Provides quantum-safe encryption for structured and unstructured data at rest.",Commercial,Commercial,2.x,2025,Yes (FIPS 140-2 L2 via Luna),Critical,Linux Windows Cloud,Finance Healthcare Government Defense,https://cpl.thalesgroup.com/encryption/ciphertrust-platform,,Comprehensive data security platform with quantum-safe encryption via Luna HSM backends. Covers data-at-rest encryption tokenization and key lifecycle.,Trusted Vendor,Verified,2026-02-21,"launch,rampup",
IBM Security Guardium Data Protection,CSC-043,Data Security & Protection,Security Stack,Planned,Enterprise data activity monitoring and protection platform. IBM has committed to quantum-safe cryptography migration across its security portfolio per NIST PQC standards. Guardium encryption and key management integration with IBM HPCS (Hyper Protect Crypto Services) targets ML-KEM for data-at-rest protection.,Commercial,Commercial,12.x,2025,Yes (FIPS 140-2),High,Linux Windows Cloud,Finance Healthcare Government,https://www.ibm.com/products/guardium-data-protection,,Enterprise data protection and monitoring. PQC via IBM HPCS integration for quantum-safe key management and data-at-rest encryption.,Trusted Vendor,Pending Verification,2026-02-21,"launch,rampup",
Virtru Data Protection,CSC-043,Data Security & Protection,Security Stack,Planned,Zero-trust data protection using Trusted Data Format (TDF) for persistent file and email encryption. Virtru has announced plans to integrate ML-KEM for key encapsulation in TDF envelopes to protect against Harvest Now Decrypt Later attacks on sensitive documents.,Commercial,Commercial,Current,2025,No,High,Cloud Web Windows macOS,Government Defense Healthcare Finance,https://www.virtru.com/data-protection/,,Zero-trust data protection with TDF envelope encryption. PQC ML-KEM planned to counter HNDL attacks on persistent encrypted data.,Trusted Vendor,Pending Verification,2026-02-21,"launch,rampup",
Auth0 (Okta Customer Identity),CSC-044,Customer Identity & Access Management (CIAM),Security Stack,Planned,Customer identity and access management platform. PQC TLS transport available via Okta cloud infrastructure. OIDC token signatures for customer-facing applications awaiting IETF PQC JOSE/COSE standard finalization. Auth0 Actions extensibility enables future hybrid PQC authentication flows.,Commercial,Commercial (SaaS),Current,2026,No,High,Cloud SaaS,Retail Finance Healthcare Technology,https://auth0.com/,https://github.com/auth0,Leading CIAM platform. PQC TLS via Okta infrastructure. OIDC/OAuth PQC token signatures planned post IETF standard finalization.,Trusted Vendor,Pending Verification,2026-02-21,"migrate,launch",digital-id
ForgeRock Identity Cloud,CSC-044,Customer Identity & Access Management (CIAM),Security Stack,Planned,Enterprise CIAM platform (now part of Ping Identity / Thales group). PQC roadmap includes quantum-safe TLS for authentication endpoints and hybrid PQC signatures for OAuth/OIDC tokens. Merger with Ping Identity accelerates access to enterprise PQC cryptography resources.,Commercial,Commercial,Current,2025,Yes (FedRAMP),High,Cloud SaaS,Finance Retail Government Telecom,https://www.pingidentity.com/en/platform/forgerock.html,,Enterprise CIAM with PQC roadmap through Ping Identity / Thales integration. Covers quantum-safe authentication for large-scale customer identity.,Trusted Vendor,Pending Verification,2026-02-21,"migrate,launch",digital-id
Intel TDX (Trust Domain Extensions),CSC-052,Confidential Computing,Hardware,Planned,Intel TDX provides hardware-isolated Trusted Execution Environments (TEEs) at the VM level using architectural extensions on 4th/5th Gen Xeon processors. TDX Trust Domains protect data-in-use from hypervisor and host OS. PQC attestation report signing planned; current remote attestation uses ECDSA P-256 via Intel PCS. Combines with ML-KEM encrypted memory sealing on roadmap.,Proprietary,Commercial (Intel),Xeon 5th Gen (Emerald Rapids),2024,No,High,Linux KVM VMware,Cloud Finance Healthcare Government,https://www.intel.com/content/www/us/en/developer/tools/trust-domain-extensions/overview.html,https://github.com/intel/tdx,Hardware VM-level confidential computing via Intel TEE. PQC attestation signing on roadmap for quantum-safe workload integrity guarantees.,Trusted Vendor,Verified,2026-02-21,"prepare,migrate,launch",
AMD SEV-SNP (Secure Encrypted Virtualization),CSC-052,Confidential Computing,Hardware,Planned,AMD SEV-SNP provides hardware memory encryption per VM with strong integrity guarantees and attestation on EPYC processors. Each VM gets a unique AES-128 memory encryption key. SNP attestation reports currently signed with ECDSA P-384. AMD has indicated PQC attestation signing (ML-DSA) on roadmap for future EPYC generations to counter quantum threats to remote attestation.,Proprietary,Commercial (AMD),EPYC Genoa/Bergamo (4th Gen),2023,No,High,Linux KVM Hyper-V,Cloud Finance Healthcare Government,https://www.amd.com/en/developer/sev.html,https://github.com/AMDESE/AMDSEV,Hardware VM memory encryption with integrity via AMD TEE. PQC attestation signing planned for future EPYC generations to ensure quantum-safe workload trust.,Trusted Vendor,Verified,2026-02-21,"prepare,migrate,launch",
ARM Confidential Compute Architecture (CCA),CSC-052,Confidential Computing,Hardware,Planned,ARM CCA introduces hardware Realms — isolated VMs protected from hypervisor and TrustZone via Realm Management Monitor (RMM). Built on ARMv9-A architecture. Realm attestation token (RAT) currently uses P-384. ARM has published PQC cryptography research and ML-DSA attestation signing is on the security architecture roadmap for future ARM cores.,Proprietary,Commercial (ARM),ARMv9-A (Cortex-A Series),2023,No,High,ARM Linux Android,Mobile Cloud IoT Defense,https://www.arm.com/architecture/security-features/arm-confidential-compute-architecture,https://github.com/ARM-software/cca-rmm-acs,ARM hardware confidential computing via Realms on ARMv9-A. PQC attestation (ML-DSA) planned for future cores ensuring quantum-safe workload isolation.,Trusted Vendor,Verified,2026-02-21,"prepare,migrate,launch",
Google Cloud KMS,CSC-045,Cloud Key Management Service (KMS),Cloud,Yes (ML-KEM GA / ML-DSA Preview),"Industry-leading cloud KMS with production PQC key types. ML-KEM-768, ML-KEM-1024, and X-Wing (hybrid ML-KEM + X25519) available as GA for key encapsulation. ML-DSA-65 and SLH-DSA-SHA2-128S in Preview for signing. Powered by BoringCrypto; Cloud HSM uses Marvell LiquidSecurity FIPS 140-2 L3.",Commercial,Commercial (Google),Current,2025-10,Yes (FIPS 140-2 L1 software / L3 Cloud HSM),Critical,Google Cloud,All industries,https://cloud.google.com/kms/docs/algorithms,,Leading cloud KMS with production-ready PQC key types. Google enables customers to create and use ML-KEM and ML-DSA keys directly for application-level quantum-safe operations.,Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",key-management
AWS KMS,CSC-045,Cloud Key Management Service (KMS),Cloud,Yes (ML-DSA-44/65/87 GA),ML-DSA digital signatures (FIPS 204) GA since June 2025 with ML-DSA-44/65/87 key specs via CreateKey/Sign/Verify APIs in FIPS 140-3 L3 HSMs. ML-KEM hybrid TLS for API transit protection via AWS-LC. PQC key import (BYOK) not supported — ML-DSA keys must be generated in KMS. External Key Store (XKS) symmetric-only — no PQC HYOK. AWS Private CA supports ML-DSA certificate issuance for code signing workflows.,Commercial,Commercial (AWS),Current,2025,Yes (FIPS 140-3 L3),Critical,AWS Cloud,All industries,https://aws.amazon.com/kms/,,Managed cloud KMS with GA ML-DSA signing (FIPS 204) in FIPS 140-3 L3 HSMs. ML-KEM hybrid TLS for transit. No PQC BYOK/HYOK. AWS Private CA enables ML-DSA code signing.,Trusted Vendor,Verified,2026-02-24,"migrate,launch,rampup",key-management
Azure Key Vault,CSC-045,Cloud Key Management Service (KMS),Cloud,Planned,Microsoft cloud key management and secrets service. Underlying SymCrypt library supports ML-KEM and ML-DSA available via Windows CNG but not yet exposed as Azure Key Vault key types for customer operations. Managed HSM uses Marvell LiquidSecurity HSM. Microsoft targets quantum-safe key vault key types by 2029 per CNSA 2.0 compliance roadmap.,Commercial,Commercial (Microsoft),Current,2026,Yes (FIPS 140-2 L1 software / L3 Managed HSM),Critical,Azure Cloud,All industries,https://azure.microsoft.com/en-us/products/key-vault,,Cloud key management with HSM-backed storage. PQC in SymCrypt but not yet exposed as Key Vault key types; scheduled per Microsoft 2029 CNSA 2.0 quantum-safe roadmap.,Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",key-management;pqc-business-case
Thales Luna Cloud HSM (DPoD),CSC-046,Cloud Hardware Security Module (HSM),Cloud,Yes (ML-KEM ML-DSA LMS/HSS via Luna firmware),Luna HSM-as-a-Service via Thales Data Protection on Demand (DPoD). Luna Cloud HSM Services use same firmware as on-premises Luna HSMs — PQC available as firmware v7.9.x rolls out to cloud instances. ML-KEM (FIPS 203) ML-DSA (FIPS 204) and LMS/HSS (SP 800-208) supported. Available across AWS Azure and GCP marketplaces.,Commercial,Commercial,7.x,2026-02,Yes (FIPS 140-2 L3),Critical,AWS Azure GCP On-premises,Finance Healthcare Government Defense,https://cpl.thalesgroup.com/encryption/hardware-security-modules/luna-cloud-hsm,,Cloud HSM-as-a-Service via Thales DPoD with PQC via Luna firmware v7.9.x. ML-KEM ML-DSA and LMS/HSS. FIPS 140-2 L3 validated.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",key-management
AWS CloudHSM,CSC-046,Cloud Hardware Security Module (HSM),Cloud,Planned,Dedicated managed HSM service in AWS. Uses Marvell LiquidSecurity HSM hardware (FIPS 140-2 L3). AWS-LC with ML-KEM/ML-DSA available for application-layer operations but CloudHSM hardware firmware PQC support not yet confirmed. AWS roadmap indicates quantum-safe HSM capabilities aligned with NIST standards.,Commercial,Commercial (AWS),Current,2025,Yes (FIPS 140-2 L3),Critical,AWS Cloud,Finance Healthcare Government,https://aws.amazon.com/cloudhsm/,,AWS dedicated cloud HSM. FIPS 140-2 L3 hardware. PQC firmware support on roadmap aligned with NIST standards.,Trusted Vendor,Pending Verification,2026-02-21,"prepare,migrate,launch",key-management;vendor-risk
Azure Dedicated HSM,CSC-046,Cloud Hardware Security Module (HSM),Cloud,Planned,Microsoft Azure Dedicated HSM powered by Thales Luna 7 hardware (FIPS 140-2 L3). Thales Luna firmware 7.9+ adds ML-KEM and ML-DSA support; Azure Dedicated HSM customers can request firmware updates for PQC capabilities. Microsoft Azure Managed HSM (Marvell LiquidSecurity) adding PQC key types per 2029 roadmap.,Commercial,Commercial (Microsoft),Current,2025,Yes (FIPS 140-2 L3),Critical,Azure Cloud,Finance Healthcare Government Defense,https://azure.microsoft.com/en-us/products/azure-dedicated-hsm,,Azure dedicated HSM (Thales Luna hardware) with PQC via firmware upgrade path. Managed HSM PQC key types on 2029 Microsoft quantum-safe roadmap.,Trusted Vendor,Pending Verification,2026-02-21,"prepare,migrate,launch",key-management
ID Quantique Quantis QRNG,CSC-047,Quantum Random Number Generator (QRNG),Hardware,Yes (Quantum entropy source for PQC),"Hardware QRNG based on photon detection providing certified quantum entropy. Available as PCIe card, USB device, and OEM chip. Generates true random numbers from quantum vacuum fluctuations at speeds up to 1 Gbps. Certified to AIS 31 and FIPS 140-2 standards. Provides quantum-grade entropy for PQC key generation, ML-KEM key pairs, and HSM seeding. ID Quantique acquired by IonQ in 2024.",Commercial,Commercial,Quantis 2.0 (PCIe/USB),2024,Yes (FIPS 140-2 / AIS 31),High,Windows Linux PCIe USB OEM,Finance Government Defense Telecom,https://www.idquantique.com/random-number-generation/products/quantis-random-number-generator/,,Market-leading hardware QRNG. Quantum entropy from photon detection for PQC key seeding HSM integration and high-assurance randomness. Supports FIPS 140-2 entropy source qualification.,Trusted Vendor,Verified,2026-02-21,"prepare,launch",entropy-randomness
Quantinuum Quantum Origin,CSC-047,Quantum Random Number Generator (QRNG),Hardware,Yes (Quantum entropy for PQC keys),Cloud-delivered quantum entropy service using a quantum computer as the entropy source. Generates cryptographic keys with quantum-certified randomness via Quantinuum H-Series trapped-ion quantum computers. Keys seeded with quantum entropy and delivered via API for PQC key generation (ML-KEM keypairs). Integrates with Thales Luna HSM via Quantum Origin Platform. Available on Azure Marketplace.,Commercial,Commercial (SaaS),Current,2025,No,High,Cloud API Azure AWS,Finance Government Defense Technology,https://www.quantinuum.com/cybersecurity/quantumorigin,,Quantum computer-sourced entropy service for PQC key generation. Integrates with HSMs and KMS for quantum-grade randomness seeding ML-KEM and classical key pairs.,Trusted Vendor,Verified,2026-02-21,"prepare,launch",entropy-randomness
QuintessenceLabs qStream,CSC-047,Quantum Random Number Generator (QRNG),Hardware,Yes (Quantum entropy source),High-speed hardware QRNG generating quantum entropy via quantum optical noise at up to 1 Gbps. Available as PCIe and network-attached appliance. Integrates with QuintessenceLabs qCrypt key and policy management. Provides NIST SP 800-90B compliant entropy source suitable for PQC key generation and HSM seeding. Used in Australian government and financial sector deployments.,Commercial,Commercial,qStream 200,2024,Yes (NIST SP 800-90B),High,Linux PCIe Network Appliance,Finance Government Defense Energy,https://www.quintessencelabs.com/products/qstream/,,High-speed hardware QRNG with quantum optical entropy. NIST SP 800-90B compliant. Used in government and finance for PQC key generation and HSM entropy seeding.,Trusted Vendor,Verified,2026-02-21,"prepare,launch",entropy-randomness
ID Quantique Cerberis XGR QKD,CSC-030,Quantum Key Distribution Software,Hardware,Yes (QKD + PQC hybrid),"Commercial QKD system for metropolitan and campus networks. Supports DV-QKD (Discrete Variable) using the COW (Coherent One-Way) and BB84 protocols. Integrates with ETSI QKD API standards for network interoperability. Supports hybrid QKD+PQC key generation for defense-in-depth quantum-safe key exchange. Deployed in Swiss banking (PostFinance), government networks, and data centers.",Commercial,Commercial,Cerberis XGR,2024,No,High,Optical Fiber (SMF) Network Appliance,Finance Government Defense Telecom,https://www.idquantique.com/quantum-safe-security/products/cerberis-qkd-system/,,Leading commercial QKD system with CV and DV modes. ETSI API compliant for network integration. Deployed in banking and government with hybrid QKD+PQC capability.,Trusted Vendor,Verified,2026-02-21,"launch,rampup",qkd
Toshiba QKD System,CSC-030,Quantum Key Distribution Software,Hardware,Yes (QKD + PQC hybrid),Toshiba QKD system using differential phase shift (DPS) protocol achieving world-record key rates. Supports high-speed QKD over standard SMF up to 600 km via Twin Field QKD protocol (no trusted relay nodes required). Deployed in Tokyo QKD network and UK National Quantum Network. Toshiba Europe chairs ETSI ISG QKD standards committee. Integrates with PQC for hybrid quantum-safe key distribution in enterprise and government networks.,Commercial,Commercial,Multiplexed QKD v2,2025,No,High,Optical Fiber Network Appliance,Government Defense Finance Telecom,https://www.global.toshiba/ww/products-solutions/security-ict/qkd.html,,High-speed QKD with world-record key rates. ETSI standards leader. Deployed in Tokyo and UK national quantum networks with PQC hybrid capability.,Trusted Vendor,Verified,2026-02-21,"launch,rampup",qkd
Quantum Bridge Subsea QKD,CSC-030,Quantum Key Distribution Software,Hardware,Yes (QKD + PQC hybrid),QKD-as-a-service platform targeting subsea and long-distance fiber deployments. Uses Trusted Node architecture to extend QKD beyond single fiber spans. Provides quantum-safe key exchange integrated with PQC (ML-KEM) in hybrid mode for government and critical infrastructure. Focused on satellite-ground and metro QKD networks. Participation in European Quantum Internet Alliance (QIA) projects.,Commercial,Commercial,Current,2025,No,Medium,Optical Fiber Satellite Ground Station,Government Defense Telecom Energy,https://www.quantum-bridge.com/,,QKD-as-a-service for long-distance and subsea networks. Hybrid QKD+PQC deployment model. Targeting government and critical infrastructure with trusted node architecture.,Trusted Vendor,Pending Verification,2026-02-21,"launch,rampup",qkd
Thales High Speed Encryptor (HSE),CSC-048,Network Encryptors,Network,Yes (ML-KEM ML-DSA SLH-DSA FN-DSA),Crypto-agile high-speed network encryptors supporting all four NIST PQC standards: ML-KEM (FIPS 203) ML-DSA (FIPS 204) SLH-DSA (FIPS 205) and FN-DSA (Falcon) via field-upgradeable firmware. Also supports XMSS and FrodoKEM. ETSI QKD interface for hybrid QKD+PQC deployments. FPGA-based crypto-agile design enables in-field firmware upgrades without hardware replacement. Covers RAN/O-RAN to edge datacenter and core networks including 5G environments. FIPS 140-2 Level 3 and Common Criteria EAL 4+ certified.,Commercial,Commercial,HSE Firmware PQC Release (Mar 2025),2025-03,Yes (FIPS 140-2 L3 / CC EAL4+),Critical,Ethernet 1G 10G 40G 100G Fiber,Finance Government Defense Telecom,https://cpl.thalesgroup.com/encryption/network-encryption,,Enterprise-grade crypto-agile network encryptors with production ML-KEM/ML-DSA/SLH-DSA/FN-DSA support. FPGA-based field-upgradeable. ETSI QKD interface. Used in NATO and government critical infrastructure.,Trusted Vendor,Verified,2026-02-24,"test,migrate,launch",vpn-ssh-pqc;qkd
Senetas CN7000 Series,CSC-048,Network Encryptors,Network,Yes (All NIST PQC algorithms),"FPGA-based crypto-agile network encryptors supporting all NIST-selected PQC algorithms post August 2024 standardization. First-to-market with Quantum Resistant Encryption (QRE) supporting hybrid classical+PQC key exchange. Field-updateable without hardware replacement. Certified under Malaysia PKTN scheme (Confidential classification, September 2025). Supports both QKD and PQC hybrid deployments for critical infrastructure.",Commercial,Commercial,CN7000 Series (2025),2025-09,Yes (PKTN Confidential / Common Criteria),Critical,Ethernet 1G 10G 40G 100G Fiber,Government Defense Finance Critical Infrastructure,https://www.senetas.com/solutions/network-encryption-devices/cn7000-series/,,First-to-market FPGA-based quantum-resistant network encryptors. Hybrid QKD+PQC support. PKTN certified for classified government use. Subsidiary of Thales.,Trusted Vendor,Verified,2026-02-21,"test,migrate,launch",vpn-ssh-pqc;qkd
Adva Network Security FSP 3000 S-Flex,CSC-048,Network Encryptors,Network,Yes (Hybrid PQC + Classical),World-first BSI-approved 400G quantum-safe Layer 1 network encryptor (September 2025). Uses AES-256 with hybrid crypto-agile key exchange combining PQC and classical Diffie-Hellman. ConnectGuard™ technology provides ultra-low-latency encryption. Protects against Harvest-Now-Decrypt-Later attacks. German Federal Office for Information Security (BSI) certified — most rigorous European network encryption approval.,Commercial,Commercial,FSP 3000 S-Flex 400G,2025-09,Yes (BSI approved),Critical,400G Optical DWDM Fiber,Telecom Government Finance Critical Infrastructure,https://www.advasecurity.com/en/newsroom/press-releases/20250925-adva-network-security-scores-world-first-with-bsi-approved-400g-encryption-solution,,World-first BSI-approved 400G quantum-safe Layer 1 encryptor. ConnectGuard hybrid PQC+classical AES-256 for optical transport. Protects against HNDL attacks.,Trusted Vendor,Verified,2026-02-21,"test,migrate,launch",vpn-ssh-pqc
Ciena WaveLogic 6 Extreme,CSC-048,Network Encryptors,Network,Yes (PQC + QKD hybrid),Industry-leading 1.6 Tbps quantum-safe optical transport encryption. WaveLogic 6 Extreme integrates NIST PQC algorithms with AES-256-GCM in hybrid mode and supports QKD vendor interoperability for defense-in-depth quantum security. Protects long-distance DWDM optical networks at Layer 1. Existing WaveLogic 5e 800G deployments upgradeable via software.,Commercial,Commercial,WaveLogic 6 Extreme (2026),2026-01,No,High,1.6T 800G Optical DWDM,Telecom Government Finance Cloud Providers,https://www.ciena.com/insights/blog/2026/1.6t-quantum-safe-encryption-protecting-critical-data-at-scale,,1.6 Tbps quantum-safe optical transport with hybrid PQC+QKD. Industry-leading throughput for DWDM backbone networks. Software-upgradeable from 800G deployments.,Trusted Vendor,Verified,2026-02-21,"test,migrate,launch",vpn-ssh-pqc;qkd
