patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
20200204339,PORTABLE ELECTRONIC DEVICE AND IC MODULE,FUKUOKA; Hiroki,"Kabushiki Kaisha Toshiba,Toshiba Infrastructure Systems & Solutions Corporation",2020-03-05,2020-06-25,H04L9/088;H04L9/006;H04L9/14;G06F21/62,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200204363,QUANTUM-RESISTANT CRYPTOPROCESSING,,Sharif University of Technology,2020-03-03,2020-06-25,H04L9/002;H04L9/0852;H04L9/3026;H04L9/0844;G06F9/30134,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Title implies PQC relevance, but CPC codes suggest general crypto processing without explicit NIST standard references."
10693625,"Security processor, application processor including the same, and operating method of security processor",Kang; Ji-Su et al.,"Samsung Electronics Co., Ltd.",2017-04-12,2020-06-23,H04L9/006;H04L9/002;H04L9/003;H04L9/0662;G06F21/556;G06F21/55,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10694369,"Profile management method, embedded UICC, and device provided with the embedded UICC",Park; Jaemin,"SAMSUNG ELECTRONICS CO., LTD.",2019-05-14,2020-06-23,H04W12/04;H04W4/70;H04L67/306;H04W8/205;H04W12/42;H04L67/303;H04W12/35;H04W12/06;H04W4/50;H04W8/20;H04L9/006;H04W12/086;H04W8/183;H04L67/30,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
20200195630,SINGLE SIGN-ON USING SMART CREDENTIAL,MALLINSON; MICHAEL et al.,"Entrust, Inc.",2019-12-06,2020-06-18,H04L9/3234;H04L63/0823;H04L9/3271;H04L63/0869;H04L63/0815;H04L9/0897;H04W12/069;H04L63/0853;H04L9/006;H04L9/3263;H04W12/068;H04L9/3226;H04L9/3247,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10686590,Methods and systems for crowdsourcing an outcome to an issue,Santilli; Joseph et al.,"Santilli; Joseph,Casha; Benjamin",2017-12-26,2020-06-16,G06F16/23;H04L67/306;H04L9/3226;H04L9/3239;H04L67/10;H04L9/0825;H04L9/3247;H04L9/006;H04L9/0643,"A blockchain-based voting system assigns hashed identifiers and public keys to users, digitally signs votes, and immutably stores records on a distributed ledger to ensure verifiable and auditable election outcomes.","The invention provides a method for crowdsourcing election outcomes by generating immutable blockchain records containing a user's hashed identifier, public key, and voting data. It further enables users to revise votes prior to an election closing date by generating new signed records that replace or update the previous vote on the distributed ledger.",classical_only,none,none,none,PKI,SHA-256; ECDSA,,none,generation; distribution; storage,mobile; IoT,knowledge; possession,,replay; insider,OS,signature; hash; commitment,blockchain; government,method for crowdsourcing an outcome to an issue; method for assigning hashed identifiers and signing voting data; system comprising a voting server and blockchain nodes,,PII; transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for crowdsourcing an outcome to an issue""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""record comprising prior record hashed identifier""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""record comprising actor identifier""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""record comprising target identifier""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""record comprising stamp""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""assigning private signing key and signing voting data""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""record comprising data format indication""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""generating hashed identifier from user data""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""receiving election request and assigning election hashed identifier""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""receiving revision to election request""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""publishing election when open""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""determining outcome based on plurality of voting data""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""publishing outcome to accounts""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""new record comprising actor, target, and action identifiers""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""broadcasting new record""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""record comprising plurality of data fields""}, {""claim"": 17, ""depends_on"": [1], ""subject"": ""election comprising issue and responses""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""publishing messages in support or opposition""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""vote indicating support or opposition""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""determining outcome based on plurality of votes""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""publishing outcome to officer account""}, {""claim"": 22, ""depends_on"": [21], ""subject"": ""receiving indication from officer account""}, {""claim"": 23, ""depends_on"": [22], ""subject"": ""publishing indication to accounts""}, {""claim"": 24, ""depends_on"": [1], ""subject"": ""publishing political election""}, {""claim"": 25, ""depends_on"": [1], ""subject"": ""publishing officer schedule""}, {""claim"": 26, ""depends_on"": [], ""subject"": ""method for assigning hashed identifier and signing voting data""}, {""claim"": 27, ""depends_on"": [26], ""subject"": ""generating record with prior record hashed identifier""}, {""claim"": 28, ""depends_on"": [27], ""subject"": ""record comprising actor identifier""}, {""claim"": 29, ""depends_on"": [28], ""subject"": ""record comprising target identifier""}, {""claim"": 30, ""depends_on"": [27], ""subject"": ""record comprising stamp""}, {""claim"": 31, ""depends_on"": [26], ""subject"": ""generating hashed identifier from user data""}, {""claim"": 32, ""depends_on"": [26], ""subject"": ""receiving election request and assigning election hashed identifier""}, {""claim"": 33, ""depends_on"": [32], ""subject"": ""publishing election request""}, {""claim"": 34, ""depends_on"": [33], ""subject"": ""receiving modification requests""}, {""claim"": 35, ""depends_on"": [34], ""subject"": ""publishing election based on requests""}, {""claim"": 36, ""depends_on"": [26], ""subject"": ""revised voting data replacing vote""}, {""claim"": 37, ""depends_on"": [36], ""subject"": ""generating revised record""}, {""claim"": 38, ""depends_on"": [27], ""subject"": ""attempt to change signed voting data invalidates subsequent records""}, {""claim"": 39, ""depends_on"": [], ""subject"": ""system comprising voting server and blockchain nodes""}]",[],,
10685106,Protecting cognitive code and client data in a public cloud via deployment of data and executables into a stateless secure partition,Boivie; Richard H. et al.,International Business Machines Corporation,2018-03-10,2020-06-16,H04L9/006;G06F21/12;G06F21/78;H04L63/10;G06F9/544;G06F21/53;H04L9/3213;H04L9/30;G06F9/45558;H04L9/3234;H04L67/10,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
10686827,Intermediate encryption for exposed content,Schutz; Harald et al.,Sophos Limited,2016-04-14,2020-06-16,H04L63/1441;G06F21/6218;H04L9/083;H04L9/0891;H04L9/3213;H04L9/30;G06F21/554;H04L9/14;H04L9/006;H04L9/0894;H04L63/06,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200186337,SECURE CIRCUIT FOR ENCRYPTION KEY GENERATION,Benson; Wade et al.,Apple Inc.,2019-12-30,2020-06-11,H04L63/0861;H04L63/062;H04L9/3231;H04L9/0877;H04L9/3263;H04L9/0861;G06F21/74;H04L9/3234;G06F21/72;H04L9/14;H04L9/3268;H04L63/0823;H04L9/3249;H04L9/3247;G06F21/32;H04L9/3239;H04L63/0428;H04L9/006;G06F21/78,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200186345,METHOD AND SYSTEM FOR CHEON RESISTANT STATIC DIFFIE-HELLMAN SECURITY,BROWN; Daniel Richard L.,Certicom Corp.,2018-10-19,2020-06-11,H04L9/0861;G06F7/725;H04L9/3066;H04L9/0841;H04L9/002;H04L9/006,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10680820,Method of creating and recovering digital wallet,Zhuang; Jay et al.,COOLBITX LTD.,2018-03-09,2020-06-09,H04L9/0819;G06Q20/4014;H04L9/0869;G06Q20/3672;G06Q20/36;H04L9/006;H04L9/32;H04L9/0894,"A method for creating and recovering a digital wallet using a closed storage device with a security element and a connected device, where a recovery mnemonic is displayed on the storage device for manual backup to prevent unauthorized access.","The invention provides a method where a recovery mnemonic is generated by a security element and displayed directly on a closed storage device's information conveying unit, requiring the user to manually record it before the connected device can access the digital wallet. This ensures that even if the connected device is compromised, the wallet cannot be recovered without physical access to the storage device and the manually recorded mnemonic.",unclear,none,none,none,,,,none,generation; derivation; storage,smart-card; mobile; IoT,knowledge; possession; inherence/biometric,,HNDL,,,blockchain; banking,method of creating and recovering digital wallet via closed storage device; method of creating and recovering digital wallet via first and second connected devices,,financial; transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of creating and recovering digital wallet via closed storage device and connected device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""information conveying unit showing mnemonic via sensory perception""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""user inputting instruction to verify backup completion""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""recovering request input on connected device when storage device lost""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""connected device generating private key and transmitting with encoded seed key""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""method of creating and recovering digital wallet via first and second connected devices""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""information conveying unit showing mnemonic via sensory perception""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""user inputting instruction to verify backup completion""}, {""claim"": 9, ""depends_on"": [6], ""subject"": ""recovering request input on second connected device when first device or storage lost""}, {""claim"": 10, ""depends_on"": [6], ""subject"": ""second connected device generating private key and transmitting with encoded seed key""}]",[],,
10673612,Method of searchable public-key encryption and system and server using the same,Jin; Hai et al.,Huazhong University of Science and Technology,2018-10-24,2020-06-02,H04L9/0618;H04L9/3073;G06F16/3331;H04L9/3006;G06F21/6227;H04L9/0643;H04L9/006;H04L9/083,A searchable public-key encryption method using bilinear pairings for initial keyword encryption and a lightweight implication chain for subsequent encryptions to optimize server-side search efficiency.,"The invention employs a dual-algorithm approach where the first encryption of a keyword uses a computationally expensive pairing operation, while subsequent encryptions of the same keyword use a lightweight algorithm linked via an implication relation. This structure allows the server to perform a single pairing operation during search to locate the initial ciphertext and then traverse the chain to find all related ciphertexts without further pairing calculations.",classical_only,none,none,none,,bilinear_pairing; cryptographic_hash,,none,generation; distribution; storage,IoT; server,,,untrusted_server,deterministic-PRNG,hash; KEM,cloud; IoT; healthcare; agriculture; national_defense,method of searchable public-key encryption; searchable public-key encryption system; server,latency; computational_load,keyword; searchable_ciphertext,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of searchable public-key encryption""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""second encryption algorithm without pairing""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""public parameter and private key definitions""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""initialization of searchable ciphertext structure""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""search trapdoor generation""}, {""claim"": 6, ""depends_on"": [2], ""subject"": ""server search algorithm steps""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""public parameter and private key definitions""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""initialization of searchable ciphertext structure""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""search trapdoor generation""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""server search algorithm steps""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""searchable public-key encryption system""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""second encryption algorithm without pairing""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""server configuration""}]",[],,
10673617,"Methods, system and point-to-point encryption device microchip for AES-sea 512-bit key using identity access management utilizing blockchain ecosystem to improve cybersecurity",Antoniou; George et al.,"Antoniou; George,Carabeo; Oresteban,Espinosa; Roberto Hernandez",2019-04-23,2020-06-02,G06F13/4282;H04L9/0662;H04L9/3263;H04L9/0897;H04L9/3221;H04L9/3239;H04L9/0637;H04L9/3297;H04L9/0631;G06F13/4221;H04L9/0825;H04L9/3247;H04L9/006,A microcontroller-based system combines dual AES-SEA encryption with blockchain identity access management to secure IoT device authentication and point-to-point communication.,The invention utilizes two distinct 64-bit microcontrollers (MC A and MC B) to generate a combined 512-bit AES-SEA symmetric key via circular socket communication channels. This key generation process integrates with a blockchain ecosystem for real-time identity validation and authentication of IoT devices.,classical_only,none,none,none,TLS; SSL; HTTPS; I2C; UART; PKI; P2PE,AES; SHA-256,,none,generation; exchange; distribution; rotation,microcontroller; IoT; flash memory; socket interface,possession; knowledge,,MITM; replay; spoofing; data_manipulation; single_point_of_failure,deterministic-PRNG,symmetric-cipher; hash; ZK,IoT; blockchain; healthcare,method for establishing multi socket encryption protocol,key-size,transactions; IoT digital identity; session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for establishing multi socket encryption protocol""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""providing TLS socket to MC and P2PE IoT device""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""using second socket TLS layer connected to MC B""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""hardware of MC A and MC B not substantially similar""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""cipher 2 defining 512-bit key and HEFs""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""socket port comprising UART""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""Internet connection between AES-SEA cypher and socket channels""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""third TLS socket and fourth TLS layers to BCE""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""second bus from dApp to IAM and BCE""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""SSL layer related to PKI and AAE""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""second bus from dApp to IAM and BCE""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""I2C interface providing TWI control register""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""IAM providing switch mode and keep mode""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""using transaction hash to verify IoT digital identity""}, {""claim"": 15, ""depends_on"": [7], ""subject"": ""first bus to AAE and second bus from dApp""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""providing zero-knowledge-proof to BCE""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""TLS socket from P2PE IoT device and HTTPS to BCE""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""pseudo-random numbers comprising use of cypher 1 and cypher 2""}]",[],,
10672211,Secure storage systems and methods,Flynn; Daniel et al.,"Binbox, Inc.",2019-06-19,2020-06-02,G07C9/00896;H04L9/16;H04L9/0894;H04L9/50;G06Q20/327;H04L9/0819;G07C9/00817;H04L9/0861;G06Q20/203;G07C9/00309;G06Q20/401;G07C9/00571;G07F7/12;H04L9/0891;G07C9/00912;H04L9/3271;H04L9/006;H04L9/3228;H04W4/70;G06Q20/322;H04W4/35;G16H20/10;H04L9/3234;H04L9/3239;G07C9/00182,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10673611,"Data transmission method, device, and system",Shi; Xiaoli et al.,"HUAWEI TECHNOLOGIES CO., LTD.",2018-08-24,2020-06-02,H04L9/0656;H04W12/06;H04W12/037;H04W12/062;H04L9/006;H04L9/08;H04W76/10;H04W12/04,,,negotiated,none,,,,,,,,,,,,,,,,,,,,,,,
10664602,Determining malware prevention based on retrospective content scan,Grafi; Aviv,Votiro Cybersec Ltd.,2018-03-20,2020-05-26,H04L9/006;G06F21/564;H04L9/3247;H04L9/14;G06F21/577;G06F21/55;G06F21/53;G06F21/316;H04L63/1425;G06F21/10;H04L9/3226;H04L9/30;H04L63/145,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
10666423,Biometric verification of a blockchain database transaction contributor,Benini; David,"AWARE, INC.",2016-09-08,2020-05-26,H04L9/3033;H04L9/006;H04L9/0637;H04L9/3073;H04L9/3231;G06F16/2379,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200160290,Digital Asset Modeling,Peikert; Vincent et al.,"Digital Asset Holdings, LLC",2020-01-27,2020-05-21,G06Q20/382;G06Q20/1235;G06Q20/405;G06Q20/0658,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
10659219,Workflow management via distributed ledgers and smart contracts,Ganeshmani; Jayaraman et al.,"Capital One Services, LLC",2019-08-23,2020-05-19,H04L9/14;H04L9/3297;H04L9/3239;H04L9/0637;H04L9/3242;H04L9/3247;H04L9/006,A blockchain-based workflow management system uses smart contracts and encryption keys to verify task completion and prevent malicious tampering by workflow step performers.,The invention generates a smart contract defining a workflow where completion of steps is validated by blockchain transactions associated with the encryption keys of assigned performers. It further determines task completion by verifying the status of the last step via a transaction linked to the performer's encryption keys.,unclear,none,none,none,TLS; SSL,,,none,storage; distribution,mobile; IoT,possession,,insider; tampering,,signature; hash,blockchain; banking,method for workflow management via distributed ledgers; apparatus for workflow management via distributed ledgers; non-transitory machine-readable medium for workflow management,,transactions; workflow-status,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for workflow management via distributed ledgers""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""smart contract execution by node""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""verification using public key decryption""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""determining next workflow steps""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""timestamp in transaction""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""location indication in transaction""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""determining completion based on all steps""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""apparatus for workflow management via distributed ledgers""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""smart contract execution by node""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""determining completion based on all steps""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""smart contract execution by node""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""verification using public key decryption""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""timestamp in transaction""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""location indication in transaction""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""non-transitory machine-readable medium for workflow management""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""smart contract execution by node""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""determining next workflow steps""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""timestamp and location in transaction""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""determining completion based on all steps""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""verification using public key decryption""}]",[],,
10659218,System and method for detecting anomalies in examinations,Bhattacharya; Kamal K. et al.,International Business Machines Corporation,2017-12-31,2020-05-19,H04L9/006;H04L9/3239;H04L9/0637;G06F21/64;G06F21/6245;H04L9/3297;G06K17/0032,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
20200153611,ELECTRONIC DEVICE FOR PERFORMING CODE-BASED ENCRYPTION SUPPORTING INTEGRITY VERIFICATION OF A MESSAGE AND OPERATING METHOD THEREOF,LIM; Dae Woon et al.,"DONGGUK UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,Industry-Academic Cooperation Foundation, Chosun University",2019-11-05,2020-05-14,H04L9/0825;H04L9/3242;H04L9/0869;H03M13/09;H04L9/3236;H04L9/14;H04L9/304;H03M13/1105;H04L9/0643;H04L9/006;H03M13/1174,An electronic device performs code-based encryption by embedding a message hash into the error vector to enable integrity verification of the decrypted message at the receiver.,,pqc_only,none,none,none,,,Classic McEliece,none,generation; storage,mobile,,,replay; cryptanalysis,deterministic-PRNG,KEM; hash; commitment,telecom,electronic device for performing code-based encryption; operating method of an electronic device; non-transitory computer readable recording medium,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""electronic device for performing code-based encryption""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""encryption message generation via XOR""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""decoding and integrity verification process""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""decoding via inverse permutation and syndrome decoding""}, {""claim"": 5, ""depends_on"": [3], ""subject"": ""restoring original message""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""operating method of an electronic device""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""encryption message generation via XOR""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""decoding and integrity verification process""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""decoding via inverse permutation and syndrome decoding""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""restoring original message""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""non-transitory computer readable recording medium""}]","[{""algorithm"": ""Classic McEliece"", ""status"": ""classical""}]",,
20200153630,METHOD AND SYSTEM FOR QUANTUM-RESISTANT HASHING SCHEME,,MASTERCARD INTERNATIONAL INCORPORATED,2018-11-09,2020-05-14,H04L9/50;H04L9/3236;H04L9/0637;H04L9/3239;H04L9/3218;H04L9/3297,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Focuses on quantum-resistant hashing, likely SLH-DSA/SPHINCS+, a core NIST PQC standard for signatures."
10652734,Security system for handheld wireless devices using time-variable encryption keys,"Leedom, Jr.; Charles M.","MLR, LLC",2016-12-21,2020-05-12,H04L9/006;H04L9/3263;H04L9/0869;H04L63/068;H04W12/0431;H04W12/33;H04W12/04;H04W12/06;G10L15/22;H04L63/0442;G10L15/18,A portable wireless system uses a body-mounted key generator to broadcast time-variable secret keys to a handheld device for secure PKI-based communication with a remote certification authority.,"The invention separates the key generation component, which is mounted on the user's body, from the handheld wireless communication device. The body-mounted component wirelessly broadcasts time-variable secret keys to the handheld device only when in immediate proximity, enabling secure encrypted communication via a remote certification authority.",classical_only,none,none,none,PKI,,,none,generation; distribution; rotation,mobile; IoT,possession; location,,replay; insider,deterministic-PRNG,KEM; signature,telecom; PKI,portable wireless personal communication system; portable wireless personal communication system,,PII; transactions,,US6189098; US5450491; US5153842; US6853988; US5960085; US8732459; US8341397,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""portable wireless personal communication system with body-mounted key generator""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""predetermined sequence of paired secret and public keys""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""authenticating key identifying the individual""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""pseudo random number generator for creating authenticating key""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""body mount for semi-permanent mounting""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""mounting in wrist watch, ring, necklace, or bracelet""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""integrated circuit mounted subcutaneously""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""handheld wireless component is a cellular telephone""}, {""claim"": 9, ""depends_on"": [2], ""subject"": ""PKI encryption allowing sender to create cipher text""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""processor adapted to generate time variable key""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""portable wireless personal communication system with encrypted key broadcast""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""transponder circuit activated by wireless signal""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""changing key upon transponder activation""}, {""claim"": 14, ""depends_on"": [10], ""subject"": ""pseudo random number generator coordinated with certification authority""}]",[],,
10651687,Detuning for a resonant wireless power transfer system including cryptography,Chandrakasan; Anantha P. et al.,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2018-02-08,2020-05-12,H02J50/80;H04L9/006;H04L9/3271;H02J50/90;H04L9/0662;H02J50/12,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10652031,Using PKI for security and authentication of control devices and their data,Kravitz; David W. et al.,"T-CENTRAL, INC.",2018-12-28,2020-05-12,H04L9/0819;H04L63/10;H04L9/006;H04W12/08;H04W12/06;H04L9/3255;H04L63/0876;H04L63/0823;H04L63/102;H04L9/3268;H04L9/3236,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
20200143066,Optimizations for Privacy-Preserving Distance Metric Computation,Klontz; Joshua C.,Rank One Computing Corporation,2019-11-01,2020-05-07,H04L9/0656;H04L9/008;G06F21/602;H04L9/006;H04L9/3231;G06F21/606;G06F17/16,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
20200143076,METHOD FOR A SECURE STORAGE OF DATA RECORDS,Oberhofer; Martin et al.,International Business Machines Corporation,2019-09-25,2020-05-07,H04L9/3239;H04L9/008;G06F21/6245;H04L9/0643;G06F21/602;H04L9/006;G06F21/6227;H04L9/0894,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200145194,BLOCKCHAIN INFRASTRUCTURE SOLUTIONS,Stollery; Michael Alan,Stollery; Michael Alan,2019-05-10,2020-05-07,G06Q20/36;H04L63/0442;G06Q20/3829;H04L9/0894;G06Q20/065;H04L9/006;G06Q20/0658;H04L61/4511;H04L9/3239;G06Q20/3678;H04L9/0637,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
10644875,Pre-authorization of public key infrastructure,Kravitz; David William,INTERNATIONAL BUSINESS MACHINES CORPORATION,2016-04-28,2020-05-05,H04L9/006;H04L63/061;H04L9/0825,A method for pre-authorizing PKI communication between entities via a remote licensing administrator that verifies credentials and establishes a shared secret to prevent misuse of cryptographic keys.,"The invention introduces a pre-authorization step where a remote licensing administrator verifies the credentials of both a first entity (e.g., drive) and a second entity (e.g., host) before allowing encrypted communication. It utilizes a pairing seed generated by the first entity, transmitted via the second entity as a proxy, to derive a host-specific pairing key and proof of pre-authorization.",classical_only,none,none,none,PKI; X.509; AACS,AES; SHA-256; CMAC,,none,generation; derivation; exchange; distribution; storage,IoT; mobile,possession,X.509,MITM; replay; insider,OS,symmetric-cipher; MAC; hash; KDF; signature,PKI; DRM; media,method for pre-authorizing public key infrastructure communication; apparatus for pre-authorizing public key infrastructure communication; computer program product for pre-authorizing public key infrastructure communication,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for pre-authorizing public key infrastructure communication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""first entity is a physical drive, optical drive, or storage device""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""second entity is an information handling device""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""second entity is undetectable to the first entity when acting as a proxy""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""pairing seed is not accessible to the second entity""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""proof of pre-authorization derived based on shared secret value""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""transmitting and receiving utilize public-key cryptography""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""first entity is optical drive and second entity is optical drive player""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""apparatus for pre-authorizing public key infrastructure communication""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""computer program product for pre-authorizing public key infrastructure communication""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""first entity is a physical drive, optical drive, or storage device""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""second entity is an information handling device""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""second entity is undetectable to the first entity when acting as a proxy""}, {""claim"": 14, ""depends_on"": [10], ""subject"": ""pairing seed is not accessible to the second entity""}, {""claim"": 15, ""depends_on"": [10], ""subject"": ""proof of pre-authorization derived based on shared secret value""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""transmitting and receiving utilize public-key cryptography""}]",[],,
