reference_id,document_title,download_url,initial_publication_date,last_update_date,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url
EJBCA-Understanding-CPM,Understanding Cryptographic Posture Management and Asset Visibility,https://www.ejbca.org/resources/keymaster-understanding-cryptographic-posture-management-and-asset-visibility/,2024-10-01,2025-06-15,Published,"EJBCA/Keyfactor primer framing CPM as continuous visibility + automated policy enforcement across certs, keys, and libraries.",Vendor Guidance,All,Keyfactor / EJBCA,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/EJBCA-Understanding-CPM.html,crypto-mgmt-modernization,,keyfactor,no,Keyfactor,
EJBCA-Beyond-CBOM,Looking Beyond the CBOM: Building Stronger Cryptographic Posture,https://www.ejbca.org/resources/keymaster-looking-beyond-the-cbom-building-stronger-cryptographic-posture/,2025-02-20,2025-02-20,Published,"Argues a CBOM is necessary but insufficient; posture management adds lifecycle, policy, observability, and assurance layers.",Vendor Guidance,All,Keyfactor / EJBCA,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/EJBCA-Beyond-CBOM.html,crypto-mgmt-modernization,,keyfactor,no,Keyfactor,
IBM-CBOM-Harishankar,Cryptographic Bill of Materials (CBOM),https://research.ibm.com/blog/cryptographic-bill-of-materials,2023-06-01,2024-09-01,Published,IBM Research introduction to CBOM as the data artifact underpinning quantum-safe enterprise transformation.,Research Brief,All,Ray Harishankar et al. (IBM),,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/IBM-CBOM-Harishankar.html,crypto-mgmt-modernization,Companion to IBM Quantum Safe Explorer.,ibm-research,no,IBM,
Keyfactor-Introducing-CBOM,Introducing the Cryptographic Bill of Materials (CBOM),https://www.keyfactor.com/blog/introducing-the-cryptographic-bill-of-materials-cbom-a-foundation-for-modern-cryptographic-management/,2024-03-15,2024-03-15,Published,Keyfactor framing of CBOM as a foundation for modern cryptographic management.,Vendor Guidance,All,Keyfactor,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/Keyfactor-Introducing-CBOM.html,crypto-mgmt-modernization,,keyfactor,no,Keyfactor,
Deloitte-TechTrends-2025-Quantum,Tech Trends 2025: The new math of quantum cryptography,https://www.deloitte.com/us/en/insights/topics/technology-management/tech-trends/2025/tech-trends-quantum-computing-and-cybersecurity.html,2024-12-10,2024-12-10,Published,Deloitte analyst brief arguing CPM investment is defensible on operational and regulatory grounds independent of quantum-arrival timing.,Analyst Report,All,Deloitte Insights,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/Deloitte-TechTrends-2025-Quantum.html,crypto-mgmt-modernization,,deloitte,no,Deloitte,
IBM-IBV-Secure-PostQuantum-2025,Secure the post-quantum future (IBM IBV 2025),https://www.ibm.com/thought-leadership/institute-business-value/en-us/report/2025-quantum-safe-readiness,2025-01-20,2025-01-20,Published,IBM Institute for Business Value report on enterprise quantum-safe readiness; organizational maturity model and investment sequencing.,Analyst Report,All,Ray Harishankar et al. (IBM IBV),,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/IBM-IBV-Secure-PostQuantum-2025.html,crypto-mgmt-modernization,,ibm-ibv,no,IBM,
Sectigo-State-Crypto-Agility-2025,2025 State of Crypto Agility Report: Preparing for Post-Quantum,https://www.sectigo.com/blog/2025-state-of-crypto-agility-report-preparing-for-post-quantum,2025-03-10,2025-03-10,Published,Sectigo annual benchmark of crypto-agility and CLM automation maturity across 500+ enterprises.,Industry Survey,All,Sectigo,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/Sectigo-State-Crypto-Agility-2025.html,crypto-mgmt-modernization,,sectigo,no,Sectigo,
Meta-PQC-Migration-2026,"Post-Quantum Cryptography Migration at Meta: Framework, Lessons, and Takeaways",https://engineering.fb.com/2026/04/16/security/post-quantum-cryptography-migration-at-meta-framework-lessons-and-takeaways/,2026-04-16,2026-04-16,Published,"Meta Engineering case study on a large-scale PQC migration with explicit inventory, policy, and rollout framework.",Case Study,All,Meta Engineering,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/Meta-PQC-Migration-2026.html,crypto-mgmt-modernization,,meta-engineering,no,Meta,
InfoSec-Global-Hype-Cycles,Crypto-Agility Hype: InfoSec Global Featured in Three Gartner Hype Cycles,https://www.infosecglobal.com/posts/crypto-agility-hype-infosec-global-featured-in-three-gartner-hype-cycles,2025-07-20,2025-07-20,Published,InfoSec Global positioning of CPM/crypto-agility as Gartner-recognized categories; useful market-landscape reference.,Vendor Commentary,All,InfoSec Global,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/InfoSec-Global-Hype-Cycles.html,crypto-mgmt-modernization,,infosec-global,no,InfoSec Global,
NIST-CMVP-MIP-List,NIST CMVP Modules In Process (MIP) List,https://csrc.nist.gov/projects/cryptographic-module-validation-program/modules-in-process/modules-in-process-list,2023-01-01,2026-04-15,Live,Authoritative list of cryptographic modules currently undergoing FIPS 140-3 validation. Queue backlog often 18–24 months; critical for Assurance-pillar monitoring.,Authoritative Database,All,NIST CMVP,,Global,All FIPS-approved,L1-L4,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/NIST-CMVP-MIP-List.html,crypto-mgmt-modernization,,nist-csrc,yes,NIST,
NIST-CMVP-Validated-Modules,NIST CMVP Validated Modules Search,https://csrc.nist.gov/projects/cryptographic-module-validation-program/validated-modules/search,2001-01-01,2026-04-15,Live,"Authoritative searchable database of FIPS 140-2/140-3 validated modules with cert number, status (active/historical/revoked), sunset date, and platform binding.",Authoritative Database,All,NIST CMVP,,Global,,L1-L4,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/NIST-CMVP-Validated-Modules.html,crypto-mgmt-modernization,,nist-csrc,yes,NIST,
NIST-ACVP,NIST Automated Cryptographic Validation Protocol (ACVP),https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program,2018-06-01,2026-03-01,Live,Algorithm-level validation program (CAVP) underlying CMVP module validation. Each FIPS 203/204/205 revision requires ACVP re-certification.,Authoritative Program,All,NIST CAVP,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/NIST-ACVP.html,crypto-mgmt-modernization,,nist-csrc,yes,NIST,
IETF-RFC-7030-EST,Enrollment over Secure Transport (EST),https://www.rfc-editor.org/rfc/rfc7030,2013-10-01,2013-10-01,Published,"IETF automated cert enrollment protocol, alongside ACME and CMP. Common for internal PKI under the CLM automation umbrella.",Technical Standard,All,IETF,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/IETF-RFC-7030-EST.html,crypto-mgmt-modernization,,ietf,yes,IETF,
IETF-RFC-4210-CMP,Certificate Management Protocol (CMP),https://www.rfc-editor.org/rfc/rfc4210,2005-09-01,2023-12-01,Published,"IETF certificate management protocol, widely used in industrial and telecoms PKI; component of the CLM automation toolkit.",Technical Standard,All,IETF,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/IETF-RFC-4210-CMP.html,crypto-mgmt-modernization,,ietf,yes,IETF,
SecBoulevard-Carielli-CryptoAgility-2025,Forrester (Sandy Carielli) on Cryptoagility: Shared Intel Q&A,https://securityboulevard.com/2025/03/shared-intel-qa-forrester-highlights-why-companies-need-to-strive-for-cryptoagility-today/,2025-03-15,2025-03-15,Published,Forrester Principal Analyst Sandy Carielli on why crypto-agility and posture management investments are justified on operational merit alone.,Analyst Commentary,All,Sandy Carielli (Forrester) / Security Boulevard,,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",Medium,New,Program Guidance,yes,public/library/SecBoulevard-Carielli-CryptoAgility-2025.html,crypto-mgmt-modernization,,forrester,no,Forrester,
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,2025-09-02,2025-09-02,Published Update,September 2025 FIPS 140-3 IG revision adding self-test requirements for ML-KEM/ML-DSA/SLH-DSA. Retroactively affects modules validated under prior IG revisions.,Compliance Guidance,All,NIST CMVP,,Global,ML-KEM; ML-DSA; SLH-DSA,L1-L4,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",High,New,Program Guidance,yes,public/library/NIST-FIPS-140-3-IG-Sep-2025-PQC.pdf,crypto-mgmt-modernization,,nist-csrc,yes,NIST,
eprint-2025-2059,"Compact, Efficient and Non-Separable Hybrid Signatures (Silithium)",https://eprint.iacr.org/2025/2059.pdf,2025-11-01,2025-11-01,Preprint,"Introduces Silithium — a fused hybrid signature combining EC-Schnorr (secp256k1) and ML-DSA-65 via an adapted Fiat-Shamir transform. Achieves Strong Non-Separability (SNS) with smaller signatures than concatenation. Defines Hybrid EU-CMA security notion covering separability, recombination, and cross-protocol attacks.",Research/Report,Software Development; Research; Finance; Government,Julien Devevey; Morgane Guerreau; Maxime Roméas,,Global,Hybrid Signatures; Lattice; Elliptic Curve,L3,Hybrid signing APIs; PKCS#11,@noble/curves; @noble/post-quantum; OpenSSL,Medium,New,Research Papers,yes,public/library/eprint-2025-2059.pdf,hybrid-crypto;stateful-signatures;hybrid-crypto,Silithium; fused Fiat-Shamir; EC-Schnorr; ML-DSA; external-mu; FIPS 204 §5.2; ePrint 2025/2059,iacr-eprint,yes,,
NIST-SP-800-140B,NIST SP 800-140B: CMVP Security Policy Requirements,https://csrc.nist.gov/publications/detail/sp/800-140b/final,2020-11-01,2020-11-01,Published,Specifies minimum documentation requirements for FIPS 140-3 Security Policy documents; part of the NIST SP 800-140 series that defines the CMVP submission and validation framework.,Compliance/Guidance,Government; Finance; Defense; HSM Vendors,NIST CMVP,FIPS-140-3-STANDARD,USA; Global,,L1-L4,FIPS 140-3 validation documentation,HSM vendors; FIPS module developers,Medium,New,NIST Standards,yes,public/library/NIST-SP-800-140B.html,crypto-mgmt-modernization;hsm-pqc;kms-pqc,NIST SP 800-140B,nist-csrc,yes,NIST,
IETF-RFC-8996,RFC 8996: Deprecating TLS 1.0 and 1.1,https://www.rfc-editor.org/rfc/rfc8996,2021-03-01,2021-03-01,Published,"Formally deprecates TLS versions 1.0 and 1.1 and DTLS 1.0 across the IETF protocol suite. Cites known weaknesses (BEAST, POODLE, CBC padding oracle) and mandates migration to TLS 1.2 or 1.3.",Technical Standard,All,IETF,,Global,,,TLS configuration; cipher-suite policy,TLS stacks; load balancers; network appliances,High,New,Protocols,yes,public/library/IETF-RFC-8996.html,crypto-mgmt-modernization;network-security-pqc;tls-basics;vpn-ssh-pqc,RFC 8996,ietf,yes,IETF,
IETF-RFC-7465,RFC 7465: Prohibiting RC4 Cipher Suites,https://www.rfc-editor.org/rfc/rfc7465,2015-02-01,2015-02-01,Published,Prohibits the use of RC4 cipher suites in TLS due to bar-mitzvah and other known statistical biases. Canonical reference for RC4 deprecation in the cipher-suite deprecation tracking workflow.,Technical Standard,All,IETF,,Global,Stream cipher,,TLS cipher-suite configuration,TLS stacks,High,New,Protocols,yes,public/library/IETF-RFC-7465.html,crypto-mgmt-modernization;tls-basics,RFC 7465,ietf,yes,IETF,
ETSI-TS-119-312,ETSI TS 119 312: Cryptographic Suites,https://www.etsi.org/deliver/etsi_ts/119300_119399/119312/01.03.01_60/ts_119312v010301p.pdf,2021-07-01,2023-04-01,Published,"ETSI technical specification defining approved cryptographic suites for use in electronic signatures, time-stamping, and PKI within the EU trust-service framework. Basis for eIDAS-compliant algorithm selection.",Technical Standard,Government; Finance; Legal; EU Trust Services,ETSI ESI,,Europe; Global,,,EU trust service algorithm selection; eIDAS compliance,TSP software; PKI platforms,Medium,New,Regional Standards,yes,public/library/ETSI-TS-119-312.pdf,crypto-mgmt-modernization;standards-bodies;compliance-strategy,ETSI TS 119 312,etsi,yes,ETSI,
OWASP-CycloneDX-CBOM-Guide,OWASP CycloneDX: CBOM Authoritative Guide,https://cyclonedx.org/capabilities/cbom/,2023-06-01,2024-09-01,Published,"OWASP CycloneDX specification for the Cryptographic Bill of Materials (CBOM). Defines the schema, asset classes (algorithms, certificates, protocols, related cryptographic material), and discovery/enumeration guidance. The canonical format reference for CBOM tooling interoperability.",Technical Standard,Software Development; IT; Finance; Government,OWASP CycloneDX,,Global,,,CBOM tooling; SBOM pipelines,cdxgen; Syft; SBOM enrichment tools,Medium,New,Program Guidance,yes,public/library/OWASP-CycloneDX-CBOM-Guide.html,crypto-mgmt-modernization;crypto-agility;pqc-governance,OWASP CycloneDX CBOM,owasp,partial,OWASP,
IETF-RFC-8555,RFC 8555: Automatic Certificate Management Environment (ACME),https://www.rfc-editor.org/rfc/rfc8555,2019-03-01,2019-03-01,Published,IETF protocol for fully automated certificate issuance and renewal; the foundation of Let's Encrypt and the 47-day CLM automation target. Paired with EST (RFC 7030) and CMP (RFC 4210) for enterprise CLM.,Technical Standard,All;IT;Cryptography Research,IETF,IETF-RFC-7030-EST;IETF-RFC-4210-CMP,Global,,,Cryptographic lifecycle and posture management,"Inventory, CLM, FIPS validation tracking",High,New,Migration Guidance,yes,public/library/IETF-RFC-8555.html,crypto-mgmt-modernization;pki-workshop;code-signing,RFC 8555,ietf,yes,IETF,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,2019-03-22,2019-03-22,Active,"Federal standard defining the security requirements for cryptographic modules (PKCS#11, HSMs, software libraries) validated under CMVP.",Standard,,NIST,,US,,,,,,New,Certification Schemes,yes,public/library/FIPS-140-3-STANDARD.pdf,standards-bodies;compliance-strategy;hsm-pqc,,,Yes,NIST,
CMVP-MGMT-MANUAL,CMVP Management Manual,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,,,Active,"NIST Cryptographic Module Validation Program management manual — governs the CMVP lifecycle, lab conduct, certification issuance, and maintenance reporting.",Scheme Documentation,,NIST CMVP,,US,,,,,,New,Certification Schemes,yes,public/library/CMVP-MGMT-MANUAL.pdf,standards-bodies;compliance-strategy,,,Yes,NIST,
NIST-SP-800-140A,NIST SP 800-140A — CMVP Documentation Requirements,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140A.pdf,,,Active,Modifies Section 6.1 of ISO/IEC 24759 with US-specific CMVP documentation requirements.,Standard,,NIST,,US,,,,,,New,Certification Schemes,yes,public/library/NIST-SP-800-140A.pdf,standards-bodies;compliance-strategy,,,Yes,NIST,
NIST-SP-800-140C,NIST SP 800-140C — CMVP Approved Security Functions,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140C.pdf,,,Active,List of approved security functions (algorithms) that FIPS 140-3 modules may implement under CMVP.,Standard,,NIST,,US,,,,,,New,Certification Schemes,yes,public/library/NIST-SP-800-140C.pdf,standards-bodies;compliance-strategy,,,Yes,NIST,
NIST-SP-800-140D,NIST SP 800-140D — CMVP Approved SSP Generation and Establishment Methods,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140D.pdf,,,Active,Approved methods for sensitive security parameter (SSP) generation and establishment under FIPS 140-3.,Standard,,NIST,,US,,,,,,New,Certification Schemes,yes,public/library/NIST-SP-800-140D.pdf,standards-bodies;compliance-strategy,,,Yes,NIST,
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,,,Active,Approved authentication mechanisms for operators accessing FIPS 140-3 validated modules.,Standard,,NIST,,US,,,,,,New,Certification Schemes,yes,public/library/NIST-SP-800-140E.pdf,standards-bodies;compliance-strategy,,,Yes,NIST,
NIST-SP-800-140F,NIST SP 800-140F — CMVP Approved Non-Invasive Attack Mitigation Test Methods,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140F.pdf,,,Active,Test methods required under FIPS 140-3 for non-invasive attack mitigation (side channels).,Standard,,NIST,,US,,,,,,New,Certification Schemes,yes,public/library/NIST-SP-800-140F.pdf,standards-bodies;compliance-strategy,,,Yes,NIST,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,,,Active,Latest NIAP CCEVS policy letter governing scheme operation; representative of the policy-letter series.,Scheme Documentation,,NIAP,,US,,,,,,New,Certification Schemes,yes,public/library/NIAP-CCEVS-POLICY.pdf,standards-bodies;compliance-strategy,,,Yes,NIAP,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,,,Active,"NIAP CCEVS operational quality manual — roles, procedures, evaluation workflow, and assurance maintenance.",Scheme Documentation,,NIAP,,US,,,,,,New,Certification Schemes,yes,public/library/NIAP-CCEVS-MANUAL.pdf,standards-bodies;compliance-strategy,,,Yes,NIAP,
CC-2022-PART1,Common Criteria 2022 Part 1 — Introduction and General Model (R1),https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,2022-11-01,,Active,"CC:2022 Part 1 — general concepts, security-target and protection-profile framework for CC evaluation.",Standard,,Common Criteria Recognition Arrangement (CCRA),,International,,,,,,New,Certification Schemes,yes,public/library/CC-2022-PART1.pdf,standards-bodies;compliance-strategy,,,Yes,CCRA,
CC-2022-PART2,Common Criteria 2022 Part 2 — Security Functional Components (R1),https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART2R1.pdf,2022-11-01,,Active,CC:2022 Part 2 — catalog of security functional requirements (SFRs) used to construct protection profiles and security targets.,Standard,,Common Criteria Recognition Arrangement (CCRA),,International,,,,,,New,Certification Schemes,yes,public/library/CC-2022-PART2.pdf,standards-bodies;compliance-strategy,,,Yes,CCRA,
CC-2022-PART3,Common Criteria 2022 Part 3 — Security Assurance Components (R1),https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART3R1.pdf,2022-11-01,,Active,"CC:2022 Part 3 — assurance classes and families (ADV, AGD, ALC, ATE, AVA, etc.) used to define Evaluation Assurance Levels (EALs).",Standard,,Common Criteria Recognition Arrangement (CCRA),,International,,,,,,New,Certification Schemes,yes,public/library/CC-2022-PART3.pdf,standards-bodies;compliance-strategy,,,Yes,CCRA,
CC-2022-CEM,Common Evaluation Methodology (CEM) 2022 R1,https://www.commoncriteriaportal.org/files/ccfiles/CEM2022R1.pdf,2022-11-01,,Active,Companion to CC:2022 parts 1–3 — methodology evaluators apply when assessing conformance to protection profiles and security targets.,Standard,,Common Criteria Recognition Arrangement (CCRA),,International,,,,,,New,Certification Schemes,yes,public/library/CC-2022-CEM.pdf,standards-bodies;compliance-strategy,,,Yes,CCRA,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,2024-11-01,2024-11-01,Active,"BSI Beschleunigte Sicherheitszertifizierung — German accelerated security-certification scheme, implementing EN 17640 Fixed-time Cybersecurity Evaluation Methodology (FiT CEM).",Scheme Documentation,,BSI,,Germany; EU,,,,,,New,Certification Schemes,yes,public/library/BSI-BSZ-METHOD.pdf,standards-bodies;compliance-strategy,,,Yes,BSI,
HIPAA-45-CFR-164,HIPAA Security Rule — 45 CFR Part 164,https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164,1996-08-21,2024,Active,"US Health Insurance Portability and Accountability Act Security Rule — administrative, physical, and technical safeguards for ePHI.",Regulation,,US HHS,,US,,,,,,New,Compliance Frameworks,yes,public/library/HIPAA-45-CFR-164.pdf,healthcare-pqc;compliance-strategy,,,Yes,HHS,
FERPA-34-CFR-99,FERPA — 34 CFR Part 99,https://www.ecfr.gov/current/title-34/subtitle-A/part-99,1974-08-21,2024,Active,US Family Educational Rights and Privacy Act — education records privacy requirements.,Regulation,,US ED,,US,,,,,,New,Compliance Frameworks,yes,public/library/FERPA-34-CFR-99.pdf,compliance-strategy,,,Yes,ED,
COPPA-16-CFR-312,COPPA Rule — 16 CFR Part 312,https://www.ecfr.gov/current/title-16/chapter-I/subchapter-C/part-312,1998-10-21,2024,Active,US Children's Online Privacy Protection Rule — consent and data-handling for services directed to under-13 users.,Regulation,,US FTC,,US,,,,,,New,Compliance Frameworks,yes,public/library/COPPA-16-CFR-312.pdf,compliance-strategy,,,Yes,FTC,
FDA-21-CFR-11,FDA 21 CFR Part 11 — Electronic Records; Electronic Signatures,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-A/part-11,1997-03-20,2024,Active,US FDA rule for electronic records and signatures in FDA-regulated activities — crypto and audit-trail controls.,Regulation,,US FDA,,US,,,,,,New,Compliance Frameworks,yes,public/library/FDA-21-CFR-11.pdf,healthcare-pqc;compliance-strategy,,,Yes,FDA,
FISMA-NIST-SP-800-53r5,Security and Privacy Controls for Information Systems and Organizations,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,2020-09-23,2020-12-10,Published,"Catalog of security + privacy controls for US federal information systems, the operational baseline FISMA is measured against.",Compliance/Guidance,IT;Cryptography Research,NIST,,US;USA;Global,,,,Reference,Low,New,Compliance Frameworks,yes,public/library/FISMA-NIST-SP-800-53r5.pdf,compliance-strategy;pqc-governance,,nist-csrc,Yes,NIST,
HITECH-PL-111-5,HITECH Act — Public Law 111-5 (ARRA Title XIII),https://www.govinfo.gov/content/pkg/PLAW-111publ5/pdf/PLAW-111publ5.pdf,2009-02-17,,Active,"Health Information Technology for Economic and Clinical Health Act — HIPAA breach notification, ePHI encryption incentives.",Regulation,,US Congress,,US,,,,,,New,Compliance Frameworks,yes,public/library/HITECH-PL-111-5.pdf,healthcare-pqc;compliance-strategy,,,Yes,US Congress,
NERC-CIP-REQS,NERC Reliability Standards — Complete Set (including CIP),https://www.nerc.com/pa/Stand/Reliability%20Standards%20Complete%20Set/RSCompleteSet.pdf,,,Active,Full set of NERC Critical Infrastructure Protection (CIP) and other bulk-power reliability standards.,Standard,,NERC,,US; Canada,,,,,,New,Compliance Frameworks,yes,public/library/NERC-CIP-REQS.pdf,energy-utilities-pqc;compliance-strategy,,,Yes,NERC,
MAS-CIRCULAR-IT-RISK,MAS Technology Risk Management Guidelines,https://www.mas.gov.sg/-/media/MAS/Regulations-and-Financial-Stability/Regulatory-and-Supervisory-Framework/Risk-Management/TRM-Guidelines-18-January-2021.pdf,2021-01-18,,Active,"Monetary Authority of Singapore Technology Risk Management Guidelines — cryptography, key management, resilience for FIs.",Regulation,,MAS,,Singapore,,,,,,New,Compliance Frameworks,yes,public/library/MAS-CIRCULAR-IT-RISK.pdf,emv-payment-pqc;compliance-strategy,,,Yes,MAS,
GSMA-NG116,GSMA NG.116 v2.0 — Generic Network Slice Template,https://www.gsma.com/newsroom/wp-content/uploads//NG.116-v2.0.pdf,,,Active,GSMA generic network slice template — cryptographic and security attributes for 5G slice definitions.,Industry Guideline,,GSMA,,International,,,,,,New,Compliance Frameworks,yes,public/library/GSMA-NG116.pdf,5g-security,,,Yes,GSMA,
ETSI-EN-303645,ETSI EN 303 645 v2.1.1 — Cyber Security for Consumer IoT,https://www.etsi.org/deliver/etsi_en/303600_303699/303645/02.01.01_60/en_303645v020101p.pdf,2020-06-01,,Active,"European baseline security requirements for consumer-IoT devices — crypto, default passwords, update integrity.",Standard,,ETSI,,EU,,,,,,New,Compliance Frameworks,yes,public/library/ETSI-EN-303645.pdf,iot-ot-pqc;compliance-strategy,,,Yes,ETSI,
ZA-POPIA-TEXT,"South Africa Protection of Personal Information Act (POPIA, Act 4 of 2013)",https://www.justice.gov.za/legislation/acts/2013-004.pdf,2013-11-26,,Active,South Africa national personal-information protection law — crypto/key-management considered under security-safeguards obligation.,Regulation,,Republic of South Africa,,South Africa,,,,,,New,Compliance Frameworks,yes,public/library/ZA-POPIA-TEXT.pdf,compliance-strategy,,,Yes,ZA Info Regulator,
KE-DPA-TEXT,Kenya Data Protection Act (No. 24 of 2019),http://kenyalaw.org/kl/fileadmin/pdfdownloads/Acts/2019/TheDataProtectionAct__No24of2019.pdf,2019-11-08,,Active,Kenya national data protection law — security-safeguards obligation on controllers/processors.,Regulation,,Republic of Kenya,,Kenya,,,,,,New,Compliance Frameworks,yes,public/library/KE-DPA-TEXT.pdf,compliance-strategy,,,Yes,ODPC Kenya,
PCI-DSS-QRG,PCI DSS Quick Reference Guide v3 (v4.0 overview),https://www.pcisecuritystandards.org/documents/PCIDSS_QRGv3.pdf,2018-01-01,,Active,"Free quick-reference guide to PCI DSS v4.0 — full standard paywalled, QRG is freely redistributable.",Regulation,,PCI Security Standards Council,,International,,,,,,New,Compliance Frameworks,yes,public/library/PCI-DSS-QRG.pdf,emv-payment-pqc;compliance-strategy,,,Yes,PCI SSC,
TSA-SD-PIPELINE-2021-02F,TSA Security Directive Pipeline-2021-02F,https://www.tsa.gov/sites/default/files/tsa-security-directive-pipeline-2021-02f-and-memo-508c.pdf,2025-07,,Active,US TSA pipeline security directive — supersedes 02C/02D/02E. Cybersecurity + incident-reporting obligations for hazardous-liquid & natural-gas pipeline owners.,Regulation,,US TSA,,US,,,,,,New,Compliance Frameworks,yes,public/library/TSA-SD-PIPELINE-2021-02F.pdf,energy-utilities-pqc;compliance-strategy,,,Yes,TSA,
HKMA-FINTECH-BLUEPRINT-2026,HKMA Fintech Promotion Blueprint (Fintech 2030) — Feb 2026,https://www.hkma.gov.hk/media/eng/doc/key-information/press-release/2026/20260203e3a1.pdf,2026-02-03,,Active,"Hong Kong Monetary Authority Fintech 2030 blueprint — commits to PQC transition for the HK banking sector, launches Quantum Preparedness Index.",Industry Guideline,,HKMA,,Hong Kong,,,,,,New,Compliance Frameworks,yes,public/library/HKMA-FINTECH-BLUEPRINT-2026.pdf,emv-payment-pqc;exec-quantum-impact;compliance-strategy,,,Yes,HKMA,
NY-DFS-23-NYCRR-500-A2,NY DFS 23 NYCRR Part 500 — Cybersecurity Requirements (Amendment 2),https://www.dfs.ny.gov/system/files/documents/2023/12/rf23_nycrr_part_500_amend02_20231101.pdf,2023-11-01,,Active,"New York Department of Financial Services cybersecurity regulation for covered entities (banks, insurers, money transmitters).",Regulation,,NY DFS,,US,,,,,,New,Compliance Frameworks,yes,public/library/NY-DFS-23-NYCRR-500-A2.pdf,emv-payment-pqc;compliance-strategy,,,Yes,NY DFS,
