industry,use_case_id,use_case_label,use_case_icon,protocols_current,protocols_target,pqc_claim_basis,classical_mechanisms,pqc_mechanisms,migration_status,summary,related_standards,main_source,source_url,trusted_source_id,local_file,peer_reviewed,vetting_body,confidence_score,last_verified,status,deprecated_at,deprecated_reason,learn_module_id,playground_tools,mechanism_refs,no_protocol_reason,source_library_ref,source_citation_type,migrate_product_refs,fips_140,fips_140_level,common_criteria,common_criteria_profile,common_criteria_scheme,pci_certification,pci_certification_program,national_certification,national_certification_scheme,hsm_certification_logic,hsm_certification_refs,certification_future,certification_future_date,certification_future_refs
Cryptocurrency / Blockchain,crypto-cosmos-signing,Cosmos account signing & CometBFT consensus,KeyRound,,,in-progress,EdDSA,ML-DSA,pilot,"CometBFT, the consensus engine underlying the Cosmos Hub and every Cosmos SDK chain, signs validator votes/precommits with Ed25519 — 'currently CometBFT uses Ed25519 keys which are widely supported across the security sector and HSMs.' Cosmos SDK v0.55.0 (2026-07-27) shipped real, opt-in ML-DSA-65 (FIPS 204) support for BOTH validator consensus keys and user account keys — mnemonic keyring creation, transaction signing/verification, multisig, and genesis key-rotation support, all PR-linked in the release changelog. This is a meaningfully stronger PQC story than most chains: real, shipped, testable code rather than a proposal or a research roadmap — but chains built on the SDK still default to Ed25519-only consensus keys in genesis, so no production chain has adopted it yet.",,CometBFT Docs — Validators (Ed25519 consensus signing),https://docs.cosmos.network/cometbft/v0.38/docs/core/Validators,cosmos-interchain,library/CometBFT-Docs-Validators-Ed25519-consensus-signing.html,no,,0.9,2026-08-16,active,,,digital-assets,,CometBFT-Docs-Validators-Ed25519-consensus-signing;cosmos-sdk-CHANGELOG-ML-DSA-65-FIPS-204-validator-account-ke,"Cosmos consensus signing is a chain-specific mechanism (CometBFT), not a standardised network protocol tracked by the matrix.",CometBFT-Docs-Validators-Ed25519-consensus-signing,technical,Cosmos-SDK,none,,none,,,none,,none,,,CometBFT-Docs-Validators-Ed25519-consensus-signing,,,
Cryptocurrency / Blockchain,crypto-avalanche-signing,Avalanche account & transaction signing,KeyRound,,,none,ECDSA,,none,"Avalanche's virtual machine uses secp256k1 ECDSA for transaction signing; X-Chain and P-Chain addresses hash the ECDSA public key, following the same approach as Bitcoin. No post-quantum work was found for this specific mechanism.",,Avalanche Docs — Cryptographic Primitives,https://build.avax.network/docs/api-reference/standards/cryptographic-primitives,ava-labs-avalanche-foundation,library/Avalanche-Docs-Cryptographic-Primitives.html,no,,0.85,2026-08-16,active,,,digital-assets,,Avalanche-Docs-Cryptographic-Primitives,"Avalanche transaction signing is a chain-specific mechanism, not a standardised network protocol tracked by the matrix.",Avalanche-Docs-Cryptographic-Primitives,technical,,none,,none,,,none,,none,,,Avalanche-Docs-Cryptographic-Primitives,,,
Cryptocurrency / Blockchain,crypto-avalanche-icm,Avalanche interchain messaging (BLS aggregation),Cable,,,none,BLS,,none,"Avalanche Interchain Messaging (ICM, formerly Avalanche Warp Messaging) uses BLS signatures for cross-subnet message attestation: every validator holds a BLS key pair, and signatures from a threshold of the source subnet's stake are combined into a single aggregated BLS multi-signature — a genuine cryptographic threshold signature, unlike the plain N-independent-signature multisig Wormhole and Safe use for the same class of problem.",,Avalanche Docs — What is ICM? (Warp Messaging),https://build.avax.network/docs/cross-chain/avalanche-warp-messaging/overview,ava-labs-avalanche-foundation,library/Avalanche-Docs-What-is-ICM-Warp-Messaging-BLS.html,no,,0.85,2026-08-16,active,,,digital-assets,,Avalanche-Docs-What-is-ICM-Warp-Messaging-BLS,"Avalanche interchain messaging is a chain-specific protocol, not a standardised network protocol tracked by the matrix.",Avalanche-Docs-What-is-ICM-Warp-Messaging-BLS,technical,,none,,none,,,none,,none,,,Avalanche-Docs-What-is-ICM-Warp-Messaging-BLS,,,
Cryptocurrency / Blockchain,crypto-arbitrum-anytrust,Arbitrum AnyTrust data-availability attestation,Cable,,,none,BLS,,none,"Arbitrum's AnyTrust L2s (a lower-cost variant of Nitro rollups) rely on a Data Availability Committee rather than posting full data to Ethereum L1. Each committee member signs a (data hash, expiry) pair with a BLS key; once enough members respond, the sequencer aggregates the signatures into a single BLS12-381 aggregated signature (a DACert) posted to the L1 inbox contract — the same underlying curve as Ethereum's own consensus-layer BLS, and, like Avalanche's interchain messaging, a genuine aggregated threshold signature rather than a plain N-signature multisig. Base transaction signing on both Arbitrum and Optimism is inherited, unmodified Ethereum secp256k1 ECDSA — Optimism's own sequencer and its permissionless Fault Proof dispute system have no comparably distinct signature mechanism of their own, so neither warrants a separate row here.",,Arbitrum Docs — Inside AnyTrust,https://docs.arbitrum.io/inside-anytrust,offchain-labs,library/Arbitrum-Docs-Inside-AnyTrust-DAC-BLS-signing.html,no,,0.85,2026-08-16,active,,,digital-assets,,Arbitrum-Docs-Inside-AnyTrust-DAC-BLS-signing,"Arbitrum AnyTrust's data-availability attestation is a chain-specific protocol, not a standardised network protocol tracked by the matrix.",Arbitrum-Docs-Inside-AnyTrust-DAC-BLS-signing,technical,,none,,none,,,none,,none,,,Arbitrum-Docs-Inside-AnyTrust-DAC-BLS-signing,,,
Education / Research,edu-network-backbone,R&E network backbone transport,Network,,,in-progress,,ML-KEM,pilot,"Distinct from identity federation (SAML/eduroam, still classical-only): Internet2 ran a live PQC demonstration with Ciena and Purism on a 1,390-mile segment of its national research-and-education backbone — 'FIPS 203-compliant solution was used for both quantum-safe encryption and quantum-safe key exchange' at 10 Gbps line rate, the network-transport layer rather than the application/identity layer.",,Internet2 — PQC Demo on the National Backbone,https://internet2.edu/demo-achieves-post-quantum-cryptography-on-the-internet2-national-backbone/,internet2,library/Internet2-PQC-Demo-on-the-National-Backbone.html,no,,0.85,2026-08-16,active,,,research-quantum-impact,,Internet2-PQC-Demo-on-the-National-Backbone,"A one-off long-haul backbone demonstration, not a standardised network protocol tracked by the matrix.",Internet2-PQC-Demo-on-the-National-Backbone,technical,,none,,none,,,none,,none,,all-of,Internet2-PQC-Demo-on-the-National-Backbone,,,
IT Industry / Software,it-composite-certs,Composite/hybrid X.509 certificate signing,FileSignature,,,in-progress,RSA;ECDSA;EdDSA,ML-DSA,draft,"Distinct from plain WebPKI ML-DSA adoption (it-webpki): IETF LAMPS' composite-signature draft (draft-ietf-lamps-pq-composite-sigs-19, now in the RFC Editor Queue) defines certificate authorities signing X.509 certs with ML-DSA combined with a traditional algorithm — RSASSA-PKCS1-v1.5, RSASSA-PSS, ECDSA, Ed25519, or Ed448 — in one composite signature, so a certificate stays valid if either the classical or the post-quantum component is later broken.",,draft-ietf-lamps-pq-composite-sigs-19 (RFC Editor Queue),https://www.ietf.org/archive/id/draft-ietf-lamps-pq-composite-sigs-19.html,ietf-internet-drafts,library/IETF-LAMPS-Composite-ML-DSA-Signatures-draft-19-RFC-Ed-Queue.html,no,IETF LAMPS WG,0.9,2026-08-16,active,,,crypto-dev-apis,,IETF-LAMPS-Composite-ML-DSA-Signatures-draft-19-RFC-Ed-Queue,"Composite certificate signing is a PKI/CA practice defined by an Internet-Draft, not yet a protocol row the matrix tracks separately from X.509 itself.",IETF-LAMPS-Composite-ML-DSA-Signatures-draft-19-RFC-Ed-Queue,technical,,mandated,140-3 L3,mandated,"not specified (""an appropriate Common Criteria Protection Profile or Security Target"")",not specified,none,,none,,any-of,CABF-TLS-BR-v2-2-9,,,
Internet of Things (IoT),iot-esim-provisioning,eSIM remote provisioning (RSP),Signal,,,in-progress,ECDH;ECDSA,ML-KEM;ML-DSA;SLH-DSA,draft,"Distinct from generic device provisioning (iot-provisioning, federal-guidance-sourced) and industrial OT: GSMA's PQ.04 guidance names cellular/eSIM-specific exposure — 'RSP for IoT is vulnerable to quantum attacks due to the recommended use of TLS, DTLS and recommended cipher suites that include asymmetric cryptography (e.g. in form of ECDHE, ECDSA, etc.)' — and states 'The GSMA eSIM Group is actively working on a PQC version of RSP,' targeting ML-KEM, ML-DSA, and SLH-DSA per the NIST FIPS 203/204/205 standards.",,GSMA PQ.04 — Post-Quantum Cryptography in the IoT Ecosystem,https://www.gsma.com/solutions-and-impact/technologies/security/wp-content/uploads/2025/02/PQ.04-Post-Quantum-Cryptography-in-IoT-Ecosystem-v1.0.pdf,gsma,library/GSMA-PQ-04-Post-Quantum-Cryptography-in-the-IoT-Ecosystem.pdf,no,GSMA,0.9,2026-08-16,active,,,iot-ot-pqc,,GSMA-PQ-04-Post-Quantum-Cryptography-in-the-IoT-Ecosystem,"eSIM Remote SIM Provisioning is a chain-specific GSMA protocol, not a standardised network protocol tracked by the matrix.",GSMA-PQ-04-Post-Quantum-Cryptography-in-the-IoT-Ecosystem,technical,,none,,mandated,IC/HW: BSI-CC-PP-0084/0035; eUICC software: GSMA SGP.25 = BSI-CC-PP-0100 V2-2025,"BSI / SOG-IS (EUCC route via ENISA, voluntary)",none,,mandated,GSMA SAS-UP (eUICC production) + SAS-SM (SM-DP+/SM-DS); EU CRA Annex IV item 3 triggers mandatory conformity assessment from 2027-12-11,all-of,GSMA-PQ-04-Post-Quantum-Cryptography-in-the-IoT-Ecosystem;GSMA-SGP24-v2-4-4;BSI-CC-PP-0100-V2-2025-eUICC;ENISA-eUICC-EUCC;EU-CRA-REG-2024-2847,,,
Legal / Notary / eSignature,leg-pdf-signing,PDF post-quantum signatures,FileSignature,,,proposed,,ML-DSA;SLH-DSA,draft,"Distinct from the EU eIDAS/AdES-weighted rows elsewhere in this sector: in May 2025, PDF vendor BFO and Adobe (which operates the Adobe Approved Trust List) exchanged the first PDFs signed with ML-DSA, followed shortly by SLH-DSA — leading to an agreement at PDF Days 2025 to formally add both algorithms to the PDF specification. This is real, already-happened vendor interoperability testing, not yet a ratified PDF/ISO 32000 specification change — the formal spec text had not landed as of this citation.",,BFO — Post-Quantum Cryptography Is Coming to PDF,https://bfo.com/blog/2025/09/30/post_quantum_cryptography_is_coming_to_pdf/,bfo,library/BFO-Post-Quantum-Cryptography-Is-Coming-to-PDF.html,no,,0.6,2026-08-16,active,,,trust-services-pqc,,BFO-Post-Quantum-Cryptography-Is-Coming-to-PDF,"PDF digital signatures are an application-layer document format feature, not a standardised network protocol tracked by the matrix.",BFO-Post-Quantum-Cryptography-Is-Coming-to-PDF,technical,,mandated,140-3 L3,mandated,EN 419211 Parts 1-6 (user-managed QSCD); EN 419241-2:2019 / EN 419221-5:2018 (remote QSCD) (EAL 4+),EUCC,none,,none,,any-of,CIR-EU-2025-1943-Qualified-Certificates-Reference-Standards,"FIPS 140-3 L3 is accepted only until 2030-12-31 as one of three alternative routes (CIR (EU) 2025/1943 Annex I: ""until 31.12.2030, FIPS PUB 140-3 level 3""). After that date Common Criteria/EUCC EAL4+ becomes the SOLE certification route -- the any-of logic above stops applying and this becomes CC-only.",2030-12-31,CIR-EU-2025-1943-Qualified-Certificates-Reference-Standards
Retail & E-Commerce,retail-pin-keys,POS/PIN symmetric key management,CreditCard,,,none,AES,,none,"PCI SSC's own guidance on PIN-encryption key management: 'the PCI SSC recommends that entities... migrate to AES as it is a stronger cryptographic algorithm' than the legacy Triple DES (TDES), with both required to be managed in ANSI X9 key blocks. This is a symmetric-algorithm modernization (TDES to AES), distinct from and unrelated to post-quantum migration.",,PCI SSC — Key Blocks 101/104 (AES/TDES key management),https://blog.pcisecuritystandards.org/key-blocks-104,pci-ssc,library/PCI-SSC-Key-Blocks-101-104-AES-TDES-key-management.html,no,PCI Security Standards Council,0.85,2026-08-16,active,,,emv-payment-pqc,,PCI-SSC-Key-Blocks-101-104-AES-TDES-key-management,"PIN-block key management is a PCI PTS device requirement, not a standardised network protocol tracked by the matrix.",PCI-SSC-Key-Blocks-101-104-AES-TDES-key-management,technical,,mandated,140-3 L3,none,,,mandated,PCI PTS HSM (version not specified),none,,any-of,PCI-PIN-v3-1-ROC-Reporting-Template;PCI-PTS-HSM-Modular-Security-Requirements-v4-0,"PCI PTS HSM v5.0 was published 2026-05-18 and adds, per PCI SSC's own announcement, ""support for post-quantum cryptography considerations"" and new definitions covering PQC -- terminology and guidance, not a mandated PQC algorithm or parameter set. v4.0 (the version currently cited) remains usable for NEW device-security approvals until 2027-06-30 per PCI SSC's own bulletin; no v5.0-specific PQC deadline has been published.",2027-06-30,PCI-SSC-Blog-Publishes-PTS-HSM-v5-0;PCI-SSC-Bulletin-PTS-HSM-v4-Extension
Retail & E-Commerce,retail-digital-wallet,Digital wallet & strong customer authentication,CreditCard,,,none,ECDH;SHA,,none,"Digital-wallet checkout (Apple Pay): Apple's own developer docs name 'calculating an SHA-1 hash... and performing elliptic curve Diffie-Hellman key exchange' for payment-token processing, plus 'a PKCS #7 signature' without naming which signature algorithm. W3C's Secure Payment Confirmation spec (WebAuthn-based strong customer authentication) separately names ES256/RS256 — the JOSE aliases for ECDSA/RSA — in its authentication examples, informationally noted here though not used as a structured mechanism citation. No post-quantum work found for either.",,Apple Pay Guide — Process Payment,https://developer.apple.com/library/archive/ApplePay_Guide/ProcessPayment.html,apple,library/Apple-Pay-Guide-Process-Payment-ECDH-SHA.html,no,,0.85,2026-08-16,active,,,emv-payment-pqc,,Apple-Pay-Guide-Process-Payment-ECDH-SHA,"Digital-wallet payment processing is an application-layer protocol suite (PKCS#7, WebAuthn), not a single standardised network protocol tracked by the matrix.",Apple-Pay-Guide-Process-Payment-ECDH-SHA,technical,,none,,none,,,none,,none,,,,,,
Hardware Security Modules,hsm-certified-product,Certified PQC-capable HSM product,Lock,,,adopted,,ML-KEM;ML-DSA;SLH-DSA;LMS;XMSS,production,"A deployed-product complement to the interface-spec rows elsewhere in this sector (PKCS#11 v3.2, KMIP 2.1): Securosys' Primus HSM CyberVault Series 'implements the HSS-LMS and XMSS algorithms and has already received NIST certification for the recently released ML-KEM, ML-DSA, and SLH-DSA algorithms,' per the vendor's own announcement. Vendor-stated; not independently cross-checked against the CMVP validated-modules database in this pass.",,Securosys — Primus HSM CyberVault Series (PQC-ready),https://www.securosys.com/en/news/securosys-launches-next-generation-hsm-pqc-ready,securosys-sa,library/Securosys-Primus-HSM-CyberVault-PQC-ready.html,no,,0.6,2026-08-16,active,,,hsm-pqc,,Securosys-Primus-HSM-CyberVault-PQC-ready,"A certified hardware product, not a standardised network protocol tracked by the matrix.",Securosys-Primus-HSM-CyberVault-PQC-ready,technical,,de-facto,140-3 L3,de-facto,EN 419221-5 + EN 419241-2,EUCC,none,,none,,any-of,Securosys-Primus-HSM-CyberVault-PQC-ready;NIST-CMVP-MIP-List;CIR-EU-2024-482-EUCC-Cybersecurity-Certification-Scheme;ETSI-EN-319-411,"The FIPS 140-3 Level 3 module certificate cited above is not yet issued -- Securosys Primus HSM sits on the NIST CMVP Modules-In-Process list at status ""Review"" (updated 2026-07-30). Its currently-HELD certificates (#4583, #3430) are FIPS 140-2 Level 3, which move to the CMVP Historical List on 2026-09-21 -- a real gap between the vendor's public claim and its actual current validation status.",2026-09-21,NIST-CMVP-MIP-List;NIST-CMVP-140-2-to-140-3-Transition-Timeline
Telecommunications,telco-air-interface,5G radio air-interface ciphering (NEA/NIA),Antenna,,,none,SNOW3G;AES;ZUC,,production,"3GPP mandates three interchangeable ciphering/integrity algorithm options for the 5G radio air interface: 128-NEA1/NIA1 (SNOW 3G based), 128-NEA2/NIA2 (128-bit AES), and 128-NEA3/NIA3 (ZUC based) — confirmed directly in TS 33.501's own algorithm-identifier tables, not inferred. All three are symmetric, so none carry a NIST PQC KEM/signature component; their quantum exposure is purely Grover's-algorithm key-length erosion. 3GPP has already published (not merely proposed) a real 256-bit uplift path for Release 19 — TS 35.240/243/246 define 256-NEA4/5/6 (Snow-5G-, AES-, and ZUC-based respectively) — fetched and confirmed 2026-08-16; not yet added as a landscape claim because Snow-5G is a genuinely distinct cipher from SNOW 3G, not a parameter variant, and needs its own vocabulary entry rather than reusing the SNOW3G family name.",,Security architecture and procedures for 5G System (TS 33.501),https://www.etsi.org/deliver/etsi_ts/133500_133599/133501/19.05.00_60/ts_133501v190500p.pdf,3gpp,library/3GPP_TS_33.501_Rel-19.pdf,no,3GPP,0.9,2026-08-16,active,,,5g-security,,3GPP TS 33.501 Rel-19,"NEA1-3/NIA1-3 are 3GPP air-interface algorithm identifiers, not a protocol tracked by the Algorithms > Protocol Support matrix.",3GPP TS 33.501 Rel-19,technical,,none,,none,,,none,,mandated,India NCCS ComSec/ITSAR (5G ITSARs); China SCA/OSCCA (Art.26). Voluntary: GSMA NESAS,all-of,3GPP TS 33.501 Rel-19;China-Cryptography-Law-2019-NPC,,,
Payment Card Industry,pci-pboc-cards,China domestic scheme cards (PBOC 3.0 / UnionPay),CreditCard,,,none,SM2,,production,"Chinas PBOC 3.0 card specification runs a dual-algorithm design: international EMV cards use RSA/ECDSA, while domestic-scheme (UnionPay) cards may authenticate with SM2, the State Cryptography Administrations national elliptic-curve signature algorithm (GM/T 0003). A certified PBOC 3.0 smart card product (ACS ACOSJ-P) lists ""SM2/SM3/SM4"" as a cryptographic feature directly alongside its ""Compliant with PBOC 3.0 Debit/Credit"" certification line, confirming real deployment rather than a paper option. No PQC migration story exists for this domestic scheme yet.",,ACS ACOSJ-P PBOC 3.0 DC/EC Card — Product Specification,https://www.acs.com.hk/en/products/476/acosj-p-pboc-3.0-dc-ec-card/,acs,library/ACS-ACOSJ-P-PBOC-3.0-DC-EC-Card.html,no,,0.55,2026-08-16,active,,,emv-payment-pqc,,ACS-ACOSJ-P-PBOC-3.0-DC-EC-Card,"PBOC 3.0 is a China-specific domestic card scheme, not a protocol tracked by the Algorithms > Protocol Support matrix.",ACS-ACOSJ-P-PBOC-3.0-DC-EC-Card,technical,,none,,de-facto,"not specified (EAL4+ traceable only to test-lab marketing, not to mandate text)",,none,,mandated,China OSCCA 商用密码产品认证 (GM/T 0045 + GM/T 0028; level not verified),all-of,China-Cryptography-Law-2019-NPC;UnionPay-UPCA-GZ-12-01-Terminal-Security-Certification-Rules-v4-2,,,
Automotive / Connected Vehicles,auto-tachograph,Digital tachograph (Smart Tachograph) security,Gauge,,,none,ECDSA;ECDH;AES;SHA,,none,"The EU Smart Tachograph (Reg. (EU) 2016/799 Annex 1C) authenticates the vehicle unit, tachograph card, motion sensor, and external GNSS facility using ECDSA/ECDH key establishment with AES/SHA symmetric protection -- confirmed by reading the regulation's own cryptographic interface specification directly, not assumed. No PQC migration path exists yet. Split out from the general in-vehicle-networks row because its Common Criteria certification mandate is real but does NOT extend to general in-vehicle Ethernet/CAN/HSM key storage.",,"Commission Implementing Regulation (EU) 2016/799 -- Smart Tachograph, Annex 1C",https://dtc.jrc.ec.europa.eu/iot_doc/EU%202016-799-EN.pdf,jrc,library/EU-2016-799-Smart-Tachograph.pdf,no,European Commission,85,2026-08-16,active,,,automotive-pqc,,EU-2016-799-Smart-Tachograph,"The tachograph cryptographic interface is a closed device-to-device protocol defined entirely within Reg. (EU) 2016/799 Annex 1C, not a protocol tracked by the Algorithms > Protocol Support matrix.",EU-2016-799-Smart-Tachograph,technical,,none,,mandated,4 Commission PPs for digital-tachograph components (VU PP lineage BSI-CC-PP-0057),SOG-IS / JIWG,none,,none,,all-of,EU-2016-799-Smart-Tachograph,,,
Aerospace / Aviation,Controller-Pilot-Data-Link-Communications-CPDLC,Controller-Pilot Data Link Communications (CPDLC),Lock,,,none,,,none,"STUB — needs complete-industry-landscape-row. Human note: IATA aviation cybersecurity fact sheet: quantum threat to CPDLC (distinct from ADS-B/ACARS already covered by aero-atc-datalink, and from SATCOM already covered by aero-satcom), PQC adoption in ATA Spec 42 2026 update",,Controller-Pilot Data Link Communications (CPDLC),https://www.iata.org/en/iata-repository/pressroom/fact-sheets/fact-sheet-cyber-security/,iata-international-air-transpo,industry-landscape/Controller-Pilot-Data-Link-Communications-CPDLC.pdf,,,0,2026-09-01,active,,,aerospace-pqc,,,STUB — protocols not yet determined; complete-industry-landscape-row must set protocols_current/protocols_target or record a real reason,,,,,,,,,,,,,,,,,
