reference_id,document_title,download_url,initial_publication_date,last_update_date,last_verified,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,free_summary_url,access_type,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url,download_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,status,deprecated_at,deprecated_reason,pqc_heatmap_protocols,pqc_heatmap_protocols_evidence,math_family,pqc_round,lifecycle_state,superseded_by,purpose
RFC-9954-Hybrid-Key-Exchange-in-TLS-1-3,RFC 9954 — Hybrid Key Exchange in TLS 1.3,https://www.rfc-editor.org/rfc/rfc9954.html,,,,Unverified — needs review,,RFC,IT; Web; Cloud; Telecom,D. Stebila (University of Waterloo); S. Fluhrer (Cisco Systems); S. Gueron (U. Haifa & Meta),,PQC-REGION-GLOBAL,ML-KEM,,TLS 1.3,,,,Protocols,yes,,,library/RFC-9954-Hybrid-Key-Exchange-in-TLS-1-3.html,,,ietf,partial,IETF,,,,Added via intake queue Phase 2 (add_row.py). Human note: Cited by pqcProtocolMatrix's TLS 1.3 entry. Published Informational July 2026 from draft-ietf-tls-hybrid-design; the matrix had it as '(RFC Ed Queue)' at -16 until 2026-08-22.,0,active,,,,,,,,,
eIDAS-Regulation-EU-910-2014-consolidated-text-as-amended-by,eIDAS Regulation (EU) 910/2014 — consolidated text as amended by (EU) 2024/1183,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02014R0910-20240520,2014-07-23,2024-05-20,2026-08-23,"In Force (consolidated text, 20.05.2024)","Regulation (EU) No 910/2014 on electronic identification and trust services, in its EUR-Lex consolidated form as amended by Regulation (EU) 2024/1183.",Regulation,Government; Finance; Legal; Identity,European Parliament; Council of the EU,,PQC-REGION-EU,,,,,Medium,,Compliance & Certification,yes,,,library/eIDAS-Regulation-EU-910-2014-consolidated-text-as-amended-by.pdf,,,enisa,no,EU,,,,"Added via intake queue Phase 2 (add_row.py). Human note: The OPERATIVE eIDAS text. The library already held the original 28.8.2014 Official Journal version (EIDAS-REG-910-2014) and the amending act (eIDAS-2-Regulation), but not the consolidated result, which is what actually applies. Gap found 2026-08-22. | 2026-08-23: completed out of ""Unverified — needs review"" because six citations were repointed onto it. Basis: the capture's own first page reads ""02014R0910 — EN — 20.05.2024 — 001.001 ... REGULATION (EU) No 910/2014"". Checked before repointing that the four governance requirements survive into this text — ""notified electronic identification"" x11, ""assurance level"" x31, and the Member-State/issuer/operator liability provisions all present. One requirement was REWORDED rather than just repointed: it cited ""data protection directives"", and this text carries GDPR instead, stating verbatim ""repealing Directive 95/46/EC (General Data Protection Regulation)"".",0,active,,,,,,,,,
Reducing-the-Number-of-Qubits-in-Quantum-Factoring,Reducing the Number of Qubits in Quantum Factoring,https://eprint.iacr.org/2024/222.pdf,2024-02-13,2025-12-31,2026-08-21,Published,"Cuts the logical-qubit cost of Shor's factoring algorithm by computing approximate modular exponentiations with a Residue Number System, removing the assumption that n-bit arithmetic needs an n-qubit register. Estimates 1,730 logical qubits and 2^36 Toffoli gates for RSA-2048 — the source of the revised figure, and the basis Gidney 2025 builds on to reach fewer than 1M noisy physical qubits.",Research Paper,,"Clémence Chevignard; Pierre-Alain Fouque; André Schrottenloher (Univ Rennes, Inria, CNRS, IRISA)",,PQC-REGION-GLOBAL,,,,,High,New,Industry & Research,yes,,,library/Reducing-the-Number-of-Qubits-in-Quantum-Factoring.pdf,quantum-threats,RSA-2048; Shor algorithm; logical qubits; Residue Number System; Ekera-Hastad; CRQC resource estimate,iacr-eprint,yes,IACR — published in the proceedings of CRYPTO 2025,,url_authoritative,registered,"Added via intake queue Phase 2 (add_row.py). Human note: Chevignard, Fouque, Schrottenloher (ePrint 2024/222). Source of the ~1,730 logical-qubit figure for RSA-2048 that quantum-threats cites; the paper Gidney 2025 builds on. Added 2026-08-21 during the Essentials-7 accuracy review — previously cited by author name with no library row and no URL anywhere in the hub.",60,active,,,,,,,,,
Reducing-the-Number-of-Qubits-in-Quantum-Discrete-Logarithms,Reducing the Number of Qubits in Quantum Discrete Logarithms on Elliptic Curves,https://eprint.iacr.org/2026/280.pdf,2026-02-17,2026-06-04,2026-08-21,Published,"Applies the same Residue Number System compression to the elliptic-curve discrete logarithm problem, reaching 3.12n + o(n) qubits — the most space-efficient polynomial-time ECDLP algorithm published. Estimates 1,193 logical qubits for a 256-bit curve at 2^38.98 Toffoli gates across 22 runs, against 2,043 for RSA-3072 at comparable classical security.",Research Paper,,"Clémence Chevignard; Pierre-Alain Fouque; André Schrottenloher (Univ Rennes, Inria, CNRS, IRISA)",,PQC-REGION-GLOBAL,,,,,High,New,Industry & Research,yes,,,library/Reducing-the-Number-of-Qubits-in-Quantum-Discrete-Logarithms.pdf,quantum-threats,ECDLP; secp256k1; P-256; Shor algorithm; logical qubits; Residue Number System; Legendre symbol,iacr-eprint,yes,IACR — published in the proceedings of EUROCRYPT 2026,,url_authoritative,registered,"Added via intake queue Phase 2 (add_row.py). Human note: Chevignard, Fouque, Schrottenloher (ePrint 2026/280). The elliptic-curve companion to their 2024 factoring paper: 1,193 logical qubits at n=256, cited as ref [87] by the Google Quantum AI / Ethereum Foundation 2026 whitepaper. Added 2026-08-21 during the Essentials-7 accuracy review, which found quantum-threats had merged this paper and the 2024 one into a single wrong citation. Note corrected 2026-08-23: it read ""1,100 logical qubits at n=256"", contradicting this row's own description AND its own cached paper, whose abstract reads ""For n = 256 we estimate that 1193 qubits would be necessary"" and whose Section 6 reads ""compared to RSA-3072, we obtain 1193 qubits against 2043"". Nothing compared the note field against the description field or the evidence.",60,active,,,,,,,,,
RFC-2986-PKCS-10-Certification-Request-Syntax-Specification,RFC 2986 — PKCS #10: Certification Request Syntax Specification Version 1.7,https://www.rfc-editor.org/rfc/rfc2986.html,,,2026-08-23,Published (Informational),"This memo represents a republication of PKCS #10 v1.7 from RSA Laboratories' Public-Key Cryptography Standards (PKCS) series, and change control is retained within the PKCS process.",RFC,,IETF,,PQC-REGION-GLOBAL,,,X.509; PKCS #7,,,,,yes,,,library/RFC-2986-PKCS-10-Certification-Request-Syntax-Specification.html,pki-workshop,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by pki-workshop as the CSR format its enrollment flow produces; no catalogue row existed. Found by audit_module_designation_aliases.py 2026-08-23. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: RFC header read from this row's own capture. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
RFC-3526-More-Modular-Exponential-MODP-Diffie-Hellman-groups,RFC 3526 — More Modular Exponential (MODP) Diffie-Hellman groups for IKE,https://www.rfc-editor.org/rfc/rfc3526.html,,,2026-08-23,Published (Standards Track),This document defines new Modular Exponential (MODP) Groups for the Internet Key Exchange (IKE) protocol.,RFC,,IETF,,PQC-REGION-GLOBAL,,,IKE,,,,,yes,,,library/RFC-3526-More-Modular-Exponential-MODP-Diffie-Hellman-groups.html,vpn-ssh-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by vpn-ssh-pqc for its handshake-size figures; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: RFC header read from this row's own capture. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
RFC-4211-Internet-X-509-PKI-Certificate-Request-Message-Form,RFC 4211 — Internet X.509 PKI Certificate Request Message Format (CRMF),https://www.rfc-editor.org/rfc/rfc4211.html,,,2026-08-23,Published (Standards Track),This document describes the Certificate Request Message Format (CRMF) syntax and semantics.,RFC,,IETF,,PQC-REGION-GLOBAL,,,X.509,,,,,yes,,,library/RFC-4211-Internet-X-509-PKI-Certificate-Request-Message-Form.html,pki-enrollment-protocols,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by pki-enrollment-protocols as the payload inside a CMP cert-request body; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: RFC header read from this row's own capture. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
RFC-5816-ESSCertIDv2-Update-for-RFC-3161,RFC 5816 — ESSCertIDv2 Update for RFC 3161,https://www.rfc-editor.org/rfc/rfc5816.html,,,2026-08-23,Published (Standards Track),"This document updates RFC 3161 . It allows the use of ESSCertIDv2, as defined in RFC 5035 , to specify the hash of a signer certificate when the hash is calculated with a function other than the Secure Hash Algorithm (SHA-1).",RFC,,IETF,,PQC-REGION-GLOBAL,,,Time-Stamp Protocol (TSP),,,,,yes,,,library/RFC-5816-ESSCertIDv2-Update-for-RFC-3161.html,trust-services-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by trust-services-pqc alongside ETSI EN 319 422; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: RFC header read from this row's own capture. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
RFC-6066-Transport-Layer-Security-TLS-Extensions-Extension-D,RFC 6066 — Transport Layer Security (TLS) Extensions: Extension Definitions,https://www.rfc-editor.org/rfc/rfc6066.html,,,2026-08-23,Published (Standards Track),This document provides specifications for existing TLS extensions.,RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS 1.2; TLS 1.1; TLS 1.0,,,,,yes,,,library/RFC-6066-Transport-Layer-Security-TLS-Extensions-Extension-D.html,pki-workshop,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by pki-workshop for OCSP stapling; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: RFC header read from this row's own capture. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
RFC-7512-The-PKCS-11-URI-Scheme,RFC 7512 — The PKCS #11 URI Scheme,https://www.rfc-editor.org/rfc/rfc7512.html,,,2026-08-23,Published (Standards Track),"This memo specifies a PKCS #11 Uniform Resource Identifier (URI) Scheme for identifying PKCS #11 objects stored in PKCS #11 tokens and also for identifying PKCS #11 tokens, slots, or libraries.",RFC,,IETF,,PQC-REGION-GLOBAL,,,,,,,,yes,,,library/RFC-7512-The-PKCS-11-URI-Scheme.html,cbom,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by cbom; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: RFC header read from this row's own capture. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
RFC-9360-CBOR-Object-Signing-and-Encryption-COSE-Header-Para,RFC 9360 — CBOR Object Signing and Encryption (COSE): Header Parameters for Carrying and Referencing X.509 Certificates,https://www.rfc-editor.org/rfc/rfc9360.html,,,2026-08-23,Published,,RFC,,IETF,,PQC-REGION-GLOBAL,,,COSE; X.509,,,,,yes,,,library/RFC-9360-CBOR-Object-Signing-and-Encryption-COSE-Header-Para.html,confidential-computing,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by confidential-computing for attestation token structure; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: published RFC; capture verified to open with this RFC number. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-38B-Recommendation-for-Block-Cipher-Modes-of-Ope,NIST SP 800-38B — Recommendation for Block Cipher Modes of Operation: the CMAC Mode for Authentication,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-38B.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,,,,,,yes,,,library/NIST-SP-800-38B-Recommendation-for-Block-Cipher-Modes-of-Ope.pdf,automotive-pqc; emv-payment-pqc; entropy-randomness,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by automotive-pqc, emv-payment-pqc and entropy-randomness as the CMAC specification; no catalogue row existed. Captured as the NIST PDF, not the CSRC landing page. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-38F-Recommendation-for-Block-Cipher-Modes-of-Ope,NIST SP 800-38F — Recommendation for Block Cipher Modes of Operation: Methods for Key Wrapping,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-38F.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,,,,,,yes,,,library/NIST-SP-800-38F-Recommendation-for-Block-Cipher-Modes-of-Ope.pdf,confidential-computing; kms-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by confidential-computing and kms-pqc as the AES-KW specification; no catalogue row existed. Captured as the NIST PDF. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-38A-Recommendation-for-Block-Cipher-Modes-of-Ope,NIST SP 800-38A — Recommendation for Block Cipher Modes of Operation: Methods and Techniques,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-38a.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,,,,,,yes,,,library/NIST-SP-800-38A-Recommendation-for-Block-Cipher-Modes-of-Ope.pdf,network-security-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by network-security-pqc; no catalogue row existed. Captured as the NIST PDF (legacy nvlpubs path, matching the sibling 800-38D row). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-207A-A-Zero-Trust-Architecture-Model-for-Access,NIST SP 800-207A — A Zero Trust Architecture Model for Access Control in Cloud-Native Applications in Multi-Location Environments,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207A.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,HTTP; mTLS; BGP; eBPF,,,,,yes,,,library/NIST-SP-800-207A-A-Zero-Trust-Architecture-Model-for-Access.pdf,network-security-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by network-security-pqc; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-89-Recommendation-for-Obtaining-Assurances-for-D,NIST SP 800-89 — Recommendation for Obtaining Assurances for Digital Signature Applications,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-89.pdf,,,2026-08-23,Final,Entities participating in the generation or verification of digital signatures depend on the authenticity of the process.,Standard,,NIST,,US,,,,,,,,yes,,,library/NIST-SP-800-89-Recommendation-for-Obtaining-Assurances-for-D.pdf,code-signing,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by code-signing alongside FIPS 204; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-60-Vol-1-Rev-1-Guide-for-Mapping-Types-of-Inform,NIST SP 800-60 Vol. 1 Rev. 1 — Guide for Mapping Types of Information and Information Systems to Security Categories,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-60v1r1.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,,,,,,yes,,,library/NIST-SP-800-60-Vol-1-Rev-1-Guide-for-Mapping-Types-of-Inform.pdf,compliance-strategy; data-asset-sensitivity,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by compliance-strategy and data-asset-sensitivity for data classification; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-128-Guide-for-Security-Focused-Configuration-Man,NIST SP 800-128 — Guide for Security-Focused Configuration Management of Information Systems,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-128.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,TLS; IPsec,,,,,yes,,,library/NIST-SP-800-128-Guide-for-Security-Focused-Configuration-Man.pdf,compliance-strategy,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by compliance-strategy in its audit-readiness checklist; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
FIPS-200-Minimum-Security-Requirements-for-Federal-Informati,FIPS 200 — Minimum Security Requirements for Federal Information and Information Systems,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.200.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,,,,,,yes,,,library/FIPS-200-Minimum-Security-Requirements-for-Federal-Informati.pdf,data-asset-sensitivity,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by data-asset-sensitivity alongside SP 800-37; no catalogue row existed. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
NIST-SP-800-161r1-upd1-Cybersecurity-Supply-Chain-Risk-Manag,NIST SP 800-161r1-upd1 — Cybersecurity Supply Chain Risk Management Practices for Systems and Organizations,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-161r1-upd1.pdf,,,2026-08-23,Final,,Standard,,NIST,,US,,,,,,,,yes,,,library/NIST-SP-800-161r1-upd1-Cybersecurity-Supply-Chain-Risk-Manag.pdf,compliance-strategy; secure-boot-pqc; vendor-risk,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Named by compliance-strategy and vendor-risk; no catalogue row existed. r1 was fetched first and its OWN first page reads 'Withdrawn NIST Technical Series Publication ... superseded by NIST SP 800-161r1-upd1, November 1, 2024', so upd1 is what the catalogue holds. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: NIST publication; capture checked for a Withdrawn notice and carries none. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
ISO-IEC-11889-2015-Information-technology-Trusted-Platform-M,ISO/IEC 11889:2015 — Information technology — Trusted Platform Module Library,https://www.iso.org/standard/66510.html,,,2026-08-23,Published (full text behind ISO paywall — not held),,Standard,,ISO/IEC,,PQC-REGION-GLOBAL,,,,,,,,no,,paid,library/ISO-IEC-11889-2015-Information-technology-Trusted-Platform-M.html,automotive-pqc; secure-boot-pqc,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as ISO-IEC-11889-2015-Information-technology-Trusted-Platform-M.html, drop in local-evidence-cache/_inbox/). Human note: Named by automotive-pqc and secure-boot-pqc as the TPM 2.0 standard. PAYWALLED: iso.org sells this; no cached proof is possible without bypassing the paywall, which the standing rule forbids. | 2026-08-23: access_type=paid, downloadable=no. ISO sells this standard; the site must never present a shop page as a free download (C4P). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: identity known from the ISO catalogue entry; the standard itself is sold and is NOT held. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",60,active,,,,,,,,,
ISO-IEC-27005-2022-Guidance-on-managing-information-security,ISO/IEC 27005:2022 — Guidance on managing information security risks,https://www.iso.org/standard/72892.html,,,2026-08-23,Published (full text behind ISO paywall — not held),,Standard,,ISO/IEC,,PQC-REGION-GLOBAL,,,,,,,,no,,paid,,data-asset-sensitivity,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as ISO-IEC-27005-2022-Guidance-on-managing-information-security.html, drop in local-evidence-cache/_inbox/). Human note: Named by data-asset-sensitivity. PAYWALLED: no cached proof possible. | 2026-08-23: access_type=paid, downloadable=no. ISO sells this standard; the site must never present a shop page as a free download (C4P). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: identity known from the ISO catalogue entry; the standard itself is sold and is NOT held. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent. | 2026-08-30: local_file cleared -- the file it pointed at is mislabeled (its actual content is ISO/IEC 15408-2:2022, a different standard, confirmed by reading the cached HTML title and body, not just the filename). Row itself already correctly stated PAYWALLED/downloadable=no; the stray local_file was the only inconsistency. No replacement evidence acquired -- still needs a real ISO/IEC 27005:2022 capture via ingest_manual_evidence.py.",60,active,,,,,,,,,
ISO-IEC-15408-1-2022-Evaluation-criteria-for-IT-security-Com,ISO/IEC 15408-1:2022 — Evaluation criteria for IT security (Common Criteria) — Part 1: Introduction and general model,https://www.iso.org/standard/72891.html,,,2026-08-23,Published (full text behind ISO paywall — not held),,Standard,,ISO/IEC,,PQC-REGION-GLOBAL,,,,,,,,no,,paid,library/ISO-IEC-15408-1-2022-Evaluation-criteria-for-IT-security-Com.html,standards-bodies,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as ISO-IEC-15408-1-2022-Evaluation-criteria-for-IT-security-Com.html, drop in local-evidence-cache/_inbox/). Human note: Named by standards-bodies as the basis of the Common Criteria mutual recognition arrangement. PAYWALLED. | 2026-08-23: access_type=paid, downloadable=no. ISO sells this standard; the site must never present a shop page as a free download (C4P). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: identity known from the ISO catalogue entry; the standard itself is sold and is NOT held. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",60,active,,,,,,,,,
ISO-IEC-19794-2-2011-Biometric-data-interchange-formats-Part,ISO/IEC 19794-2:2011 — Biometric data interchange formats — Part 2: Finger minutiae data,https://www.iso.org/standard/50864.html,,,2026-08-23,Published (full text behind ISO paywall — not held),,Standard,,ISO/IEC,,PQC-REGION-GLOBAL,,,,,,,,no,,paid,library/ISO-IEC-19794-2-2011-Biometric-data-interchange-formats-Part.html,healthcare-pqc,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as ISO-IEC-19794-2-2011-Biometric-data-interchange-formats-Part.html, drop in local-evidence-cache/_inbox/). Human note: Named by healthcare-pqc for minutiae-based fingerprint representation. PAYWALLED. | 2026-08-23: access_type=paid, downloadable=no. ISO sells this standard; the site must never present a shop page as a free download (C4P). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: identity known from the ISO catalogue entry; the standard itself is sold and is NOT held. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",60,active,,,,,,,,,
ISO-IEC-20085-1-2019-Test-tool-requirements-and-test-tool-ca,ISO/IEC 20085-1:2019 — Test tool requirements and test tool calibration methods for use in testing non-invasive attack mitigation techniques in cryptographic modules,https://www.iso.org/standard/70826.html,,,2026-08-23,Published (full text behind ISO paywall — not held),,Standard,,ISO/IEC,,PQC-REGION-GLOBAL,,,,,,,,no,,paid,library/ISO-IEC-20085-1-2019-Test-tool-requirements-and-test-tool-ca.html,standards-bodies,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as ISO-IEC-20085-1-2019-Test-tool-requirements-and-test-tool-ca.html, drop in local-evidence-cache/_inbox/). Human note: Named by standards-bodies as a KEM reference in development. PAYWALLED. | 2026-08-23: access_type=paid, downloadable=no. ISO sells this standard; the site must never present a shop page as a free download (C4P). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: identity known from the ISO catalogue entry; the standard itself is sold and is NOT held. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",60,active,,,,,,,,,
ISO-IEC-7816-4-2020-Identification-cards-Integrated-circuit,"ISO/IEC 7816-4:2020 — Identification cards — Integrated circuit cards — Part 4: Organization, security and commands for interchange",https://www.iso.org/standard/54550.html,,,2026-08-23,Published (full text behind ISO paywall — not held),,Standard,,ISO/IEC,,PQC-REGION-GLOBAL,,,,,,,,no,,paid,library/ISO-IEC-7816-4-2020-Identification-cards-Integrated-circuit.html,crypto-dev-apis,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as ISO-IEC-7816-4-2020-Identification-cards-Integrated-circuit.html, drop in local-evidence-cache/_inbox/). Human note: Named by crypto-dev-apis alongside PKCS#11. PAYWALLED. | 2026-08-23: access_type=paid, downloadable=no. ISO sells this standard; the site must never present a shop page as a free download (C4P). | 2026-08-23: completed out of ""Unverified — needs review"". Basis: identity known from the ISO catalogue entry; the standard itself is sold and is NOT held. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",60,active,,,,,,,,,
