software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Cisco IOS XR,CSC-032,Network Operating Systems,OS,"Yes (ACVP: ML-DSA, ML-KEM)","Cisco IOS XR is the service-provider routing OS for ASR 9000, NCS, and 8000 platforms. PQC IPsec and TLS migration expected to follow IOS XE 26 roadmap; formal IOS XR PQC release not yet announced as of Q1 2026.",Proprietary,Commercial,24.4,2025-10,Yes (Trusted),Critical,ASR9000 NCS8000 Cisco8000,Service Provider Government Defense,https://xrdocs.io/asr9000/blogs/2024-04-pqc/,https://github.com/ios-xr,Service-provider OS for carrier-grade routers and optical transport. PQC IPsec migration required for government and critical infrastructure networks; roadmap expected to align with IOS XE 26 PQC feature set.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",5g-security;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Cisco Catalyst Center,CSC-033,Network Security Software,Application,"Yes (ACVP: ML-DSA, ML-KEM)",Cisco Catalyst Center (formerly DNA Center) is the enterprise network management and intent-based networking platform. TLS connections to managed devices and northbound APIs require ML-KEM hybrid migration. PQC roadmap follows Cisco enterprise security timeline.,Proprietary,Commercial,2.3.7,2025-09,No,High,Cisco Appliance VM,Enterprise Government,https://www.cisco.com/c/en/us/products/cloud-systems-management/dna-center/index.html,,Enterprise network management platform for intent-based networking and AI-driven operations. TLS and PKI exposure across management plane requires quantum-safe upgrade as managed infrastructure migrates to PQC.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",network-security-pqc,VND-008,cisco-systems,
Cisco Identity Services Engine (ISE),CSC-042,Identity & Access Management (IAM),Security Stack,Unknown,,Proprietary,Commercial,3.4,2025-06,Yes (Trusted),Critical,Cisco Appliance VM Cloud,Enterprise Government Healthcare Finance,https://www.cisco.com/c/en/us/products/security/identity-services-engine/index.html,,Network access control and policy platform. Certificate-based EAP-TLS authentication and RADIUS/TLS management plane exposure make ISE a critical PQC migration dependency across enterprise and government networks.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup,migrate",iam-pqc;network-security-pqc;pki-workshop,VND-008,cisco-systems,
Red Hat OpenShift,CSC-055,Container Orchestration & Service Mesh,Cloud,Unknown,,Proprietary,Commercial (Subscription),4.16,2024-12,Partial (RHEL FIPS module; PQC not in FIPS module),High,Linux Cloud On-Premise,Enterprise Government Finance Healthcare,https://docs.openshift.com/,https://github.com/openshift,Enterprise Kubernetes platform with PQC-capable TLS via RHEL 9 OpenSSL stack. Service mesh and ingress controller migration required for quantum-safe east-west and north-south traffic. Critical platform for containerized workloads requiring CNSA 2.0 compliance.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup,migrate",crypto-dev-apis;healthcare-pqc;migration-program;network-security-pqc,VND-032,red-hat,
DigiCert CertCentral,CSC-041,Certificate Lifecycle Management,Cloud,Unknown,,Proprietary,Commercial (SaaS),Current,2025,Yes (CA infrastructure FIPS 140-3),Critical,Web Cloud,Enterprise Government Finance Healthcare,https://www.digicert.com/certcentral/,,Enterprise certificate management portal for TLS S/MIME and code signing certificates. PQC hybrid certificate issuance available; underpins the DigiCert Trust Lifecycle Manager platform for enterprise quantum-safe PKI migration.,Trusted Vendor,Partially Verified,2026-03-28,"migrate,launch",arch-quantum-impact;compliance-strategy;merkle-tree-certs;pki-workshop,VND-012,digicert,
DigiCert ONE,CSC-041,Certificate Lifecycle Management,Cloud,Unknown,,Proprietary,Commercial (SaaS),Current,2025,Yes (CA infrastructure FIPS 140-3),Critical,Cloud On-Premise,Enterprise Government Finance Healthcare,https://www.digicert.com/digicert-one,,"Enterprise-grade unified CLM platform with PQC hybrid certificate support. Consolidates PKI, device trust, document signing, and software signing under one management plane. Critical migration platform for organizations with large certificate inventories.",Trusted Vendor,Partially Verified,2026-03-28,"migrate,launch",arch-quantum-impact;compliance-strategy;merkle-tree-certs;pki-workshop,VND-012,digicert,
Entrust Identity as a Service (IDaaS),CSC-042,Identity & Access Management (IAM),Cloud,Unknown,,Proprietary,Commercial (SaaS),Current,2025,Yes (FIPS 140-3 via nShield),High,Cloud,Enterprise Government Finance,https://www.entrust.com/resources/product-brief/entrust-identity-as-a-service-brief,,Cloud IAM and MFA platform requiring PQC migration for authentication token signing and TLS session key establishment. Leverages Entrust PKI and nShield HSM infrastructure for eventual quantum-safe credential lifecycle management.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",digital-id;iam-pqc;migration-program,VND-013,entrust,
Crypto4A QxEDGE,CSC-002,HSM & Hardware Security,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)","Crypto4A QxEDGE is a purpose-built edge security appliance delivering PQC-native HSM capabilities for IoT, OT, and edge computing environments. Supports ML-KEM, ML-DSA, SLH-DSA, XMSS, and LMS. Designed for deployment in resource-constrained and air-gapped edge networks.",Proprietary,Commercial,Current,2025,Pending (FIPS 140-3 L3 submission),High,Edge Appliance,Government Defense IoT OT,https://crypto4a.com/,,Edge PQC security appliance providing HSM capabilities for IoT and OT environments. Full NIST PQC algorithm suite including stateful hash-based signatures (XMSS/LMS) for secure boot and firmware signing at the network edge.,Trusted Vendor,Partially Verified,2026-03-28,"migrate,launch",aerospace-pqc;hsm-pqc;iot-ot-pqc;secure-boot-pqc,VND-010,cmvp,
Fortinet FortiManager,CSC-033,Network Security Software,Application,Unknown,,Proprietary,Commercial,7.6.2,2025-10,Yes (Trusted),Medium,Fortinet Appliance VM Cloud,Enterprise Government,https://www.fortinet.com/products/management/fortimanager,,Centralized management and analytics platform for FortiGate NGFW deployments. PQC roadmap status unknown — no documentation available.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",network-security-pqc,VND-016,fortinet,
Fortinet FortiAuthenticator,CSC-042,Identity & Access Management (IAM),Security Stack,Unknown,,Proprietary,Commercial,6.6.2,2025-08,Yes (Trusted),Medium,Fortinet Appliance VM,Enterprise Government,https://docs.fortinet.com/product/fortiauthenticator/latest/administration-guide,,"Centralized authentication, certificate management, and SSO appliance for Fortinet Security Fabric. PQC roadmap status unknown — no documentation available.",Trusted Vendor,Verified,2026-03-30,"prepare,rampup",iam-pqc;network-security-pqc;pki-workshop,VND-016,fortinet,
IBM z/OS Cryptographic Services (ICSF),CSC-001,Cryptographic Libraries,Hardware,Yes (with details),"IBM z/OS ICSF (Integrated Cryptographic Service Facility) provides quantum-safe cryptography on IBM Z hardware (z16+). Supports ML-KEM and ML-DSA via z/OS V2.5+ with hardware acceleration through the IBM Crypto Express 8S adapter. Provides quantum-safe API functions for application programs, migrating from Dilithium/Kyber to ML-DSA/ML-KEM per NIST FIPS 203/204. Part of IBM's quantum-safe z/OS infrastructure.",Proprietary,Commercial (IBM),z/OS 3.1,2024-09,Yes (FIPS 140-3 L1 CEX8S),Critical,IBM Z Mainframe,Finance Government Healthcare,https://www.redbooks.ibm.com/redbooks/pdfs/sg248525.pdf,,Mainframe cryptographic services with hardware-accelerated PQC via IBM z16 CPACF chip. On-chip ML-KEM and ML-DSA acceleration without performance penalty. Critical for financial institutions running transaction processing workloads on IBM Z infrastructure.,Trusted Vendor,Verified,2026-03-28,"migrate,launch",arch-quantum-impact;crypto-dev-apis;hsm-pqc;kms-pqc,VND-019,q360-alliance,
IBM Db2,CSC-007,Database Encryption Software,Application,Unknown,,Proprietary,Commercial (IBM),11.5.9,2025-06,Yes (Trusted),High,Linux Windows AIX z/OS,Finance Government Healthcare,https://www.ibm.com/products/db2,,Enterprise relational database requiring quantum-safe TLS migration for client connections and key wrapping upgrades for data-at-rest encryption. Part of IBM Quantum Safe data protection roadmap targeting financial and government data stores.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup,migrate",arch-quantum-impact;data-asset-sensitivity;healthcare-pqc,VND-019,q360-alliance,
IBM MQ,CSC-043,Data Security & Protection,Application,Unknown,,Proprietary,Commercial (IBM),9.3.5,2025-04,Yes (Trusted),High,Linux Windows AIX z/OS Cloud,Finance Government Healthcare,https://www.ibm.com/products/mq,,Enterprise messaging middleware for financial transaction processing. TLS channel security between queue managers requires quantum-safe key exchange migration. Part of IBM Quantum Safe messaging infrastructure roadmap for SWIFT and financial clearing networks.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",arch-quantum-impact;data-asset-sensitivity,VND-019,q360-alliance,
Palo Alto Prisma SASE,CSC-033,Network Security Software,Cloud,Unknown,,Proprietary,Commercial (SaaS),Current,2025,Yes (Trusted),High,Cloud,Enterprise Government,https://www.paloaltonetworks.com/sase,,Cloud-delivered SASE platform with TLS inspection and IPsec requiring quantum-safe migration. SASE edge points terminate large volumes of TLS traffic making ML-KEM hybrid deployment critical for preventing harvest-now-decrypt-later against enterprise traffic.,Trusted Vendor,Verified,2026-03-30,"prepare,rampup",network-security-pqc;vpn-ssh-pqc,VND-031,palo-alto,
GlobalSign Atlas CLM,CSC-041,Certificate Lifecycle Management,Cloud,Unknown,,Proprietary,Commercial (SaaS),Current,2025,Yes (CA FIPS 140-3),High,Cloud,Enterprise Finance Healthcare,https://www.globalsign.com/en/atlas,,Enterprise CLM platform for automated certificate lifecycle management. Separate from GlobalSign Digital Signing Service; Atlas focuses on enterprise TLS and PKI automation. PQC hybrid certificate support expected as root CA infrastructure is upgraded.,Trusted Vendor,Partially Verified,2026-03-28,"rampup,migrate",arch-quantum-impact;merkle-tree-certs;pki-workshop,VND-173,iec,
Sectigo Certificate Manager (SCM),CSC-041,Certificate Lifecycle Management,Cloud,Partial (with scope),"Sectigo Certificate Manager (SCM) is the enterprise CLM platform for TLS, S/MIME, code signing, and IoT certificates. PQC hybrid certificate issuance planned as Sectigo CA infrastructure is upgraded to support ML-DSA. Note: may overlap with Sectigo Certificate Manager product listing — verify naming.",Proprietary,Commercial (SaaS),Current,2025,Yes (CA FIPS 140-3),High,Cloud On-Premise,Enterprise Finance Healthcare Education,https://www.sectigo.com/enterprise-solutions,,"Enterprise CLM platform for certificate automation and lifecycle management. PQC hybrid certificate support roadmapped. Sectigo is one of the world's largest commercial CAs by volume, making its PQC migration timeline significant for the broader internet ecosystem.",Trusted Vendor,Partially Verified,2026-03-28,"rampup,migrate",arch-quantum-impact;merkle-tree-certs;pki-workshop,VND-181,iec,
Fortinet FortiWeb,CSC-033,Network Security Software,Network,Yes (with details),FortiWeb 8.0.3 (December 2025) introduces PQC in TLS 1.3 via OpenSSL 3.5: ML-KEM key exchange groups (mlkem512/mlkem768/mlkem1024) plus hybrid ECC-PQC modes and ML-DSA signature algorithms. CLI-configurable for both client-side server policies and server pool connections.,Commercial,Commercial (Fortinet),8.0.3,2025-12,Yes (FIPS 140-2),High,Dedicated Hardware Virtual Cloud,Enterprise Finance Healthcare Government,https://docs.fortinet.com/document/fortiweb/8.0.3/administration-guide/,,Fortinet FortiWeb is an enterprise Web Application Firewall (WAF). Version 8.0.3 introduced full PQC TLS 1.3 support via OpenSSL 3.5: ML-KEM key exchange (mlkem512/768/1024) hybrid ECC-PQC and ML-DSA certificates — the first Fortinet product with GA PQC support.,Trusted Vendor,Verified,2026-03-28,"prepare,rampup",network-security-pqc,VND-016,fortinet,
SEALSQ QS7001,CSC-034,Hardware Security & Semiconductors,Hardware,Yes (with details),Supports Post Quantum Cryptography algorithms: Crystal Kyber (KEM) and Crystal Dilithium (Signature). Features a dedicated ad-X4 hardware cryptographic accelerator for fast encryption/authentication including PQC acceleration.,,,,,,Medium,,,https://www.sealsq.com/hubfs/6658E_QS7001_20Dec24.pdf?hsLang=en,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Microchip PolarFire,CSC-034,Hardware Security & Semiconductors,Hardware,Unknown,,,,,,,Medium,,,https://www.microchip.com/en-us/about/media-center/blog/2026/post-quantum-cryptography-on-microchip-fpgas,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
PQShield Core,CSC-047,Cryptographic SDKs & Libraries,Application,Unknown,Provides latest NIST-standardized post-quantum and PQ/T Hybrid algorithms in a software environment. Optimized for crypto-agility and FIPS-compliant PQ/T Hybrid solutions to protect against 'Harvest Now Decrypt Later' attacks. Supports smooth transition to quantum resistance.,,,,,,Medium,,,https://pqshield.com/products/pqc-cor/,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
IBM Guardium Safe,CSC-049,Security Testing & Discovery,Application,Planned (with scope),"The product helps organizations ""prepare for PQC readiness,"" ""assess post-quantum cryptography risk,"" and ""assess the efficiency and feasibility of PQC algorithms."" It enables a ""quantum-resilient algorithm posture"" but does not explicitly state that it currently implements specific PQC algorithms in production.",,,,,,Medium,,,https://www.ibm.com/products/guardium-quantum-safe,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Ubuntu 26.04 LTS,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,High,,,https://ubuntu.com/security,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
NXP SE051 Secure Element,CSC-034,Hardware Security & Semiconductors,Hardware,Unknown,,,,,,,Medium,,,https://www.nxp.com/products/security-and-authentication/authentication/edgelock-se051-proven-secure-element-family-for-the-iot:SE051,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
STMicroelectronics ST33KTPM,CSC-034,Hardware Security & Semiconductors,Hardware,"Yes (ACVP: ML-DSA, ML-KEM)",ST33K Series: First PQC-Protected TPM Roadmap,,,,,,Medium,,,https://www.st.com/en/secure-mcus/st33k-series-pqc.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
IDEMIA PQC Accelerator,CSC-032,Telecom & 5G Security,Network,"Yes (based on Keccak; supports NIST standardized algorithms ML-KEM, ML-DSA, SLH-DSA)","Hardware accelerator utilizing Keccak to offload intensive tasks from the main processor. Optimizes performance for quantum-resistant algorithms standardized by NIST: ML-KEM (FIPS 203), ML-DSA (FIPS 204), and SLH-DSA (FIPS 205). Designed for seamless transition without compromising speed.",,,,,,High,,,https://www.idemia.com/press-release/idemia-secure-transactions-announces-its-first-hardware-accelerator-designed-post-quantum-cryptography-2025-03-18,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Adva FSP 3000 S-Flex,CSC-009,Network Encryptors,Network,Unknown,"The solution delivers quantum-safe Layer 1 encryption utilizing post-quantum cryptography (PQC) and post-quantum key exchange. It is approved by the German Federal Office for Information Security (BSI) for VS-NfD and EU/NATO-restricted data, protecting against harvest-now, decrypt-later attacks.",,,,,,High,,,https://www.advasecurity.com/en/newsroom/press-releases/20250925-adva-network-security-scores-world-first-with-bsi-approved-400g-encryption-solution,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
Qualcomm Snapdragon SPU,CSC-034,Hardware Security & Semiconductors,Hardware,Unknown,,,,,,,Medium,,,https://www.qualcomm.com/products/mobile/snapdragon/smartphones/snapdragon-8-series-mobile-platforms,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
CryptoNext COMPASS Probe,CSC-049,Security Testing & Discovery,Application,Unknown,"The product features enhanced security with encrypted communications using post-quantum TLS 1.3. It is part of a suite designed to help organizations map assets and prepare for PQC migration, but the probe itself primarily detects existing protocols rather than implementing PQC algorithms for data protection beyond its own management interface.",,,,,,Medium,,,https://www.cryptonext-security.com/en/products-cryptography-discovery-and-inventory/,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
Citrix CVAD,CSC-036,Remote Access and VDI Software,Application,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Citrix: Virtual Apps & Desktops Security Baseline,,,,,,Medium,,,https://www.citrix.com/products/citrix-virtual-apps-and-desktops/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Microsoft RDS,CSC-036,Remote Access and VDI Software,Application,Unknown,,,,,,,Medium,,,https://learn.microsoft.com/en-us/windows-server/remote/remote-desktop-services/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Zscaler ZTE,CSC-040,Web & Application Security,Network,Yes (with details: Supports hybrid PQC key exchange using ML-KEM/FIPS 203 and Pre-shared Post-Quantum Keys (PPK) for IPsec).,"Provides real-time inline inspection of PQC traffic via hybrid PQC key exchange in TLS 1.2/1.3, auto-detecting ML-KEM (FIPS 203) and Open Quantum Safe groups alongside classical curves. Supports IPsec with Pre-shared Post-Quantum Keys (PPK) per RFC 8784 to protect IKE key derivation against quantum attacks without requiring full PQC algorithms in the exchange.",,,,,,Medium,,,https://www.zscaler.com/products/zscaler-zero-trust-exchange,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Akamai Edge,CSC-040,Web & Application Security,Network,Yes (with details),"Supports ML-KEM based hybrid key exchange for transport layer security (TLS) 1.3. Available via ""Post Quantum Cryptography Client to Edge"" behavior for Enhanced TLS hostnames. Can be disabled if high latency or error rates occur. Limited availability; requires contacting Akamai representative.",,,,,,Medium,,,https://www.akamai.com/products/cloud-computing,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
JetBrains TeamCity 2026.1,CSC-050,Supply Chain & DevSecOps,Application,Unknown,,,,,,,Medium,,,https://www.jetbrains.com/help/teamcity/roadmap-outline.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Keyfactor 2026 Trends,CSC-013,PKI & Certificate Lifecycle,Application,Planned (with timeline),"The document states Keyfactor is a leader in ""post-quantum readiness"" and predicts vendors will release products with PQC capabilities in 2026. It mentions a ""PQC Lab"" sandbox for getting quantum-ready but does not explicitly state that the core production platform currently supports specific PQC algorithms or hybrid modes.",,,,,,Critical,,,https://www.keyfactor.com/blog/keyfactor-2026-trends-predictions/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
AppViewX Spring 2026,CSC-013,PKI & Certificate Lifecycle,Application,Planned (with timeline: Spring 2026 release focuses on readiness and visibility),The Spring 2026 release expands cryptographic visibility to support post-quantum cryptography (PQC) initiatives through enhanced agentless discovery of certificates and cipher usage. It enables planning for PQC readiness and modernization but does not explicitly state the implementation of specific PQC algorithms or production support yet.,,,,,,Critical,,,https://www.appviewx.com/blogs/spring-2026-product-release/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Sectigo 2026 Predictions,CSC-013,PKI & Certificate Lifecycle,Application,"Planned (with timeline: 2026 execution, standards maturity by end of 2026)","The document is a prediction article, not a product specification. It states that 2026 will be the year of PQC execution with pilot rollouts and automation. It mentions NIST finalizing foundational standards in 2024 and expects formal definitions for PQC versions of major certificate types by end of 2026. No specific algorithms or implementation details for Sectigo products are provided.",,,,,,Critical,,,https://www.sectigo.com/blog/2026-key-pki-trends-predictions,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Entrust Cryptographic Platform,CSC-013,PKI & Certificate Lifecycle,Application,Unknown,"The platform advances full-stack PQC readiness through expansion announced in February 2026. It integrates hardware security modules, PKI, certificate life-cycle management, discovery, and compliance governance to support enterprise quantum preparedness and crypto-agility. Specific algorithms are not listed.",,,,,,Critical,,,https://my.idc.com/getdoc.jsp?containerId=US54358126&pageType=PRINTFRIENDLY,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
Venafi TLS PQC Continuity,CSC-013,PKI & Certificate Lifecycle,Application,Planned (with details),"This is an Internet-Draft proposing a TLS extension (`pq_cert_available`) to prevent downgrade attacks during PQC migration. It allows clients to cache server commitments to use PQC algorithms (specifically referencing ML-DSA, SLH-DSA, and composites). It is not a software product but a protocol specification under development.",,,,,,Critical,,,https://datatracker.ietf.org/doc/draft-sheffer-tls-pqc-continuity/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Sectigo Cert Manager 2026,CSC-013,PKI & Certificate Lifecycle,Application,Planned (with timeline),"The document states that 2026 will be the year of execution for PQC, with enterprises pivoting to pilot rollouts and full automation. It mentions NIST finalizing foundational standards in 2024 and PQC appearing in TLS handshakes by 2026. Specific algorithms are not listed, but ""quantum-safe key exchange"" is noted as the first practical step.",,,,,,Critical,,,https://www.sectigo.com/blog/2026-key-pki-trends-predictions,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Xiphera XIP6110B,CSC-034,Hardware Security & Semiconductors,Hardware,"Yes (ACVP: ML-DSA, ML-KEM)",NIST CAVP \#A7679: ML-KEM Hardware IP Core Validation,,,,,,Medium,,,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19412,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
A10 Networks Thunder ADC,CSC-003,Network Security Appliances,Network,Unknown,,,,,,,Medium,,,https://www.a10networks.com/products/thunder-adc/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Citrix ADC (NetScaler),CSC-003,Network Security Appliances,Network,Yes (with details),"Production-ready, NIST-aligned hybrid post-quantum cryptography using X25519 + ML-KEM768. Provides forward-looking protection and backward compatibility. Available now for external-facing services.",,,,,,Medium,,,https://www.netscaler.com/blog/news/quantum-safe-networking-with-netscaler/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
VanDyke SecureCRT 10.x,CSC-010,VPN & SSH,Network,Unknown,,,,,,,High,,,https://www.vandyke.com/products/securecrt/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Dogtag Certificate System,CSC-013,PKI & Certificate Lifecycle,Application,Unknown,,,,,,,Critical,,,https://www.dogtagpki.org/wiki/PKI_Main_Page,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
IBM z/VSE,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.ibm.com/it-infrastructure/z/os/zvse,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Unisys ClearPath Forward,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.unisys.com/solutions/enterprise-computing/clearpath-forward/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
NXP EdgeLock SE051H,CSC-034,Hardware Security & Semiconductors,Hardware,Unknown,,,,,,,Medium,,,https://www.nxp.com/products/security-and-authentication/authentication/edgelock-se051-proven-secure-element-family-for-the-iot:SE051,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Lattice MachXO5-NX,CSC-034,Hardware Security & Semiconductors,Hardware,Yes (with details),"Supports full suite of CNSA2.0 prescribed PQC algorithms including LMS, XMSS, ML-DSA, ML-KEM, and SLH-DSA. PQC services (XMSS/LMS, ML-DSA, ML-KEM) are available specifically in TDQ devices to address quantum threats.",,,,,,Medium,,,https://www.latticesemi.com/Products/FPGAandCPLD/MachXO5-NX,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
AMD Versal Adaptive SoC,CSC-034,Hardware Security & Semiconductors,Hardware,Unknown,,,,,,,Medium,,,https://www.amd.com/en/products/adaptive-socs-fpgas/versal.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
IBM Storage Scale 5.2,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.ibm.com/docs/en/storage-scale/5.2.0?topic=introduction-whats-new-in-storage-scale,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
NetApp ONTAP 9.16,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.netapp.com/data-management/ontap-data-management-software/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Pure Storage Purity//FA 6.6,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://support.purestorage.com/FlashArray/PurityFA/Purity_Release_Notes,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Dell PowerStore OS 4.0,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.dell.com/en-us/dt/storage/powerstore-storage-appliance.htm,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
HPE Alletra MP,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.hpe.com/us/en/storage/alletra.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Veeam Data Platform v13,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.veeam.com/data-platform.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Commvault Cloud,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.commvault.com/platform,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Veritas NetBackup 10.5,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.veritas.com/protection/netbackup,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Rubrik Security Cloud,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.rubrik.com/product/rubrik-security-cloud,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Cohesity DataCloud,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.cohesity.com/products/datacloud/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
QuintessenceLabs qSOC,CSC-001,Cloud Key Management,Application,Unknown,"The Trusted Security Foundation (TSF) provides PQC crypto-agile key management supporting the latest NIST Quantum Resistant Algorithms. The qConnect Quantum Safe Key Distributor enables quantum safe key distribution using NIST approved PQC algorithms, standard industry protocols, and supports hybrid QKD/PQC key delivery. Integration with PQShield quantum resistant algorithm implementations is described for TSF KMS and qClient SDK.",,,,,,Medium,,,https://www.quintessencelabs.com/products/qsoc-quantum-security-operations-center/,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
Zerto 11.0,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.zerto.com/zerto-it-resilience-platform/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Druva Data Resiliency Cloud,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.druva.com/products/data-resiliency-cloud/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Scality RING9,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://www.scality.com/products/ring/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Amazon Web Services (AWS),CSC-001,Cloud Key Management,Application,"Yes (ACVP: ML-DSA, ML-KEM)",AWS: Post-Quantum TLS Support in AWS KMS and Certificate Manager,,,,,,High,,,https://aws.amazon.com/blogs/security/post-quantum-tls-now-supported-in-aws-kms/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Microsoft Azure,CSC-001,Cloud Key Management,Application,Partial (with scope),"PQC algorithms (ML-KEM, ML-DSA) are available through CNG and Certificate functions for Windows Insiders and Linux. TLS 1.3 hybrid key exchange is enabled in SymCrypt-OpenSSL v1.9.0. Full transition of services planned by 2033, with early adoption starting 2029.",,,,,,High,,,https://www.microsoft.com/en-us/security/blog/2025/08/20/quantum-safe-security-progress-towards-next-generation-cryptography/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
VMware ESXi 9.0,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.vmware.com/products/esxi-and-esx.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
