software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags,proof_url,proof_publication_date,proof_relevant_info,validation_result,correction_notes
Ascertia ADSS PKI Server,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,"Yes (ML-KEM, ML-DSA, SLH-DSA, Classic McEliece)","Supports ML-KEM (FIPS 203/Kyber), ML-DSA (FIPS 204/Dilithium), SLH-DSA (FIPS 205/SPHINCS+), and Classic McEliece. Offers a PQC Starter Kit and POC for enterprise migration.",Commercial,Commercial,,,,High,Windows Linux,Government Finance Enterprise,https://www.ascertia.com/,,Enterprise PKI platform with ML-KEM and ML-DSA certificate issuance. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-31,"assess,migrate",pki-workshop;arch-quantum-impact,VND-231,pki-consortium,no-local-doc,https://blog.ascertia.com/quantum-readiness-guide-securing-digital-trust-in-the-quantum-era,2025,ADSS PKI Server creates CAs and issues X.509 certs with PQ algorithms.,VALIDATED,PQC support validated with digital proof.
Codegic Khatim PKI Server,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (experimental support for Dilithium algorithms in v5.0),"Khatim PKI Server v5.0 offers experimental support for PQC, specifically the Dilithium algorithm (levels 2, 3, and 5). It supports generating CA certificates, CRLs, OCSP responses, Timestamp responses, End Entity certificates, and PKCS#1 signatures using Dilithium. Note: Windows OS currently does not support verifying these PQC certificates. Future support for PAdES, XAdES, CAdES, JAdES, and ASic is planned.",Commercial,Commercial,5.0,,,High,Linux Windows,Government Finance Enterprise,https://www.codegic.com/khatim-pki-server-post-quantum-cryptography-pqc/,,PKI server with ML-DSA certificate and OCSP signing from v5.0. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;arch-quantum-impact,VND-232,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.codegic.com/khatim-pki-server-post-quantum-cryptography-pqc/,2025,Khatim PKI v5.0: Dilithium signing. CRL signing.,VALIDATED,PQC experimental support validated with digital proof.
CZERTAINLY,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (with details),"Not stated in the provided text. No mention of Post-Quantum Cryptography algorithms, migration plans, or research status.",Open Source,Open Source,,,,High,Kubernetes Cloud,Enterprise Government,https://docs.czertainly.com,https://github.com/CZERTAINLY,Open source PKI platform with full NIST PQC algorithm support including Catalyst composites. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;arch-quantum-impact;hybrid-crypto,VND-233,pki-consortium,pkic-pqccm-verified; web-verified,https://pkic.org/wg/pqc/pqccm/,2024,Listed in PKI Consortium PQC Capabilities Matrix.,VALIDATED,PQC support validated with digital proof.
EVERTRUST STREAM,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (with details),"Supports NIST-approved post-quantum algorithms including ML-DSA, ML-KEM, and SLH-DSA. The platform is described as ""Crypto-Agile,"" allowing the issuance of post-quantum certificates now and transparent migration of existing certificates when Q-day arrives without infrastructure reconstruction.",Commercial,Commercial,,,,High,Cloud On-Premises,Enterprise Government Finance,https://evertrust.io/stream/,,PKI CA/VA/TSA with ML-DSA and Catalyst hybrid certificates. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;hybrid-crypto,VND-234,pki-consortium,doc-extraction; pkic-pqccm-verified,https://evertrust.io/,2025,"Issues/manages pure-PQC and hybrid certs: ML-DSA, Dilithium, Falcon, Sphincs+.",VALIDATED,PQC support validated with digital proof.
EVERTRUST HORIZON,CSC-041,Certificate Lifecycle Management,Security Stack,Planned (with timeline),"The product is described as ""Crypto Agile"" to adapt to an evolving cryptographic world and prepare for disruption. A whitepaper titled ""Preparing for Post-Quantum Migration"" (May 2025) indicates the company provides guidance on preparing for the quantum computing era, but specific PQC algorithms or production implementation details are not stated in the text.",Commercial,Commercial,,,,High,Cloud On-Premises,Enterprise Government Finance,https://evertrust.io/horizon/,,PKI RA and CLM with ML-DSA and Catalyst hybrid certificate management. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;hybrid-crypto,VND-235,pki-consortium,doc-extraction; pkic-pqccm-verified,https://evertrust.io/,2025,"Native Luna HSM v7.9 compatibility for ML-KEM, ML-DSA production.",CORRECTED,CORRECTION: Not merely planned; has native Luna HSM v7.9 PQC compatibility.
Eviden IDnomic PKI,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Planned (with timeline),Post-Quantum Cryptography is a focus; analyzing recent PQC algorithms for support via hybrid certificates allowing coexistence of classic asymmetric cryptography with PQC. Targeting PQC-ready status by End of 2023.,Commercial,Commercial,,,,High,Linux Windows,Government Defense Finance Telecom,https://www.cryptovision.com/en/products/pki-solutions/idnomic-pki-3/,,Enterprise PKI with ML-KEM and ML-DSA for quantum-safe certificates. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;arch-quantum-impact,VND-236,pki-consortium,doc-extraction; pkic-pqccm-verified,https://eviden.com/insights/press-releases/eviden-to-launch-first-post-quantum-ready-solutions-for-digital-identity/,2023,IDnomic PKI became PQC-ready Q4 2023. Hybrid and PQC-only electronic certs.,CORRECTED,CORRECTION: Not planned; PQC-ready since Q4 2023.
MTG AG CARA,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (with details),"The platform supports post-quantum cryptography (PQC) as part of its crypto agility features. It is designed to meet security standards like BSI TR-03145. Specific PQC algorithms are not listed in the text, only general support and a ""PQC Size Calculator"" tool availability.",Commercial,Commercial,"6.10.0 (MTG CLM), 3.13.0 (MTG KMS)",,,High,Linux,Government Enterprise Finance,https://www.mtg.de/en/public-key-infrastructures/corporate-pki/,,German PKI CA with ML-DSA and SLH-DSA. Composite signatures in experimental support. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;standards-bodies,VND-237,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.mtg.de/en/post-quantum-cryptography/pqc-ers/,2025,"ML-DSA, SLH-DSA in official releases. Composite signatures. ML-KEM by Q2 2026.",VALIDATED,PQC support validated with digital proof.
MTG AG CLM,CSC-041,Certificate Lifecycle Management,Security Stack,Partial (with scope),"Supports MLDSA and SLHDSA algorithms. Both are explicitly labeled as ""PQC, experimental"" in the Supported Cryptographic Algorithms section. No production status is stated.",Commercial,Commercial,"6.10.0 (Certificate Lifecycle Manager), 3.13.0 (Key Management System)",,,High,Linux,Government Enterprise Finance,https://docs.mtg.de/enterprise-resource-security/latest/comp-reference.html,,German CLM with ML-DSA and SLH-DSA for PQC certificate lifecycle. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;standards-bodies,VND-238,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.mtg.de/en/public-key-infrastructures/corporate-pki/,2025,"ML-DSA, SLH-DSA supported. ML-KEM by Q2 2026.",VALIDATED,PQC partial support validated with digital proof.
MTG AG KMS,CSC-003,Key Management Systems (KMS),Security Stack,Yes (with details),"Supports Post-Quantum Cryptography (PQC) specifically SLH-DSA and ML-DSA algorithms and their pre-hash variants. Algorithms are usable for CreateKeyPair, ReKeyKeyPair, Register, Locate, Get, Sign, and SignatureVerify operations. Implementation aligns with Draft of KMIP 3.0.",Commercial,Commercial,3.13.0,,,High,Linux,Government Enterprise Finance,https://docs.mtg.de/enterprise-resource-security-kms/latest/release_notes.html,,German KMS with ML-DSA and SLH-DSA for quantum-safe key management. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",kms-pqc;standards-bodies,VND-239,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.mtg.de/en/post-quantum-cryptography/pqc-hsm/,2025,"ML-DSA, SLH-DSA. ML-KEM planned.",VALIDATED,PQC support validated with digital proof.
Nexus Group Certificate Manager,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,No,"Not stated. The document lists support for DSA, EC, and RSA key pairs but contains no mention of Post-Quantum Cryptography algorithms or migration plans.",Commercial,Commercial,8.13,,,High,Cloud On-Premises,Government Enterprise IoT,https://doc.nexusgroup.com/pub/smart-id-certificate-manager,,"Enterprise PKI with ML-KEM, ML-DSA, and SLH-DSA from v8.12+. PKIC PQCCM verified.",Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;arch-quantum-impact,VND-240,pki-consortium,pkic-pqccm-verified,https://www.nexusgroup.com/,2025,Nexus Group: PKI/certificate management. PQC certificate support under development.,VALIDATED_NO_PQC,PQC certificate support under development but not released.
XiPKI,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (with details),"Native support for post-quantum algorithms including ML-DSA (Dilithium: 44, 65, 87), ML-KEM (Kyber: 512, 768, 1024), and composite variants (MLDSA/MLKEM) per draft-ietf-lamps-pq-composite-sigs/kem. Supports X.509 certificates with these algorithms.",Open Source,Apache 2.0,"placeholder-version (specific version number not explicitly stated in text, only referenced as variable)",,,High,Java Cross-Platform,Enterprise Government,https://github.com/xipki/xipki,https://github.com/xipki/xipki,Open source Java PKI with ML-KEM and ML-DSA composite certificate support. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;hybrid-crypto,VND-241,pki-consortium,doc-extraction; pkic-pqccm-verified,https://github.com/xipki/xipki,2025,"Full ML-DSA, ML-KEM, composite algorithm support.",VALIDATED,PQC support validated with digital proof.
Eviden Trustway Proteccio NetHSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,Yes (with details),"The product is described as ""PQC ready"" and aligned with NIST recommendations to protect against ""store now, decrypt later"" threats. It supports specific post-quantum algorithms: ML-DSA (Signature), SLH-DSA (Signature), and ML-KEM (Key exchange). A virtual HSMaaS version is available for testing PQC live.",Commercial,Commercial,,,No (CC certified),Critical,Dedicated Hardware,Government Defense Finance Telecom,https://eviden.com/solutions/digital-security/data-encryption/trustway-proteccio-nethsm/,,"Network HSM with ML-KEM, ML-DSA, and SLH-DSA. CC certified. PKIC PQCCM verified.",Trusted Vendor,Verified,2026-03-31,"prepare,migrate,launch",hsm-pqc;kms-pqc,VND-242,pki-consortium,doc-extraction; pkic-pqccm-verified,https://eviden.com/insights/press-releases/eviden-supports-post-quantum-algorithms-with-its-trustway-proteccio-hsm/,2023-04-05,Trustway Proteccio PQC-ready with CryptoNext. ANSSI qualified. PQC HSMaaS sovereign cloud.,VALIDATED,PQC support validated with digital proof.
I4P Trident HSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Partial (ML-KEM, ML-DSA; hybrid dual-stack; Common Criteria restricted)","Supports ML-KEM/Kyber and ML-DSA/Dilithium including hybrid dual-stack migration. Common Criteria certified. SLH-DSA, LMS, XMSS not confirmed.",Commercial,Commercial,,,No (CC EAL4+),Critical,Dedicated Hardware,Government Finance Enterprise,https://www.i4p.com/,,CC EAL4+ certified network HSM with full NIST PQC algorithm support. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-31,"prepare,migrate,launch",hsm-pqc;kms-pqc,VND-243,pki-consortium,no-local-doc,https://www.i4p.com/products/trident-hsm/,2024,"Trident HSM CC EAL4+: ML-KEM/Kyber, ML-DSA/Dilithium in restricted/CC modes. Hybrid dual-stack.",VALIDATED,PQC support validated with digital proof.
Utimaco uTrust HSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM)","Hardware security module with Quantum Protect firmware supporting ML-KEM, ML-DSA, and LMS. Software simulator available for development and testing.",Commercial,Commercial,,,No (Quantum Protect firmware extension),Critical,Dedicated Hardware,Government Finance Healthcare Defense,https://utimaco.com/data-protection/gp-hsm/application-package/quantum-protect,,"HSM with Quantum Protect firmware for ML-KEM, ML-DSA, LMS. Software simulator available. PKIC PQCCM verified.",Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",hsm-pqc;kms-pqc,VND-244,pki-consortium,pkic-pqccm-verified,https://utimaco.com/news/press-releases/utimaco-launches-quantum-protect-solution-and-free-pqc-simulator,2025-04,"u.trust Se-Series/CSe-Series: ML-KEM (FIPS 203), ML-DSA (FIPS 204), LMS, XMSS.",VALIDATED,PQC support validated with digital proof.
BERTEN MLDS-B235,CSC-034,Hardware Security and Semiconductors,Hardware,Yes (NIST ML-DSA standard via CRYSTALS-Dilithium scheme),"Implements NIST Module-Lattice-Based Digital Signature Standard (ML-DSA) derived from CRYSTALS-Dilithium. Supports security levels 2, 3, and 5 (ML-DSA-44, ML-DSA-65, ML-DSA-87). Includes sequencer, Polynomial Arithmetic Unit, and SHAKE XOF. Features countermeasures against Side-Channel Attacks (SCA), timing, and Simple Power Analysis (SPA). Supports Hedged variant for signing.",Commercial,Commercial (IP License),BDS016 v1.02,,,High,FPGA ASIC,Defense Aerospace Telecom Semiconductors,https://www.bertendsp.com/products/mlds-b235/,,ML-DSA IP Core for FPGA/ASIC. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"prepare,launch",arch-quantum-impact,VND-245,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.bertendsp.com/products/mlds-b235/,2025,FIPS 204 ML-DSA IP core.,VALIDATED,PQC support validated with digital proof.
BERTEN MLKE-B135,CSC-034,Hardware Security and Semiconductors,Hardware,Yes (Implements NIST FIPS 204 ML-DSA derived from CRYSTALS-Dilithium),"Implements the NIST Module-Lattice-Based Digital Signature Standard (ML-DSA) in FPGA, SoC, and ASIC. Supports security levels ML-DSA-44, ML-DSA-65, and ML-DSA-87. Includes countermeasures against Side-Channel Attacks (SCA), timing, and Simple Power Analysis (SPA). Supports Hedged variant for signing.",Commercial,Commercial (IP License),BDS016 v1.02,,,High,FPGA ASIC,Defense Aerospace Telecom Semiconductors,https://www.bertendsp.com/products/mlds-b235/,,ML-KEM IP Core for FPGA/ASIC. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"prepare,launch",arch-quantum-impact,VND-246,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.bertendsp.com/products/mlke-b135/,2025,FIPS 203 ML-KEM IP core.,CORRECTED,CORRECTION: Catalog says FIPS 204 ML-DSA but product is MLKE = ML-KEM (FIPS 203).
CAST KiviPQC-KEM,CSC-034,Hardware Security and Semiconductors,Hardware,Yes (ML-KEM implementation),"Implements Module Lattice-based Key Encapsulation Mechanism (ML-KEM) per NIST FIPS 203. Supports all three parameter sets: ML-KEM-512, ML-KEM-768, and ML-KEM-1024. Offers key generation, encapsulation, and decapsulation procedures. Available in Fast (F) and Tiny (T) versions for ASIC/FPGA integration. Includes protection against timing-based side channel attacks.",Commercial,Commercial (IP License),,,,High,FPGA ASIC,Defense Aerospace Semiconductors,https://www.cast-inc.com/security/encryption-primitives/kivipqc-kem,,ML-KEM IP Core for FPGA/ASIC from CAST Inc. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"prepare,launch",arch-quantum-impact,VND-247,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.cast-inc.com/press-releases/cast-enter-post-quantum-cryptography-era-new-kivipqc-kem-ip-core,2025,ML-KEM IP core with RISC-V processor support.,VALIDATED,PQC support validated with digital proof.
IP Cores PQC1,CSC-034,Hardware Security and Semiconductors,Hardware,Yes (Implements ML-KEM/FIPS-203/Kyber and ML-DSA/FIPS-204/Dilithium),"Implements ML-KEM (FIPS-203, Kyber) and ML-DSA (FIPS-204, Dilithium) algorithms. Supports all FIPS-204 categories (ML-DSA-44, 65, 87) and FIPS-203 levels (ML-KEM-512, 768, 1024). Includes built-in NTT and SHAKE128/SHAKE256/SHA-3 engines. Contains three accelerators: NTT, FIPS-202 (SHA-3/SHAKE), and packing/unpacking. True random number generator is not included but TRNG1 core can be used.",Commercial,Commercial (IP License),,,,High,FPGA ASIC,Defense Aerospace Telecom Semiconductors,https://www.ipcores.com/PQC_IP_core.html,,ML-KEM + ML-DSA combined IP Core for FPGA/ASIC. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"prepare,launch",arch-quantum-impact,VND-248,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.design-reuse.com/news/202528807-ip-cores-inc-announces-new-shipment-of-pqc1-hardware-accelerator-for-post-quantum-cryptography/,2025,ML-KEM and ML-DSA hardware accelerator. Ships in production.,VALIDATED,PQC support validated with digital proof.
Resquant Crypto Accelerator,CSC-034,Hardware Security and Semiconductors,Hardware,"Yes (ML-KEM, ML-DSA, SLH-DSA, XMSS — FPGA/ASIC IP cores)","Hardware PQC accelerator IP core supporting ML-KEM (Kyber), ML-DSA (Dilithium), SLH-DSA (SPHINCS+), XMSS, SHAKE, and AES as FPGA/ASIC IP cores.",Commercial,Commercial (IP License),,,,High,FPGA ASIC,Defense Aerospace Telecom Semiconductors,https://www.resquant.com/,,"Customizable PQC accelerator IP Core with ML-KEM, ML-DSA, SLH-DSA, XMSS. PKIC PQCCM verified.",Trusted Vendor,Pending Verification,2026-03-31,"prepare,launch",arch-quantum-impact,VND-249,pki-consortium,no-local-doc,https://xiphera.com/post-quantum-cryptography/,2025,"ML-KEM, ML-DSA, SLH-DSA, XMSS FPGA/ASIC IP cores.",VALIDATED,PQC support validated with digital proof.
Secure-IC Securyzr,CSC-034,Hardware Security and Semiconductors,Hardware,"Yes (ACVP: ML-DSA, ML-KEM)","Tunable cryptography IP Core for FPGA and ASIC implementing ML-KEM, ML-DSA, and XMSS. Part of Secure-IC embedded security platform.",Commercial,Commercial (IP License),,,,High,FPGA ASIC,Defense Aerospace IoT Automotive Semiconductors,https://www.secure-ic.com/products/securyzr/security-ip/tunable-cryptography/#pqc,,"Tunable PQC IP Core with ML-KEM, ML-DSA, XMSS for embedded security. PKIC PQCCM verified.",Trusted Vendor,Verified,2026-03-30,"prepare,launch",arch-quantum-impact;iot-ot-pqc,VND-250,pki-consortium,pkic-pqccm-verified,https://www.secure-ic.com/news-and-events/news/secure-ic-obtains-the-first-worldwide-cavp-certification-of-post-quantum-cryptography-algorithms-tested-by-serma-safety-security/,2025,"First worldwide CAVP certification for ML-DSA, ML-KEM.",VALIDATED,PQC support validated with digital proof.
CryptoNext Quantum-Safe Library,CSC-001,Cryptographic Libraries,Libraries,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)","Secure post-quantum cryptographic library in C with multi-language wrappers (Rust, Python, Java). Comprehensive NIST PQC support including Catalyst composites, LMS, and XMSS stateful hash-based signatures.",Commercial,Commercial,,,,High,Linux Windows macOS,Government Defense Enterprise,https://www.cryptonext-security.com/en/products-pqc-remediation/,,C library with Rust/Python/Java wrappers. Full NIST PQC + Catalyst + stateful HBS. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-30,migrate,dev-quantum-impact;hybrid-crypto,VND-251,pki-consortium,pkic-pqccm-verified,https://www.cryptonext-security.com/en/products-pqc-remediation/,2025,"NIST validation for ML-DSA, ML-KEM, SLH-DSA.",VALIDATED,PQC support validated with digital proof.
Dell BSAFE Crypto Module for C,CSC-001,Cryptographic Libraries,Libraries,Yes (ACVP: ML-DSA),FIPS 140-3 validated cryptographic module used across Dell Technologies offerings. Supports ML-DSA and LMS. ML-KEM support planned.,Commercial,Commercial,,,Yes (FIPS 140-3),High,Linux Windows,Enterprise Government,https://www.dell.com,,FIPS 140-3 validated crypto module with ML-DSA and LMS. ML-KEM planned. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-30,migrate,dev-quantum-impact;standards-bodies,VND-252,pki-consortium,no-local-doc,https://www.dell.com/support/kbdoc/en-us/000229395/dell-bsafe-crypto-module-quantum-resistant-plugin-3-0-release-advisory,2025,Quantum-Resistant Plugin 3.0 with ML-DSA.,VALIDATED,PQC support validated with digital proof.
Dell BSAFE Crypto-J,CSC-001,Cryptographic Libraries,Libraries,Yes (ACVP: ML-DSA),Java-based FIPS 140-3 validated cryptographic module. Supports ML-DSA and LMS. ML-KEM support planned.,Commercial,Commercial,,,Yes (FIPS 140-3),High,Java Cross-Platform,Enterprise Government,https://www.dell.com,,FIPS 140-3 validated Java crypto library with ML-DSA and LMS. ML-KEM planned. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-30,migrate,dev-quantum-impact;standards-bodies,VND-253,pki-consortium,no-local-doc,https://www.dell.com/support/kbdoc/en-lv/000350987/dell-bsafe-crypto-j-7-1-release-advisory,2025,Version 7.1 ML-DSA support.,VALIDATED,PQC support validated with digital proof.
DigiCert TrustCore SDK,CSC-001,Cryptographic Libraries,Libraries,Planned (with timeline),"The document states industry leaders are using PQC in production and DigiCert supports the journey with developer tools, but does not explicitly state that TrustCore SDK currently implements specific PQC algorithms. It mentions NIST standards ML-KEM, ML-DSA, and SLH-DSA as the target for migration.",Commercial,Commercial,,,,High,Linux Windows macOS,Enterprise IoT,https://labs.digicert.com,,"Crypto SDK with ML-KEM, ML-DSA, SLH-DSA. Part of DigiCert ONE ecosystem. PKIC PQCCM verified.",Trusted Vendor,Verified,2026-03-31,migrate,dev-quantum-impact,VND-254,pki-consortium,doc-extraction; pkic-pqccm-verified,https://dev.digicert.com/en/trustcore-sdk/crypto-interface/post-quantum-cryptographic-algorithms.html,2025-08,"ML-KEM, ML-DSA, SLH-DSA. TLS 1.3 hybrid X25519MLKEM768. Open-source Aug 2025.",CORRECTED,CORRECTION: Not planned; production-ready since Aug 2025.
PQ Code Package,CSC-016,Post-Quantum Cryptography Libraries,Libraries,Yes (with details),"The project builds high-assurance implementations of standards-track PQC algorithms, specifically ML-KEM (FIPS 203) and ML-DSA (FIPS 204). It includes C90, Assembly, and Rust implementations optimized for various environments including embedded microcontrollers. Some code is formally verified for panic freedom and correctness.",Open Source,Apache 2.0,,,,High,Cross-Platform,All industries,https://github.com/pq-code-package,https://github.com/pq-code-package,Linux Foundation high-assurance PQC reference implementations. ML-KEM + ML-DSA. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,migrate,dev-quantum-impact;pqc-testing-validation,VND-255,pki-consortium,doc-extraction; pkic-pqccm-verified,https://github.com/pq-code-package,2024,"Linux Foundation project: formally verified ML-KEM (mlkem-native), ML-DSA (mldsa-native).",VALIDATED,PQC support validated with digital proof.
Cryptomathic CrystalKey 360,CSC-003,Key Management Systems (KMS),Security Stack,Yes (with details),"The platform enables ""true cryptographic agility"" allowing a seamless switch to quantum-safe cryptography or emerging standards without changing individual applications. It supports centralized enforcement of quantum-resistant algorithms and future-proofing operations, though specific PQC algorithm names are not listed in the text.",Commercial,Commercial,,,,High,Cloud On-Premises,Finance Government Enterprise,https://www.cryptomathic.com/products/crystalkey-360,,"Crypto-agile KM platform with ML-DSA, LMS, XMSS. ML-KEM planned. PKIC PQCCM verified.",Trusted Vendor,Verified,2026-03-31,"assess,migrate",kms-pqc;arch-quantum-impact,VND-256,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.cryptomathic.com/quantum-secure-key-management-pqshield-and-cryptomathics-crystalkey360,2025,"XMSS, LMS, ML-DSA lifecycle management. ML-KEM planned.",VALIDATED,PQC support validated with digital proof.
ANKATech ANKASecure,CSC-015,API Security and JWT Libraries,Libraries,"Yes (ML-KEM, ML-DSA, SLH-DSA, Falcon, LMS, XMSS, FrodoKEM, HQC)","REST API/SaaS platform supporting ML-KEM, ML-DSA, SLH-DSA, Falcon, LMS, XMSS, FrodoKEM, and HQC. NIST PQC compliant and NSA CNSA 2.0 aligned.",Commercial,Commercial (SaaS),,,,High,Cloud API,Enterprise Finance Government,https://ankatech.co,,PQC SaaS API platform with full NIST algorithm suite including stateful HBS. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-31,migrate,api-security-jwt;dev-quantum-impact,VND-257,pki-consortium,no-local-doc,https://ankatech.co/,2025,"ML-KEM, ML-DSA, SLH-DSA, Falcon, LMS, XMSS, FrodoKEM, HQC.",VALIDATED,"FN-DSA/FIPS 206 is still in draft - not yet finalized by NIST; HQC was selected as 5th PQC algorithm by NIST in March 2025, standardization in progress | PQC support validated with digital proof."
Ascertia ADSS Signing Server,CSC-009,Digital Signature Software,Security Stack,"Partial (ML-KEM, ML-DSA implemented; SLH-DSA planned H2 2025)",Supports ML-KEM (FIPS 203) and ML-DSA (FIPS 204) for PQC-signed documents and hybrid schemes. SLH-DSA and full PQC timestamp support (PAdES LTA) in progress.,Commercial,Commercial,,,,High,Windows Linux,Government Finance Enterprise,https://www.ascertia.com/,,Enterprise signing server with ML-KEM and ML-DSA. eIDAS compliant. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-31,"assess,migrate",pki-workshop;code-signing-pqc,VND-258,pki-consortium,no-local-doc,https://pkic.org/wg/pqc/pqccm/,2025,"ML-KEM, ML-DSA. SLH-DSA planned 2H 2025.",VALIDATED,PQC partial support validated with digital proof.
Ascertia ADSS Server/SAM,CSC-009,Digital Signature Software,Security Stack,"Partial (ML-KEM, ML-DSA; SLH-DSA planned)",ADSS SAM (Signing and Authentication Module) supports ML-KEM (FIPS 203) and ML-DSA (FIPS 204). SLH-DSA and full timestamp-level PQC pending standardization.,Commercial,Commercial,,,,High,Windows Linux,Government Finance Enterprise,https://www.ascertia.com/,,eIDAS remote signing with ML-KEM and ML-DSA. SAM module for qualified signatures. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-31,"assess,migrate",pki-workshop;code-signing-pqc,VND-259,pki-consortium,no-local-doc,https://pkic.org/wg/pqc/pqccm/,2025,"ML-KEM, ML-DSA partial. SLH-DSA planned.",VALIDATED,PQC partial support validated with digital proof.
Codegic Khatim Sign Server,CSC-009,Digital Signature Software,Security Stack,Partial (experimental support for Dilithium algorithms in v5.0),"Khatim PKI Server v5.0 offers experimental support for PQC, specifically the Dilithium algorithm (levels 2, 3, and 5). It supports generating CA certificates, CRLs, OCSP responses, timestamp responses, end-entity certificates, and PKCS#1 signatures using Dilithium. Note: Windows OS currently does not support verifying these PQC certificates. Future support for PAdES, XAdES, CAdES, JAdES, and ASic is planned.",Commercial,Commercial,5.0,,,High,Linux Windows,Government Finance Enterprise,https://www.codegic.com/khatim-pki-server-post-quantum-cryptography-pqc/,,Server-side signing with ML-DSA from v5.0. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;code-signing-pqc,VND-260,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.codegic.com/khatim-pki-server-post-quantum-cryptography-pqc/,2025,Khatim Sign v5.0: experimental Dilithium algorithms.,VALIDATED,PQC experimental support validated with digital proof.
DigiCert Device Trust Manager,CSC-039,IoT Security,SecSoftware,Partial (ML-DSA for IoT certs; composite hybrid; ML-KEM unconfirmed),"Supports ML-DSA pure PQC certificate issuance and composite ML-DSA+classical hybrid over EST, SCEP, ACME, CMPv2, REST API. ML-KEM and SLH-DSA not yet confirmed in Device Trust Manager docs.",Commercial,Commercial,,,,High,Cloud IoT,IoT Manufacturing Healthcare Automotive,https://labs.digicert.com,,IoT device identity manager with ML-DSA and SLH-DSA. Part of DigiCert ONE. PKIC PQCCM verified.,Trusted Vendor,Pending Verification,2026-03-31,"assess,migrate",iot-ot-pqc;pki-workshop,VND-261,pki-consortium,no-local-doc,https://docs.digicert.com/en/device-trust-manager/get-started/overview/post-quantum-readiness-for-iot.html,2025,"ML-DSA certs for IoT. Pure PQC and hybrid. EST, SCEP, ACME, CMPv2.",VALIDATED,PQC support validated with digital proof.
