source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,patents_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
taurus-group,Taurus SA,Vendor,3_Supporting,EMEA,https://www.taurushq.com/,Swiss digital-asset custody and tokenization infrastructure provider,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
taurus-sa,Taurus SA,Vendor,3_Supporting,,https://taurushq.com,"Taurus SA — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tbs-canada,Treasury Board of Canada Secretariat (TBS),Government,2_Core,Americas,https://www.tbs-sct.gc.ca/,Canadian federal body for digital and security policy; issues SPIN (Security and Privacy Notices) on cryptographic transitions and quantum readiness,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
tc26-russia,"TC26 (Technical Committee 26 for Standardization “Cryptographic Information Protection”, Russia)",Standards_Body,2_Core,EMEA,https://tc26.ru/,Russia's national technical committee for cryptographic standardization (GOST cryptography); maintains a working group on post-quantum cryptographic mechanisms.,Verified,2026-08-07,No,No,No,No,Yes,No,No,No,0,,None,none,Added 2026-08-07 (timeline refresh remediation): resolves a trusted_source_id gap for a Phase-2 intake timeline row.,url_authoritative,,,,2026-08-07,active,,
tcg,Trusted Computing Group,Standards_Body,2_Core,Global,https://trustedcomputinggroup.org/,Hardware security standards including TPM PQC specifications,Verified,2025-12-15,No,Yes,Yes,No,Yes,Yes,No,No,4,2025-01-01,Blocked,library,TCG site blocks automated download,url_authoritative,,,,2026-05-06,active,,
technology-innovation-institute-tii,Technology Innovation Institute (TII),Vendor,3_Supporting,,https://www.tii.ae,"Technology Innovation Institute (TII) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
technology-nexus-secured-business-solutions-ab,Technology Nexus Secured Business Solutions AB,Vendor,3_Supporting,,https://www.nexusgroup.com,"Technology Nexus Secured Business Solutions AB — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
telefonica,Telefonica,Industry_Workgroup,3_Supporting,Europe,https://www.telefonica.com/,"Spanish multinational telecom operator -- opened a dedicated Centre of Excellence for quantum technologies (crypto-agility, PQC) at MWC, March 2025. Verified 2026-07-16.",Verified,2026-07-16,No,No,No,No,Yes,No,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2 follow-up) -- same Industry_Workgroup/3_Supporting tier as ibm-research/cybernetica-ee (a private company's own announcements, not a government body).",url_needs_review,,,,2026-07-16,active,,
telefonica-sa,Telefonica S.A.,Vendor,3_Supporting,,https://www.telefonica.com,"Telefonica S.A. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
telegram-fz-llc,Telegram FZ-LLC,Vendor,3_Supporting,,https://telegram.org,"Telegram FZ-LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tellabs-enterprise-inc,"Tellabs Enterprise, Inc.",Vendor,3_Supporting,,https://www.tellabs.com,"Tellabs Enterprise, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tenable-inc,Tenable Inc.,Vendor,3_Supporting,,https://tenable.com,"Tenable Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
terra-quantum-ag,Terra Quantum AG,Vendor,3_Supporting,,https://terraquantum.swiss,"Terra Quantum AG — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
testsslsh-project,testssl.sh Project,Vendor,3_Supporting,,https://testssl.sh,"testssl.sh Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
thales-research,Thales Data Threat Reports,Industry_Analyst,3_Supporting,Global,https://cpl.thalesgroup.com/resources,Annual cybersecurity threat assessments including quantum risks,Verified,2025-12-15,Yes,Yes,No,Yes,No,No,Yes,No,1,2025-06-02,Active,threats,Fixed tagging: threats_csv,url_needs_review,,,,2026-05-06,active,,
thales-trusted-cyber-technologies,Thales Trusted Cyber Technologies,Vendor,3_Supporting,Americas,https://www.thalestct.com,"US business area of Thales Defense & Security, Inc.; government/defense-focused cybersecurity and crypto products",Verified,2026-07-14,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
threema-gmbh,Threema GmbH,Vendor,3_Supporting,,https://threema.ch,"Threema GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tianocore-community,TianoCore Community,Vendor,3_Supporting,,https://www.tianocore.org/,"TianoCore Community — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tii-uae,Technology Innovation Institute (UAE),Academic,2_Core,EMEA,https://www.tii.ae/,Technology Innovation Institute (Abu Dhabi); cryptography research center with PQC library work,Verified,2026-07-12,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
tiktok-pte-ltd,TikTok Pte. Ltd.,Vendor,3_Supporting,,https://www.tiktok.com,"TikTok Pte. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tno-nl,TNO (Netherlands Org. for Applied Scientific Research),Academic,2_Core,EMEA,https://www.tno.nl/,Netherlands Organisation for Applied Scientific Research; co-author of the AIVD/CWI/TNO PQC Migration Handbook,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
toppan-digital-inc,TOPPAN Digital Inc.,Vendor,3_Supporting,,https://www.toppan.com,"TOPPAN Digital Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
toppan-inc,Toppan Inc.,Vendor,3_Supporting,,https://www.holdings.toppan.com,"Toppan Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tor-project,Tor Project,Vendor,3_Supporting,,https://www.torproject.org,"Tor Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
toshiba-corporation,Toshiba Corporation,Vendor,3_Supporting,,https://toshiba.com,"Toshiba Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
toshiba-research-europe-ltd,Toshiba Research Europe Ltd.,Vendor,3_Supporting,,https://www.toshiba.eu/pages/eu/Research-and-Development,"Toshiba Research Europe Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
traefik-labs,Traefik Labs,Vendor,3_Supporting,EMEA,https://traefik.io/,"Cloud-native reverse proxy vendor, publishes PQC TLS support for Traefik Proxy",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
trail-of-bits,Trail of Bits,Vendor,3_Supporting,,https://www.trailofbits.com,"Trail of Bits — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
trend-micro-inc,Trend Micro Inc.,Vendor,3_Supporting,,https://www.trendmicro.com,"Trend Micro Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
trezor-company-sro,Trezor Company s.r.o.,Vendor,3_Supporting,,https://trezor.io,"Trezor Company s.r.o. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
trustcloud-inc,"TrustCloud, Inc.",Vendor,3_Supporting,,https://www.trustcloud.ai,"TrustCloud, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tse-cc,TSE Common Criteria Certification Scheme (Turkiye),Government,1_Authoritative,EMEA,https://www.tse.org.tr/,"Turkiye Common Criteria certification scheme, operated by the Turkish Standards Institution (TSE).",Verified,2026-07-31,No,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-31 (WP-3.3, remediation plan) -- cross-links the compliance-landscape certification-body row added in the same batch (Phase 5 B1). URL and description sourced from the same real document fetched for that row.",url_needs_review,,,,2026-07-31,active,,
tsinghua-ql,Tsinghua University Quantum Lab,Academic,4_Contextual,APAC,https://www.tsinghua.edu.cn/en/,Chinese quantum computing and PQC research,Verified,2025-12-15,Yes,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
tu-darmstadt,TU Darmstadt (CROSSING / ENCRYPTO),Academic,3_Supporting,Europe,https://www.tu-darmstadt.de/,CROSSING excellence cluster; secure and trustworthy IT; PQC algorithm co-authors,Verified,2026-03-28,Yes,No,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
tubitak-bilgem-turkey,TUBITAK BILGEM (Turkey),Vendor,3_Supporting,,https://en.bilgem.tubitak.gov.tr,"TUBITAK BILGEM (Turkey) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tue-coding,TU Eindhoven Coding Theory,Academic,3_Supporting,EMEA,https://www.tue.nl/en/research/research-groups/coding-theory-and-cryptology,Code-based and lattice-based PQC research,Verified,2025-12-15,Yes,Yes,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
tum-chair-of-security-in-infor,TUM Chair of Security in Information Technology — PQC Research,Academic,3_Supporting,EMEA,https://www.ce.cit.tum.de/en/eisec/forschung/post-quantum-cryptography/,Technical University of Munich research group on PQC hardware/software implementation and side-channel security,Verified,2026-07-28,,,,,,,,No,,,,,Confirmed live via WebFetch: side-channel vulnerability analysis and efficient hardware/software implementations of PQC signature schemes.,url_needs_review,,,,,active,,
turkcell-iletisim-hizmetleri-as,Turkcell Iletisim Hizmetleri A.S.,Vendor,3_Supporting,,https://www.turkcell.com.tr,"Turkcell Iletisim Hizmetleri A.S. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tuta-gmbh,Tuta GmbH,Vendor,3_Supporting,,https://tuta.com,"Tuta GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
tutus-data-ab,Tutus Data AB,Vendor,3_Supporting,,https://tutus.se,"Tutus Data AB — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
u-limoges-xlim,University of Limoges XLIM,Academic,4_Contextual,EMEA,https://www.xlim.fr/en,French research institute; PQCrypto steering committee member,Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
u-ryukyu,University of Ryukyu,Academic,4_Contextual,APAC,https://www.u-ryukyu.ac.jp/en/,Japanese PQCrypto research; regional PQC standardization collaboration,Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
u-tokyo-q,University of Tokyo Quantum,Academic,4_Contextual,APAC,https://www.u-tokyo.ac.jp/en/,Japanese quantum security research programs,Verified,2025-12-15,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
u-toronto,University of Toronto (Smart Grid Security Lab),Academic,3_Supporting,North_America,https://ece.utoronto.ca/,Smart grid security research; quantum threat analysis for energy infrastructure,Verified,2026-03-28,Yes,No,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
u-toronto-sg,University of Toronto Smart Grid Security,Academic,4_Contextual,Americas,https://www.utoronto.ca/,Critical infrastructure quantum threat research,Verified,2025-12-15,No,No,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
uae-csc,UAE Cybersecurity Council,Government,2_Core,EMEA,https://www.csc.gov.ae/,UAE Cybersecurity Council; quantum-safe strategy,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
uae-telecommunications-and-dig,UAE Telecommunications and Digital Government Regulatory Authority (TDRA),Government,3_Supporting,EMEA,https://www.tdra.gov.ae/,UAE's telecom and digital-government regulator,Verified,2026-07-28,,,,,,,,No,,,,,"Confirmed live via WebFetch. General-purpose regulator, no PQC-specific publication independently verified; fills a Middle East gap.",url_authoritative,,,,,active,,
uc-berkeley-bqic,UC Berkeley BQIC,Academic,3_Supporting,Americas,https://bqic.berkeley.edu/,Berkeley Quantum Information & Computation Center focusing on quantum cryptography and algorithm research,Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
uc-cincinnati,University of Cincinnati Crypto,Academic,4_Contextual,Americas,https://homepages.uc.edu/~coudtj/,PQCrypto steering committee representation; lattice cryptography research,Verified,2026-02-13,Yes,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
uefi-forum,UEFI Forum,Standards_Body,3_Supporting,Global,https://uefi.org,Unified Extensible Firmware Interface Forum; maintains UEFI Secure Boot specifications with PQC signature migration requirements,Verified,2026-03-31,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
uk-dsit,"UK Department for Science, Innovation and Technology",Government,1_Authoritative,EMEA,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,"UK ministerial department responsible for science, technology, and digital policy. Owns the UK CNI / cyber-skills programme and coordinates national PQC posture with NCSC.",Verified,2026-05-16,No,No,No,No,No,Yes,No,No,0,,None,none,Added 2026-05-16 to resolve compliance.UK-DSIT-CNI-PQC trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
uk-legislation-gov-uk,legislation.gov.uk (UK National Archives),Government,1_Authoritative,Europe,https://www.legislation.gov.uk/,"UK National Archives official database of UK legislation and retained EU law -- publishes the full text of EU-derived instruments such as PSD2 and its RTS on Strong Customer Authentication, which remain in force as retained EU law post-Brexit.",Verified,2026-08-01,No,Yes,No,No,No,No,No,No,0,,None,none,Added 2026-08-01 while sourcing PSD2/SCA RTS for the emv-payment-pqc module. eur-lex.europa.eu returned an AWS WAF challenge (x-amzn-waf-action: challenge) on every attempt; legislation.gov.uk mirrors the same legal texts as UK retained EU law and was directly fetchable and verified against the actual article text. trust_tier=1_Authoritative by precedent-match against eur-lex (same official-legislative-portal profile).,url_authoritative,,,,2026-08-01,active,,
unassigned,Unassigned (placeholder for unmapped vendor records),Vendor,3_Supporting,,https://pqctoday.com,"Unassigned — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
unece,UNECE,Standards_Body,2_Core,Global,https://unece.org/,UN Economic Commission for Europe; WP.29 vehicle cybersecurity regulations,Verified,2026-03-28,No,No,No,Yes,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
unece-wp29,UNECE World Forum for Harmonization of Vehicle Regulations (WP.29),Government,1_Authoritative,Global,https://unece.org/wp29-introduction,"UN treaty body (1958 Agreement) issuing UN Regulations for vehicle type-approval, incl. UN R155 vehicle cybersecurity management",Verified,2026-07-30,No,Yes,No,No,No,No,No,No,0,,None,none,Added 2026-07-30: found via complete-library-row on UN-Regulation-No-155-Cyber-Security-and-Cyber-Security-Manag.,url_needs_review,,,,2026-07-30,active,,
unisig,"UNISIG (Union Industry of Signalling — Alstom, Ansaldo, AZD, Bombardier, CAF, Siemens, Thales)",Industry_Workgroup,3_Supporting,Europe,https://www.era.europa.eu/domains/telematics-affairs/ertmsetcs/subsets_en,Rail signalling vendor consortium; authors ERTMS/ETCS SUBSET specifications including on-line key management (SUBSET-137),Verified,2026-07-30,No,Yes,No,No,No,No,No,No,0,,None,none,"Added 2026-07-30: found via complete-library-row on UNISIG-SUBSET-137-ERTMS-ETCS-On-line-Key-Management-FFFIS; distinct from era-rail (the hosting agency, not the authoring consortium).",url_needs_review,,,,2026-07-30,active,,
unisys,Unisys,Vendor,3_Supporting,,https://www.unisys.com,"Unisys — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
universidad-carlos-iii-de-madrid,Universidad Carlos III de Madrid,Vendor,3_Supporting,EMEA,https://uc3m.es,Spanish public research university; hosts the PERLab HNDL-attack simulation research tool.,Verified,2026-07-27,No,No,No,No,No,No,Yes,No,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
us-census,US Census Bureau,Government,1_Authoritative,US,https://www.census.gov/,US federal statistical agency; retail/e-commerce sales and Census of Governments finance tables — official market-size grounding for the industry-landscape source,Verified,2026-07-29,No,No,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-29,active,,
us-congress,United States Congress,Government,1_Authoritative,Americas,https://www.congress.gov/,U.S. legislature; Quantum Computing Cybersecurity Preparedness Act,Verified,2026-03-28,No,No,No,No,Yes,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
us-doe-ed,US Department of Education,Government,1_Authoritative,Americas,https://www.ed.gov/,US Department of Education; education-sector cybersecurity guidance,Verified,2026-07-12,No,Yes,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
us-treasury,U.S. Department of the Treasury,Government,2_Core,Americas,https://home.treasury.gov/,G7 CEG financial sector quantum risk assessment and PQC migration guidance,Verified,2026-03-28,No,No,No,Yes,Yes,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
us-tsa,US Transportation Security Administration (TSA),Government,1_Authoritative,Americas,https://www.tsa.gov/,US Transportation Security Administration; pipeline/transport cybersecurity directives,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
usd-crypto,UC San Diego Cryptography Group,Academic,4_Contextual,Americas,https://cseweb.ucsd.edu/~nadiah/,PQC research publications and algorithm development,Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
